"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.801390516053444e+00,1.250010000000005e+05,8.621290130476724e-01,-2.967505097166059e-02,9.517608556159611e-18,1.999999999990764e+00,3.284847428548991e+00,2.308510621434893e+00,-3.366757571953003e-04,-1.180141587217625e-18,2.480102348085454e+00,1.014845568860275e+01,1.999999999990764e+00,1
