"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.499699978111634e+00,1.346396016214441e-02,199501,450952,2.201553803653922e-02,2.251171589476306e-02,0.000000000000000e+00,1.000018227142298e+00,1.774548825444273e+00,-8.831316944413817e-05,0.000000000000000e+00,1.000090038669940e+00,5.074826906491226e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.499712724430335e+00,1.280359281681558e-02,199501,450952,2.153421135585135e-02,2.040092898343920e-02,0.000000000000000e+00,1.000022591830621e+00,1.774560610131612e+00,-8.811863832555993e-05,0.000000000000000e+00,1.000086322280642e+00,5.074834812714776e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.499725470749037e+00,1.214322547148657e-02,199501,450952,2.105288467516311e-02,1.829014207211512e-02,0.000000000000000e+00,1.000026956518944e+00,1.774572394818951e+00,-8.792410720698246e-05,0.000000000000000e+00,1.000082605891343e+00,5.074842718938324e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.499738217066255e+00,1.148285820303453e-02,199501,450952,2.057155805050886e-02,1.617935540651907e-02,0.000000000000000e+00,1.000031321206759e+00,1.774584179504919e+00,-8.772957611105102e-05,0.000000000000000e+00,1.000078889502478e+00,5.074850625160956e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.499750963386441e+00,1.082249078082873e-02,199502,450952,2.009023131378702e-02,1.406856824946718e-02,0.000000000000000e+00,1.000035685895589e+00,1.774595964193630e+00,-8.753504496982674e-05,0.000000000000000e+00,1.000075173112747e+00,5.074858531385425e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.499763709700692e+00,1.016212366613051e-02,199502,450952,1.960890480120052e-02,1.195778207532711e-02,0.000000000000000e+00,1.000040050582388e+00,1.774607748876854e+00,-8.734051391918801e-05,0.000000000000000e+00,1.000071456724747e+00,5.074866437606214e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.499776456020878e+00,9.501756243924717e-03,199502,450952,1.912757806447866e-02,9.846994918275216e-03,0.000000000000000e+00,1.000044415271219e+00,1.774619533565565e+00,-8.714598277796381e-05,0.000000000000000e+00,1.000067740335016e+00,5.074874343830686e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.499789202341063e+00,8.841388821718999e-03,199502,450952,1.864625132775697e-02,7.736207761223467e-03,0.000000000000000e+00,1.000048779960050e+00,1.774631318254276e+00,-8.695145163673967e-05,0.000000000000000e+00,1.000064023945285e+00,5.074882250055155e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.499801948661249e+00,8.181021399513053e-03,199502,450953,1.816492459103481e-02,5.625420604171286e-03,0.000000000000000e+00,1.000053144648881e+00,1.774643102942987e+00,-8.675692049551534e-05,0.000000000000000e+00,1.000060307555554e+00,5.074890156279626e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.499796938512196e+00,7.634000503440194e-03,199502,450953,1.699058883385015e-02,4.832658442789852e-03,0.000000000000000e+00,1.000056723223714e+00,1.774638298767095e+00,-8.579675039873183e-05,0.000000000000000e+00,1.000061574690648e+00,5.074886066106631e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
1.499791928365223e+00,7.086979054844421e-03,199502,450953,1.581625224630809e-02,4.039895042267142e-03,0.000000000000000e+00,1.000060301802178e+00,1.774633494593032e+00,-8.483657969864637e-05,0.000000000000000e+00,1.000062841825029e+00,5.074881975934384e+00,1,2.499999944120646e-03,2.499999944120646e-03,4.000000059604645e-01,5.000000000000000e-01
1.499786918218251e+00,6.539957606248981e-03,199502,450953,1.464191565876690e-02,3.247131641745160e-03,0.000000000000000e+00,1.000063880380642e+00,1.774628690418969e+00,-8.387640899856172e-05,0.000000000000000e+00,1.000064108959409e+00,5.074877885762137e+00,1,2.749999985098839e-03,2.749999985098839e-03,4.000000059604645e-01,5.000000000000000e-01
1.499781908071278e+00,5.992936157653355e-03,199503,450953,1.346757907122516e-02,2.454368241222748e-03,0.000000000000000e+00,1.000067458959107e+00,1.774623886244905e+00,-8.291623829847652e-05,0.000000000000000e+00,1.000065376093790e+00,5.074873795589891e+00,1,3.000000026077032e-03,3.000000026077032e-03,4.000000059604645e-01,5.000000000000000e-01
1.499776897924305e+00,5.445914709057735e-03,199503,450953,1.229324248368340e-02,1.661604840700335e-03,0.000000000000000e+00,1.000071037537571e+00,1.774619082070843e+00,-8.195606759839125e-05,0.000000000000000e+00,1.000066643228170e+00,5.074869705417645e+00,1,3.250000067055225e-03,3.250000067055225e-03,4.000000059604645e-01,5.000000000000000e-01
1.499771887777333e+00,4.898893260462171e-03,199503,450953,1.111890589614182e-02,8.688414401780650e-04,0.000000000000000e+00,1.000074616116036e+00,1.774614277896780e+00,-8.099589689830620e-05,0.000000000000000e+00,1.000067910362551e+00,5.074865615245398e+00,1,3.500000108033419e-03,3.500000108033419e-03,4.000000059604645e-01,5.000000000000000e-01
1.499766877635026e+00,4.351872321319994e-03,199503,450953,9.944570402286478e-03,7.607877797426351e-05,0.000000000000000e+00,1.000078194691167e+00,1.774609473727190e+00,-8.003572709244996e-05,0.000000000000000e+00,1.000069177495751e+00,5.074861525076961e+00,1,3.749999916180968e-03,3.749999916180968e-03,4.000000059604645e-01,5.000000000000000e-01
1.499761867483387e+00,3.804850363271086e-03,199503,450954,8.770232721058925e-03,-7.166853608663362e-04,0.000000000000000e+00,1.000081773272965e+00,1.774604669548653e+00,-7.907555549813645e-05,0.000000000000000e+00,1.000070444631312e+00,5.074857434900904e+00,1,4.000000189989805e-03,4.000000189989805e-03,4.000000059604645e-01,5.000000000000000e-01
1.499761754190719e+00,3.836754949274409e-03,199503,450954,7.647405398931024e-03,-1.800864089161547e-03,0.000000000000000e+00,1.000082579809919e+00,1.774604620756875e+00,-8.185403024333599e-05,0.000000000000000e+00,1.000070540918321e+00,5.074857685628410e+00,1,4.250000230967999e-03,4.250000230967999e-03,4.000000059604645e-01,5.000000000000000e-01
1.499761640894540e+00,3.868659035891869e-03,199503,450954,6.524580129086811e-03,-2.885040576553693e-03,0.000000000000000e+00,1.000083386347478e+00,1.774604571961573e+00,-8.463249697201374e-05,0.000000000000000e+00,1.000070637206041e+00,5.074857936352150e+00,1,4.499999806284904e-03,4.499999806284904e-03,4.000000059604645e-01,5.000000000000000e-01
1.499761527598151e+00,3.900563181935445e-03,199503,450954,5.401752767813735e-03,-3.969219083385492e-03,0.000000000000000e+00,1.000084192886539e+00,1.774604523166181e+00,-8.741096887599739e-05,0.000000000000000e+00,1.000070733493939e+00,5.074858187076357e+00,1,4.749999847263098e-03,4.749999847263098e-03,4.000000059604645e-01,5.000000000000000e-01
