"Ma","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802643659762804e+00,1.003003000000002e+06,8.620449419906594e-01,-3.183229729862812e-02,0.000000000000000e+00,3.283904295614384e+00,2.309850752275484e+00,-3.303397567378364e-04,0.000000000000000e+00,2.479410708725158e+00,2.000000000068579e+00,1.014823206213433e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
