"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.184508430372906e-01,4.418549301360504e-01,5276,256532,1.421137380350527e-01,-1.761105660923019e+00,0.000000000000000e+00,1.861567373574119e+00,9.766201495543180e-01,1.277770245348973e-02,0.000000000000000e+00,1.320091174394948e+00,1.000000000000000e+00,5.097294683857428e+00,1,1.049999985843897e-02,1.050099968910217e+00,1.049999985843897e-02,5.000000000000000e-01
7.184194174703827e-01,4.386469932629650e-01,5401,256657,1.454682403153835e-01,-1.740606592214904e+00,0.000000000000000e+00,1.861137468760317e+00,9.765284242846735e-01,1.304066697849262e-02,0.000000000000000e+00,1.319968406874165e+00,1.000000000000000e+00,5.096778931785177e+00,1,1.075000036507845e-02,1.050099968910217e+00,1.075000036507845e-02,5.000000000000000e-01
7.183879920205437e-01,4.354390683403514e-01,5526,256782,1.488227300992467e-01,-1.720107599871617e+00,0.000000000000000e+00,1.860707565548032e+00,9.764366993567313e-01,1.330363052387822e-02,0.000000000000000e+00,1.319845639810724e+00,1.000000000000000e+00,5.096263181634248e+00,1,1.099999994039536e-02,1.050099968910217e+00,1.099999994039536e-02,5.000000000000000e-01
7.183565664536360e-01,4.322311314672660e-01,5651,256907,1.521772323795794e-01,-1.699608531163503e+00,0.000000000000000e+00,1.860277660734230e+00,9.763449740870866e-01,1.356659504888104e-02,0.000000000000000e+00,1.319722872289941e+00,1.000000000000000e+00,5.095747429561996e+00,1,1.125000044703484e-02,1.050099968910217e+00,1.125000044703484e-02,5.000000000000000e-01
7.183251410037971e-01,4.290232065446528e-01,5776,257032,1.555317221634425e-01,-1.679109538820215e+00,0.000000000000000e+00,1.859847757521945e+00,9.762532491591445e-01,1.382955859426664e-02,0.000000000000000e+00,1.319600105226501e+00,1.000000000000000e+00,5.095231679411066e+00,1,1.150000002235174e-02,1.050099968910217e+00,1.150000002235174e-02,5.000000000000000e-01
7.182937155539584e-01,4.258152816220393e-01,5901,257157,1.588862119473055e-01,-1.658610546476929e+00,0.000000000000000e+00,1.859417854309660e+00,9.761615242312025e-01,1.409252213965224e-02,0.000000000000000e+00,1.319477338163061e+00,1.000000000000000e+00,5.094715929260137e+00,1,1.174999959766865e-02,1.050099968910217e+00,1.174999959766865e-02,5.000000000000000e-01
7.182622899870503e-01,4.226073447489540e-01,6026,257283,1.622407142276380e-01,-1.638111477768814e+00,0.000000000000000e+00,1.858987949495858e+00,9.760697989615579e-01,1.435548666465506e-02,0.000000000000000e+00,1.319354570642277e+00,1.000000000000000e+00,5.094200177187886e+00,1,1.200000010430813e-02,1.050099968910217e+00,1.200000010430813e-02,5.000000000000000e-01
7.182328599797172e-01,4.220157439572792e-01,6151,257408,1.638876712694185e-01,-1.634331982293326e+00,0.000000000000000e+00,1.858590811714626e+00,9.759834244864554e-01,1.463703828780730e-02,0.000000000000000e+00,1.319241294738341e+00,1.000000000000000e+00,5.093723792552186e+00,1,1.224999967962503e-02,1.050099968910217e+00,1.224999967962503e-02,5.000000000000000e-01
7.182034298619164e-01,4.214241398700962e-01,6276,257533,1.655346351590352e-01,-1.630552465762151e+00,0.000000000000000e+00,1.858193672440268e+00,9.758970496873501e-01,1.491859095206750e-02,0.000000000000000e+00,1.319128018408460e+00,1.000000000000000e+00,5.093247406125387e+00,1,1.250000018626451e-02,1.050099968910217e+00,1.250000018626451e-02,5.000000000000000e-01
7.181739998537509e-01,4.208325379868048e-01,6401,257658,1.671815929132540e-01,-1.626772963310736e+00,0.000000000000000e+00,1.857796534645365e+00,9.758106752100147e-01,1.520014256746420e-02,0.000000000000000e+00,1.319014742500563e+00,1.000000000000000e+00,5.092771021473264e+00,1,1.274999976158142e-02,1.050099968910217e+00,1.274999976158142e-02,5.000000000000000e-01
7.181445697359496e-01,4.202409338996211e-01,6526,257783,1.688285568028764e-01,-1.622993446779556e+00,0.000000000000000e+00,1.857399395371006e+00,9.757243004109094e-01,1.548169523172425e-02,0.000000000000000e+00,1.318901466170681e+00,1.000000000000000e+00,5.092294635046466e+00,1,1.300000026822090e-02,1.050099968910217e+00,1.300000026822090e-02,5.000000000000000e-01
7.181151397277841e-01,4.196493320163299e-01,6651,257908,1.704755145570925e-01,-1.619213944328144e+00,0.000000000000000e+00,1.857002257576104e+00,9.756379259335746e-01,1.576324684712101e-02,0.000000000000000e+00,1.318788190262786e+00,1.000000000000000e+00,5.091818250394342e+00,1,1.324999984353781e-02,1.050099968910217e+00,1.324999984353781e-02,5.000000000000000e-01
7.180857096099831e-01,4.190577279291463e-01,6776,258033,1.721224784467146e-01,-1.615434427796965e+00,0.000000000000000e+00,1.856605118301745e+00,9.755515511344690e-01,1.604479951138106e-02,0.000000000000000e+00,1.318674913932904e+00,1.000000000000000e+00,5.091341863967544e+00,1,1.350000035017729e-02,1.050099968910217e+00,1.350000035017729e-02,5.000000000000000e-01
7.180562796018175e-01,4.184661260458552e-01,6901,258158,1.737694362009305e-01,-1.611654925345553e+00,0.000000000000000e+00,1.856207980506842e+00,9.754651766571342e-01,1.632635112677782e-02,0.000000000000000e+00,1.318561638025008e+00,1.000000000000000e+00,5.090865479315420e+00,1,1.374999992549419e-02,1.050099968910217e+00,1.374999992549419e-02,5.000000000000000e-01
7.180268494840165e-01,4.178745219586714e-01,7026,258284,1.754164000905525e-01,-1.607875408814373e+00,0.000000000000000e+00,1.855810841232484e+00,9.753788018580287e-01,1.660790379103795e-02,0.000000000000000e+00,1.318448361695126e+00,1.000000000000000e+00,5.090389092888623e+00,1,1.400000043213367e-02,1.050099968910217e+00,1.400000043213367e-02,5.000000000000000e-01
7.179933937279632e-01,4.180178562101454e-01,7151,258409,1.690533032725283e-01,-1.609366342941164e+00,0.000000000000000e+00,1.855404100238189e+00,9.752865079371026e-01,1.687112233212503e-02,0.000000000000000e+00,1.318334653862177e+00,1.000000000000000e+00,5.089905777310644e+00,1,1.425000000745058e-02,1.050099968910217e+00,1.425000000745058e-02,5.000000000000000e-01
7.179599379788681e-01,4.181611891912578e-01,7276,258534,1.626902203001597e-01,-1.610857267957829e+00,0.000000000000000e+00,1.854997359260493e+00,9.751942140264083e-01,1.713434090490140e-02,0.000000000000000e+00,1.318220946029974e+00,9.999999999999999e-01,5.089422461744646e+00,1,1.449999958276749e-02,1.050099968910217e+00,1.449999958276749e-02,5.000000000000000e-01
7.179264821051412e-01,4.183045227063277e-01,7401,258659,1.563271136234202e-01,-1.612348198528629e+00,0.000000000000000e+00,1.854590616767568e+00,9.751019197718921e-01,1.739756045824510e-02,0.000000000000000e+00,1.318107237774176e+00,1.000000000000000e+00,5.088939144378156e+00,1,1.475000008940697e-02,1.050099968910217e+00,1.475000008940697e-02,5.000000000000000e-01
7.178930263560463e-01,4.184478556874379e-01,7526,258784,1.499640306510538e-01,-1.613839123545280e+00,0.000000000000000e+00,1.854183875789873e+00,9.750096258611980e-01,1.766077903102162e-02,0.000000000000000e+00,1.317993529941974e+00,1.000000000000000e+00,5.088455828812158e+00,1,1.499999966472387e-02,1.050099968910217e+00,1.499999966472387e-02,5.000000000000000e-01
7.178595704823190e-01,4.185911892025073e-01,7651,258909,1.436009239743146e-01,-1.615330054116078e+00,0.000000000000000e+00,1.853777133296946e+00,9.749173316066817e-01,1.792399858436533e-02,0.000000000000000e+00,1.317879821686176e+00,1.000000000000000e+00,5.087972511445666e+00,1,1.525000017136335e-02,1.050099968910217e+00,1.525000017136335e-02,5.000000000000000e-01
7.178261147332246e-01,4.187345221836190e-01,7776,259034,1.372378410019468e-01,-1.616820979132738e+00,0.000000000000000e+00,1.853370392319251e+00,9.748250376959875e-01,1.818721715714177e-02,0.000000000000000e+00,1.317766113853974e+00,1.000000000000000e+00,5.087489195879669e+00,1,1.549999974668026e-02,1.050099968910217e+00,1.549999974668026e-02,5.000000000000000e-01
7.177926588594971e-01,4.188778556986885e-01,7901,259159,1.308747343252076e-01,-1.618311909703536e+00,0.000000000000000e+00,1.852963649826325e+00,9.747327434414710e-01,1.845043671048547e-02,0.000000000000000e+00,1.317652405598176e+00,1.000000000000000e+00,5.087005878513177e+00,1,1.575000025331974e-02,1.050099968910217e+00,1.575000025331974e-02,5.000000000000000e-01
7.177592029857698e-01,4.190211892137580e-01,8026,259285,1.245116276484683e-01,-1.619802840274334e+00,0.000000000000000e+00,1.852556907333399e+00,9.746404491869547e-01,1.871365626382917e-02,0.000000000000000e+00,1.317538697342378e+00,1.000000000000000e+00,5.086522561146685e+00,1,1.600000075995922e-02,1.050099968910217e+00,1.600000075995922e-02,5.000000000000000e-01
7.177238982656525e-01,4.092443833094288e-01,8151,259410,8.534787143503882e-02,-1.564482319842153e+00,0.000000000000000e+00,1.852183278682025e+00,9.745497175387232e-01,1.885143732534301e-02,0.000000000000000e+00,1.317430434159672e+00,1.000000000000000e+00,5.086057896284759e+00,1,1.624999940395355e-02,1.050099968910217e+00,1.624999940395355e-02,5.000000000000000e-01
7.176885932881141e-01,3.994675347177274e-01,8276,259535,4.618392313705032e-02,-1.509161559936974e+00,0.000000000000000e+00,1.851809647146234e+00,9.744589852097369e-01,1.898921979472156e-02,0.000000000000000e+00,1.317322170153790e+00,1.000000000000000e+00,5.085593227904101e+00,1,1.649999991059303e-02,1.050099968910217e+00,1.649999991059303e-02,5.000000000000000e-01
7.176532883105762e-01,3.896906861260189e-01,8401,259660,7.019974839065309e-03,-1.453840800031753e+00,0.000000000000000e+00,1.851436015610443e+00,9.743682528807506e-01,1.912700226410026e-02,0.000000000000000e+00,1.317213906147907e+00,1.000000000000000e+00,5.085128559523443e+00,1,1.675000041723251e-02,1.050099968910217e+00,1.675000041723251e-02,5.000000000000000e-01
7.176179833330378e-01,3.799138375343139e-01,8526,259785,-3.214397345892159e-02,-1.398520040126553e+00,0.000000000000000e+00,1.851062384074651e+00,9.742775205517642e-01,1.926478473347889e-02,0.000000000000000e+00,1.317105642142024e+00,1.000000000000000e+00,5.084663891142784e+00,1,1.700000092387199e-02,1.050099968910217e+00,1.700000092387199e-02,5.000000000000000e-01
7.175826786185415e-01,3.701370617856640e-01,8651,259910,-7.130762996334369e-02,-1.343199692392322e+00,0.000000000000000e+00,1.850688755322626e+00,9.741867888987845e-01,1.940256617630012e-02,0.000000000000000e+00,1.316997378942769e+00,9.999999999999999e-01,5.084199226224167e+00,1,1.724999956786633e-02,1.050099968910217e+00,1.724999956786633e-02,5.000000000000000e-01
7.175473736410034e-01,3.603602131939547e-01,8776,260035,-1.104715782613332e-01,-1.287878932487097e+00,0.000000000000000e+00,1.850315123786835e+00,9.740960565697984e-01,1.954034864567883e-02,0.000000000000000e+00,1.316889114936887e+00,1.000000000000000e+00,5.083734557843511e+00,1,1.750000007450581e-02,1.050099968910217e+00,1.750000007450581e-02,5.000000000000000e-01
7.175120686634651e-01,3.505833646022545e-01,8901,260160,-1.496355265593143e-01,-1.232558172581924e+00,0.000000000000000e+00,1.849941492251044e+00,9.740053242408118e-01,1.967813111505737e-02,0.000000000000000e+00,1.316780850931004e+00,1.000000000000000e+00,5.083269889462851e+00,1,1.775000058114529e-02,1.050099968910217e+00,1.775000058114529e-02,5.000000000000000e-01
