"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.500000343603109e+00,1.559547349030928e-04,199501,450952,3.591586130840103e-04,1.221089888829900e-06,0.000000000000000e+00,9.999997188156818e-01,1.774824156507753e+00,4.886853065017910e-07,0.000000000000000e+00,9.999997915526290e-01,1.000000000000000e+00,5.074999663696052e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.500000263332685e+00,1.377153618341684e-04,199501,450952,3.167358564245618e-04,-1.471110534046488e-07,0.000000000000000e+00,9.999997753862205e-01,1.774824099757485e+00,3.907885049956376e-07,0.000000000000000e+00,9.999998346295441e-01,1.000000000000000e+00,5.074999713743512e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000183062261e+00,1.194759887652392e-04,199501,450952,2.743130997651011e-04,-1.515311995636448e-06,0.000000000000000e+00,9.999998319567591e-01,1.774824043007217e+00,2.928917034894753e-07,0.000000000000000e+00,9.999998777064589e-01,1.000000000000000e+00,5.074999763790972e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000102791846e+00,1.012366178196547e-04,199501,450952,2.318903480443052e-04,-2.883512778590077e-06,0.000000000000000e+00,9.999998885272912e-01,1.774823986256956e+00,1.949949133800043e-07,0.000000000000000e+00,9.999999207833693e-01,1.000000000000000e+00,5.074999813838425e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.500000022521413e+00,8.299724262738549e-05,199502,450952,1.894675864461920e-04,-4.251713880102796e-06,0.000000000000000e+00,9.999999450978364e-01,1.774823929506681e+00,9.709810047715929e-08,0.000000000000000e+00,9.999999638602893e-01,9.999999999999999e-01,5.074999863885891e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999942251017e+00,6.475787592848658e-05,199502,450952,1.470448446027161e-04,-5.619914344497136e-06,0.000000000000000e+00,1.000000001668355e+00,1.774823872756433e+00,-7.986668389373543e-10,0.000000000000000e+00,1.000000006937189e+00,1.000000000000000e+00,5.074999913933333e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999861980584e+00,4.651850073621694e-05,199502,450952,1.046220830046021e-04,-6.988115446009463e-06,0.000000000000000e+00,1.000000058238901e+00,1.774823816006158e+00,-9.869547974178355e-08,0.000000000000000e+00,1.000000050014110e+00,9.999999999999999e-01,5.074999963980798e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999781710150e+00,2.827912554394727e-05,199502,450952,6.219932140648924e-05,-8.356316547520803e-06,0.000000000000000e+00,1.000000114809446e+00,1.774823759255883e+00,-1.965922926446318e-07,0.000000000000000e+00,1.000000093091030e+00,1.000000000000000e+00,5.075000014028263e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999701439717e+00,1.003975035167818e-05,199502,450953,1.977655980837375e-05,-9.724517649035494e-06,0.000000000000000e+00,1.000000171379991e+00,1.774823702505609e+00,-2.944891055474724e-07,0.000000000000000e+00,1.000000136167950e+00,9.999999999999999e-01,5.075000064075730e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.499999788859308e+00,1.068186491558173e-05,199502,450953,2.144100002176094e-05,-8.428698123733710e-06,0.000000000000000e+00,1.000000124697740e+00,1.774823775034857e+00,-2.282600287775988e-07,0.000000000000000e+00,1.000000101339700e+00,1.000000000000000e+00,5.075000070903504e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
