"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.422246262646050e-01,2.416636052535321e-01,261,251012,-7.215602033999055e-01,1.806448330431785e-01,0.000000000000000e+00,1.950488297961672e+00,8.838983748078121e-01,1.369972956958044e-03,0.000000000000000e+00,1.353018644794862e+00,1.000000000000000e+00,5.126204430574919e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.424063607382654e-01,2.330462393935105e-01,324,251137,-6.871323796551099e-01,1.826643466021835e-01,0.000000000000000e+00,1.950534922812771e+00,8.841406767583795e-01,1.230331565843606e-03,0.000000000000000e+00,1.352994363865053e+00,1.000000000000000e+00,5.126333741177829e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.425880952119256e-01,2.244288735334931e-01,386,251262,-6.527045559103331e-01,1.846838601611830e-01,0.000000000000000e+00,1.950581547663870e+00,8.843829787089470e-01,1.090690174729178e-03,0.000000000000000e+00,1.352970082935243e+00,1.000000000000000e+00,5.126463051780738e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.427698296644292e-01,2.158115086766670e-01,449,251387,-6.182767361734727e-01,1.867033734850827e-01,0.000000000000000e+00,1.950628172509541e+00,8.846252806313066e-01,9.510487998711319e-04,0.000000000000000e+00,1.352945802008260e+00,1.000000000000000e+00,5.126592362368593e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.429515641592463e-01,2.071941418134549e-01,511,251512,-5.838489084207645e-01,1.887228872791862e-01,0.000000000000000e+00,1.950674797366068e+00,8.848675826100818e-01,8.114073925003101e-04,0.000000000000000e+00,1.352921521075623e+00,9.999999999999999e-01,5.126721672986556e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.431332985694366e-01,1.985767789630178e-01,574,251637,-5.494210966997657e-01,1.907424001328784e-01,0.000000000000000e+00,1.950721422200883e+00,8.851098844760261e-01,6.717660501550535e-04,0.000000000000000e+00,1.352897240154294e+00,1.000000000000000e+00,5.126850983544303e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.433150330642535e-01,1.899594120998068e-01,636,251762,-5.149932689470614e-01,1.927619139269804e-01,0.000000000000000e+00,1.950768047057410e+00,8.853521864548014e-01,5.321246427842201e-04,0.000000000000000e+00,1.352872959221657e+00,1.000000000000000e+00,5.126980294162266e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.434967675590704e-01,1.813420452365959e-01,699,251887,-4.805654411943582e-01,1.947814277210822e-01,0.000000000000000e+00,1.950814671913937e+00,8.855944884335765e-01,3.924832354133864e-04,0.000000000000000e+00,1.352848678289021e+00,1.000000000000000e+00,5.127109604780228e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.436785020538874e-01,1.727246783733854e-01,761,252013,-4.461376134416560e-01,1.968009415151836e-01,0.000000000000000e+00,1.950861296770464e+00,8.858367904123516e-01,2.528418280425522e-04,0.000000000000000e+00,1.352824397356385e+00,1.000000000000000e+00,5.127238915398191e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.437206256087109e-01,1.803438545569653e-01,886,252138,-4.766175760386729e-01,1.952555050779286e-01,0.000000000000000e+00,1.950913072354178e+00,8.858885714119126e-01,1.920096034654232e-04,0.000000000000000e+00,1.352805503255362e+00,1.000000000000000e+00,5.127218664963292e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
