"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.644489731321642e-01,3.368192678689430e-01,1.485258276154464e+01,1.145536780320827e+00,-2.505069024643615e-01,-2.542232784539230e-12,1.937224998652022e+00,9.113091595970079e-01,4.220954652780774e-05,0.000000000000000e+00,1.343631799239060e+00,0.000000000000000e+00,5.117954043301411e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.643557033114241e-01,3.371427831992119e-01,1.485258540562365e+01,1.146854567772478e+00,-2.521204091296688e-01,-2.492445799071679e-12,1.937159484061434e+00,9.111892810578435e-01,-7.931222650298050e-05,0.000000000000000e+00,1.343656111419105e+00,0.000000000000000e+00,5.117930208855380e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.642624334906841e-01,3.374662985294810e-01,1.485258804970266e+01,1.148172355224128e+00,-2.537339157949762e-01,-2.442658813604129e-12,1.937093969470847e+00,9.110694025186793e-01,-2.008339995337687e-04,0.000000000000000e+00,1.343680423599151e+00,0.000000000000000e+00,5.117906374409350e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.641691636808024e-01,3.377898138220898e-01,1.485259069378145e+01,1.149490142522378e+00,-2.553474222724468e-01,-2.392871833932589e-12,1.937028454887885e+00,9.109495239934706e-01,-3.223557584175622e-04,0.000000000000000e+00,1.343704735776366e+00,0.000000000000000e+00,5.117882539966092e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.640758938492042e-01,3.381133291900209e-01,1.485259333786076e+01,1.150807930127439e+00,-2.569609291255912e-01,-2.343084842669071e-12,1.936962940289670e+00,9.108296454403506e-01,-4.438775455953460e-04,0.000000000000000e+00,1.343729047959242e+00,0.000000000000000e+00,5.117858705517287e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.639826240610386e-01,3.384368444073034e-01,1.485259598193885e+01,1.152125717118858e+00,-2.585744352273880e-01,-2.293297874589423e-12,1.936897425721963e+00,9.107097669430534e-01,-5.653992761851473e-04,0.000000000000000e+00,1.343753360130797e+00,0.000000000000000e+00,5.117834871079579e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.638893542294403e-01,3.387603597752345e-01,1.485259862601817e+01,1.153443504723920e+00,-2.601879420805324e-01,-2.243510883325905e-12,1.936831911123748e+00,9.105898883899332e-01,-6.869210633629315e-04,0.000000000000000e+00,1.343777672313673e+00,0.000000000000000e+00,5.117811036630775e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.637960843978423e-01,3.390838751431677e-01,1.485260127009757e+01,1.154761292328990e+00,-2.618014489336774e-01,-2.193723892062432e-12,1.936766396525533e+00,9.104700098368134e-01,-8.084428505407163e-04,0.000000000000000e+00,1.343801984496549e+00,0.000000000000000e+00,5.117787202181969e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.637028145662440e-01,3.394073905110967e-01,1.485260391417681e+01,1.156079079934042e+00,-2.634149557868211e-01,-2.143936900798870e-12,1.936700881927318e+00,9.103501312836930e-01,-9.299646377184992e-04,0.000000000000000e+00,1.343826296679425e+00,0.000000000000000e+00,5.117763367733162e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.636095448215102e-01,3.397309055777286e-01,1.485260655825358e+01,1.157396866311809e+00,-2.650284611372695e-01,-2.094149955903049e-12,1.936635367390119e+00,9.102302528422184e-01,-1.051486311720317e-03,0.000000000000000e+00,1.343850608839658e+00,0.000000000000000e+00,5.117739533306555e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.635162749899123e-01,3.400544209456617e-01,1.485260920233298e+01,1.158714653916880e+00,-2.666419679904147e-01,-2.044362964639575e-12,1.936569852791904e+00,9.101103742890984e-01,-1.173008098898102e-03,0.000000000000000e+00,1.343874921022534e+00,0.000000000000000e+00,5.117715698857748e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
6.634230051583142e-01,3.403779363135929e-01,1.485261184641229e+01,1.160032441521941e+00,-2.682554748435590e-01,-1.994575973376057e-12,1.936504338193689e+00,9.099904957359782e-01,-1.294529886075886e-03,0.000000000000000e+00,1.343899233205410e+00,0.000000000000000e+00,5.117691864408943e+00,1,2.749999985098839e-03,5.200999975204468e-01,2.749999985098839e-03,5.000000000000000e-01
6.633297353267161e-01,3.407014516815240e-01,1.485261449049161e+01,1.161350229127003e+00,-2.698689816967035e-01,-1.944788982112539e-12,1.936438823595474e+00,9.098706171828582e-01,-1.416051673253670e-03,0.000000000000000e+00,1.343923545388286e+00,0.000000000000000e+00,5.117668029960136e+00,1,3.000000026077032e-03,5.200999975204468e-01,3.000000026077032e-03,5.000000000000000e-01
6.632364654951182e-01,3.410249670494551e-01,1.485261713457093e+01,1.162668016732064e+00,-2.714824885498479e-01,-1.895001990849021e-12,1.936373308997259e+00,9.097507386297383e-01,-1.537573460431454e-03,0.000000000000000e+00,1.343947857571162e+00,0.000000000000000e+00,5.117644195511331e+00,1,3.250000067055225e-03,5.200999975204468e-01,3.250000067055225e-03,5.000000000000000e-01
