"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.799399683137011e+00,4.500099999999995e+04,8.621950650538472e-01,-2.050316871276597e-02,-6.075281040290592e-19,2.000000000008272e+00,3.284764461688274e+00,2.309487709057941e+00,-6.644770827380528e-04,-1.863103370057652e-18,2.481015798597185e+00,1.015036387313124e+01,2.000000000008272e+00,1
