"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.799978580685197e+00,4.500099999999995e+04,8.626168534856693e-01,-2.537783449600540e-02,-2.172484640371311e-18,2.000000000008272e+00,3.284970847318858e+00,2.307952005609244e+00,-6.011136193819536e-04,-5.576553654069919e-19,2.480628908020432e+00,1.014876405446508e+01,2.000000000008272e+00,1
