"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.197975324839709e-01,1.970289558361359e-01,0.000000000000000e+00,5.692053620087495e-01,-7.620353822960191e-02,2.626173488169902e-13,1.874200517024232e+00,9.798528229299726e-01,-1.023234645086443e-04,0.000000000000000e+00,1.323649415316668e+00,2.293769506241431e-10,0.000000000000000e+00,5.112828737026454e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.197953740892290e-01,1.960636003557017e-01,0.000000000000000e+00,5.648160066326253e-01,-7.904035843013772e-02,2.644479859064172e-13,1.874184097682454e+00,9.798471076012943e-01,4.611453000014602e-04,0.000000000000000e+00,1.323644980275286e+00,1.733943652994332e-10,0.000000000000000e+00,5.112808727150725e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.197932156944873e-01,1.950982448752665e-01,0.000000000000000e+00,5.604266512564975e-01,-8.187717863067515e-02,2.662786229958454e-13,1.874167678340676e+00,9.798413922726164e-01,1.024614064511560e-03,0.000000000000000e+00,1.323640545233904e+00,1.174117799747266e-10,0.000000000000000e+00,5.112788717274992e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.197910572999966e-01,1.941328895072154e-01,0.000000000000000e+00,5.560372963913652e-01,-8.471399850095980e-02,2.681092598721570e-13,1.874151259000810e+00,9.798356769446035e-01,1.588082763425275e-03,0.000000000000000e+00,1.323636110193039e+00,6.142920116724396e-11,0.000000000000000e+00,5.112768707401592e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.197888989050037e-01,1.931675339143990e-01,0.000000000000000e+00,5.516479405042529e-01,-8.755081903174469e-02,2.699398971746983e-13,1.874134839657121e+00,9.798299616152600e-01,2.151551593531774e-03,0.000000000000000e+00,1.323631675151141e+00,5.446609325303980e-12,0.000000000000000e+00,5.112748697523532e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.197867405110155e-01,1.922021787711121e-01,0.000000000000000e+00,5.472585866610973e-01,-9.038763824152701e-02,2.717705336247825e-13,1.874118420321077e+00,9.798242462885780e-01,2.715020161252705e-03,0.000000000000000e+00,1.323627240111308e+00,-5.053595644771304e-11,0.000000000000000e+00,5.112728687654791e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.197845821160225e-01,1.912368231782949e-01,0.000000000000000e+00,5.428692307739810e-01,-9.322445877231696e-02,2.736011709273240e-13,1.874102000977388e+00,9.798185309592345e-01,3.278488991359196e-03,0.000000000000000e+00,1.323622805069410e+00,-1.065185482896542e-10,0.000000000000000e+00,5.112708677776730e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.197824237210295e-01,1.902714675854785e-01,0.000000000000000e+00,5.384798748868687e-01,-9.606127930310163e-02,2.754318082298654e-13,1.874085581633698e+00,9.798128156298911e-01,3.841957821465694e-03,0.000000000000000e+00,1.323618370027512e+00,-1.625011401315938e-10,0.000000000000000e+00,5.112688667898670e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.197728442483028e-01,1.928300793286532e-01,0.000000000000000e+00,5.275176579471056e-01,-1.270464712724496e-01,2.709640759234343e-13,1.874028236308442e+00,9.797914063775625e-01,4.345250248905684e-03,0.000000000000000e+00,1.323602456897597e+00,-1.513691490410243e-10,0.000000000000000e+00,5.112614427949453e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.197588973003275e-01,1.974626289047205e-01,0.000000000000000e+00,5.126871631282591e-01,-1.745976334331927e-01,2.627896045591106e-13,1.873946805104189e+00,9.797607608909968e-01,4.813126935672585e-03,0.000000000000000e+00,1.323579788649418e+00,-1.007386090697248e-10,0.000000000000000e+00,5.112508272357696e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
7.197449503393633e-01,2.020951827951897e-01,0.000000000000000e+00,4.978566544974360e-01,-2.221488398794223e-01,2.546151255817127e-13,1.873865373824098e+00,9.797301153758905e-01,5.281004058183978e-03,0.000000000000000e+00,1.323557120380128e+00,-5.010802194501868e-11,0.000000000000000e+00,5.112402116667072e+00,1,2.499999944120646e-03,1.050099968910217e+00,2.499999944120646e-03,5.000000000000000e-01
7.197310033783988e-01,2.067277366856586e-01,0.000000000000000e+00,4.830261458666085e-01,-2.697000463256609e-01,2.464406466043142e-13,1.873783942544006e+00,9.796994698607840e-01,5.748881180695352e-03,0.000000000000000e+00,1.323534452110838e+00,5.225651796845212e-13,0.000000000000000e+00,5.112295960976448e+00,1,2.749999985098839e-03,1.050099968910217e+00,2.749999985098839e-03,5.000000000000000e-01
