"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802722301553247e+00,1.963694887728436e-01,8.951401750181525e-01,-3.160065900264241e-02,4.105375579395163e-13,3.284182067755098e+00,2.309857017138700e+00,-3.118891823881481e-04,0.000000000000000e+00,2.479306004361402e+00,1.969929544658863e-01,1.583351401374880e-02,1.014809692636609e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
