"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802734752673138e+00,1.667916845233478e-01,8.335904654855630e-01,-3.228710437083938e-02,1.476676992661493e-12,3.284262275682746e+00,2.309860866052181e+00,-2.962631166328113e-04,0.000000000000000e+00,2.479274455630707e+00,1.658638364825407e-01,1.165479250246240e-02,1.014805818721742e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
