"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.498995554782533e+00,8.417275919452602e-04,1951,4597,-1.911266485352012e-03,3.328241715121561e-04,0.000000000000000e+00,1.000839280427148e+00,1.773975394054797e+00,-3.358724480008859e-04,0.000000000000000e+00,1.000383392223385e+00,5.074836279647686e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.499000096818596e+00,9.678636788752997e-04,1951,4597,-2.205555682409332e-03,3.111811717237589e-04,0.000000000000000e+00,1.000833557107585e+00,1.773978673988498e+00,-3.309061906388075e-04,0.000000000000000e+00,1.000381030794031e+00,5.074833834720679e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.499004638854659e+00,1.093999765805339e-03,1951,4597,-2.499844879466652e-03,2.895381719353617e-04,0.000000000000000e+00,1.000827833788022e+00,1.773981953922199e+00,-3.259399332767291e-04,0.000000000000000e+00,1.000378669364676e+00,5.074831389793672e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.499009180890193e+00,1.220135838051200e-03,1951,4597,-2.794134042264186e-03,2.678951746665452e-04,0.000000000000000e+00,1.000822110469125e+00,1.773985233855518e+00,-3.209736764927996e-04,0.000000000000000e+00,1.000376307935596e+00,5.074828944866949e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.499013722926785e+00,1.346271939665405e-03,1951,4597,-3.088423273581261e-03,2.462521723585759e-04,0.000000000000000e+00,1.000816387148896e+00,1.773988513789601e+00,-3.160074185525733e-04,0.000000000000000e+00,1.000373946505967e+00,5.074826499939658e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.499018264961262e+00,1.472407982542941e-03,1951,4597,-3.382712367859302e-03,2.246091801289000e-04,0.000000000000000e+00,1.000810663831332e+00,1.773991793722157e+00,-3.110411629249393e-04,0.000000000000000e+00,1.000371585077436e+00,5.074824055013505e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.499022806997853e+00,1.598544084157140e-03,1951,4597,-3.677001599176362e-03,2.029661778209357e-04,0.000000000000000e+00,1.000804940511103e+00,1.773995073656239e+00,-3.060749049847134e-04,0.000000000000000e+00,1.000369223647807e+00,5.074821610086212e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.499027349034445e+00,1.724680185771358e-03,1951,4597,-3.971290830493467e-03,1.813231755129572e-04,0.000000000000000e+00,1.000799217190874e+00,1.773998353590322e+00,-3.011086470444862e-04,0.000000000000000e+00,1.000366862218177e+00,5.074819165158922e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.499031891071037e+00,1.850816287385564e-03,1951,4597,-4.265580061810543e-03,1.596801732049888e-04,0.000000000000000e+00,1.000793493870645e+00,1.774001633524405e+00,-2.961423891042598e-04,0.000000000000000e+00,1.000364500788548e+00,5.074816720231629e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.499036433103399e+00,1.976952271526410e-03,1951,4597,-4.559869019049503e-03,1.380371910536179e-04,0.000000000000000e+00,1.000787770555746e+00,1.774004913455433e+00,-2.911761357892196e-04,0.000000000000000e+00,1.000362139361118e+00,5.074814275306615e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
