"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.139188936889354e-01,5.600331012861991e-02,4.797551076836863e-07,1.342059948411396e-01,-3.069969728350675e-02,-1.630844769930354e-13,1.845901193355679e+00,9.688727546774829e-01,-3.474417539611494e-05,0.000000000000000e+00,1.315551147206495e+00,0.000000000000000e+00,5.073786371591290e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.139153591212162e-01,5.578179535531946e-02,1.057571188009730e-04,1.336990447414195e-01,-2.942190267841845e-02,-1.603090119372338e-13,1.845893670280702e+00,9.688678932851278e-01,1.314741105514836e-04,0.000000000000000e+00,1.315551814028512e+00,0.000000000000000e+00,5.073784296379017e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.139118245534970e-01,5.556028058201937e-02,2.110344824942631e-04,1.331920946417003e-01,-2.814410807333018e-02,-1.575335468814357e-13,1.845886147205724e+00,9.688630318927728e-01,2.976923964990830e-04,0.000000000000000e+00,1.315552480850530e+00,0.000000000000000e+00,5.073782221166745e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.139082899861892e-01,5.533876583450682e-02,3.163118339316553e-04,1.326851446009974e-01,-2.686631361699676e-02,-1.547580821487426e-13,1.845878624131623e+00,9.688581705009836e-01,4.639106630963276e-04,0.000000000000000e+00,1.315553147672470e+00,0.000000000000000e+00,5.073780145954713e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.139047554180586e-01,5.511725103541885e-02,4.215892098808426e-04,1.321781944422610e-01,-2.558851886315362e-02,-1.519826167698362e-13,1.845871101055770e+00,9.688533091080628e-01,6.301289683942809e-04,0.000000000000000e+00,1.315553814494565e+00,0.000000000000000e+00,5.073778070742200e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.139012208515737e-01,5.489573633948173e-02,5.268665368064395e-04,1.316712445195916e-01,-2.431072470432993e-02,-1.492071526833563e-13,1.845863577983420e+00,9.688484477174054e-01,7.963471962908170e-04,0.000000000000000e+00,1.315554481316349e+00,0.000000000000000e+00,5.073775995530653e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.138976862834431e-01,5.467422154039375e-02,6.321439127556267e-04,1.311642943608552e-01,-2.303292995048679e-02,-1.464316873044498e-13,1.845856054907566e+00,9.688435863244845e-01,9.625655015887702e-04,0.000000000000000e+00,1.315555148138444e+00,0.000000000000000e+00,5.073773920318138e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.138941517153123e-01,5.445270674130560e-02,7.374212887048110e-04,1.306573442021184e-01,-2.175513519664395e-02,-1.436562219255417e-13,1.845848531831713e+00,9.688387249315633e-01,1.128783806886720e-03,0.000000000000000e+00,1.315555814960539e+00,0.000000000000000e+00,5.073771845105624e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.138906171471817e-01,5.423119194221762e-02,8.426986646539978e-04,1.301503940433820e-01,-2.047734044280086e-02,-1.408807565466353e-13,1.845841008755860e+00,9.688338635386424e-01,1.295002112184673e-03,0.000000000000000e+00,1.315556481782635e+00,0.000000000000000e+00,5.073769769893110e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.138870825823428e-01,5.400967734943152e-02,9.479759425560077e-04,1.296434443567801e-01,-1.919954687899628e-02,-1.381052937525836e-13,1.845833485687013e+00,9.688290021502491e-01,1.461220262679795e-03,0.000000000000000e+00,1.315557148604109e+00,0.000000000000000e+00,5.073767694682529e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
