"rho","arc_length"
1.8724653720856,0
1.8724647760391,0.00024993752595037
1.8724572658539,0.00049987499369308
1.8724427223206,0.00074981251964346
1.8724212646484,0.00099974998738617
1.8723926544189,0.0012496875133365
1.8723571300507,0.0014996250392869
1.8723145723343,0.001749562448822
1.8722649812698,0.0019994999747723
1.8722083568573,0.002249437617138
1.872144818306,0.0024993750266731
1.8720742464066,0.0027493124362081
1.8719966411591,0.0029992500785738
1.8719120025635,0.0032491874881089
1.8718204498291,0.0034991251304746
1.8717217445374,0.0037490625400096
1.8716161251068,0.003999000415206
1.8715035915375,0.0042489375919104
1.8713839054108,0.0044988752342761
1.8712573051453,0.0047488128766418
1.8711236715317,0.0049987500533462
1.87098300457,0.0052486876957119
1.8708353042603,0.0054986253380775
1.8706806898117,0.0057485629804432
1.8705189228058,0.0059985001571476
1.8704245090485,0.0062484377995133
1.8701996803284,0.006498375441879
1.8699659109116,0.0067483126185834
1.869723200798,0.0069982502609491
1.8694714307785,0.0072481879033148
1.8692107200623,0.0074981250800192
1.86894094944,0.0077480631880462
1.8686623573303,0.0079979998990893
1.8683747053146,0.0082479370757937
1.8680781126022,0.0084978751838207
1.8677724599838,0.0087478123605251
1.8674578666687,0.0089977495372295
1.8671343326569,0.0092476876452565
1.866801738739,0.0094976248219609
1.8664602041245,0.0097475619986653
1.8661097288132,0.0099975001066923
1.8657503128052,0.010247437283397
1.8653818368912,0.010497374460101
1.8650044202805,0.010747312568128
1.864618062973,0.010997249744833
1.8642226457596,0.011247186921537
1.8638182878494,0.011497125029564
1.8634049892426,0.011747062206268
1.8629826307297,0.011997000314295
1.8625513315201,0.012246937491
1.8622342348099,0.012496874667704
1.8617250919342,0.012746812775731
1.8612209558487,0.012996749952435
1.8607218265533,0.01324668712914
1.8602277040482,0.013496625237167
1.8597385883331,0.013746562413871
1.859254360199,0.013996499590576
1.8587752580643,0.014246437698603
1.8583011627197,0.014496374875307
1.8578319549561,0.014746312052011
1.8573678731918,0.014996250160038
1.8569086790085,0.015246187336743
1.8564544916153,0.015496124513447
1.8560054302216,0.015746062621474
1.8555612564087,0.015995999798179
1.855122089386,0.016245936974883
1.8546879291534,0.016495874151587
1.8542587757111,0.016745813190937
1.8538346290588,0.016995750367641
1.8534154891968,0.017245687544346
1.8530013561249,0.01749562472105
1.8525922298431,0.017745561897755
1.8521881103516,0.017995499074459
1.8517889976501,0.018245438113809
1.8513947725296,0.018495375290513
1.8510322570801,0.018745312467217
1.8506633043289,0.018995249643922
1.8503031730652,0.019245186820626
1.8499518632889,0.019495125859976
1.8496092557907,0.01974506303668
1.8492753505707,0.019995000213385
1.8489503860474,0.020244937390089
1.8486341238022,0.020494874566793
1.8483265638351,0.020744811743498
1.8480279445648,0.020994750782847
1.8477379083633,0.021244687959552
1.8474568128586,0.021494625136256
1.847184419632,0.021744562312961
1.8469208478928,0.021994499489665
1.8466659784317,0.022244436666369
1.8464199304581,0.022494375705719
1.8461827039719,0.022744312882423
1.8459541797638,0.022994250059128
1.8457343578339,0.023244187235832
1.8455234766006,0.023494124412537
1.8453212976456,0.023744061589241
1.8451279401779,0.023994000628591
1.8449432849884,0.024243937805295
1.8447674512863,0.024493874981999
1.8446003198624,0.024743812158704
1.844428062439,0.024993749335408
1.844251036644,0.025243688374758
1.8440881967545,0.025493625551462
1.843939781189,0.025743562728167
1.8438055515289,0.025993499904871
1.8436857461929,0.026243437081575
1.8435802459717,0.02649337425828
1.8434889316559,0.026743313297629
1.8434120416641,0.026993250474334
1.8433494567871,0.027243187651038
1.8433011770248,0.027493124827743
1.8432672023773,0.027743062004447
1.8432476520538,0.027992999181151
1.8432422876358,0.028242938220501
1.8432512283325,0.028492875397205
1.8432745933533,0.02874281257391
1.8433121442795,0.028992749750614
1.8433641195297,0.029242686927319
1.8434302806854,0.029492624104023
1.8435108661652,0.029742563143373
1.8436057567596,0.029992500320077
1.8437149524689,0.030242437496781
1.8438384532928,0.030492374673486
1.8439762592316,0.03074231185019
1.844128370285,0.03099225088954
1.8443667888641,0.031242186203599
1.8446005582809,0.031492125242949
1.8448458909988,0.031742066144943
1.8451027870178,0.031992003321648
1.8453711271286,0.032241940498352
1.8456510305405,0.032491877675056
1.8459424972534,0.032741814851761
1.8462452888489,0.032991752028465
1.8465597629547,0.03324168920517
1.8468856811523,0.033491626381874
1.8472231626511,0.033741563558578
1.8475720882416,0.033991500735283
1.8479325771332,0.034241437911987
1.8483045101166,0.034491375088692
1.8486880064011,0.034741315990686
1.8490830659866,0.034991253167391
1.849489569664,0.035241190344095
1.8499076366425,0.0354911275208
1.8503371477127,0.035741064697504
1.850778222084,0.035991001874208
1.8512307405472,0.036240939050913
1.8516948223114,0.036490876227617
1.8521704673767,0.036740813404322
1.8526575565338,0.036990750581026
1.853156208992,0.03724068775773
1.8536863327026,0.037490628659725
1.8542048931122,0.03774056583643
1.8547470569611,0.037990503013134
1.85531270504,0.038240440189838
1.8559019565582,0.038490377366543
1.8565148115158,0.038740314543247
1.8571512699127,0.038990251719952
1.857811331749,0.039240188896656
1.8584948778152,0.03949012607336
1.8592021465302,0.039740063250065
1.8599328994751,0.039990000426769
1.8606872558594,0.040239941328764
1.861465215683,0.040489878505468
1.8622667789459,0.040739815682173
1.8630919456482,0.040989752858877
1.8639405965805,0.041239690035582
1.8648129701614,0.041489627212286
1.8657088279724,0.04173956438899
1.8666282892227,0.041989501565695
1.8675713539124,0.042239438742399
1.8685380220413,0.042489375919104
1.8695281744003,0.042739313095808
1.8705419301987,0.042989250272512
1.8715794086456,0.043239191174507
1.8726403713226,0.043489128351212
1.8739124536514,0.043739065527916
1.8750230073929,0.04398900270462
1.8761208057404,0.044238939881325
