"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.791995435646951e+00,2.061299310269266e-01,8.625385452665764e-01,-1.455147501043706e-02,2.245467861045784e-16,3.292985215686659e+00,2.302780712345390e+00,-8.273050557578480e-04,0.000000000000000e+00,2.483629112065783e+00,2.053277184052232e-01,4.139999999999992e-02,1.015015634874738e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
