,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,3.060952534000000014e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,1.825865695999999876e-08,2.967416693999999916e+04,9.694422444000000416e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,1.959024376999999918e-07,2.677057664999999906e+04,8.745832010999999850e-01,1.869109776999999895e+01
3,1.500000000000000000e+02,4.545623918000000199e-07,2.437446160999999847e+04,7.963031553999999623e-01,1.869109776999999895e+01
4,2.000000000000000000e+02,5.785462651000000278e-07,2.415208251999999993e+04,7.890381262000000229e-01,9.812826327999999876e+00
5,2.500000000000000000e+02,6.798912548000000446e-07,2.498785047000000122e+04,8.163423051999999513e-01,9.812826327999999876e+00
6,3.000000000000000000e+02,7.784241172000000004e-07,2.741103436000000147e+04,8.955066783999999780e-01,9.812826327999999876e+00
7,3.500000000000000000e+02,8.736665116999999492e-07,3.233191166000000158e+04,1.056269619000000048e+00,9.812826327999999876e+00
8,4.000000000000000000e+02,9.690871815999999660e-07,4.308960571000000346e+04,1.407718846999999940e+00,9.812826327999999876e+00
9,4.500000000000000000e+02,1.068287727000000059e-06,6.691371226000000024e+04,2.186042140000000078e+00,9.812826327999999876e+00
10,5.000000000000000000e+02,1.180269291999999940e-06,1.025446008000000002e+05,3.350087911999999779e+00,1.081864103000000021e+01
11,5.500000000000000000e+02,1.340159321000000029e-06,1.285400004999999946e+05,4.199346416000000026e+00,1.598406008000000078e+01
12,6.000000000000000000e+02,1.593930464999999973e-06,1.273723450000000012e+05,4.161199614000000047e+00,2.603634957999999955e+01
13,6.500000000000000000e+02,2.051904483000000060e-06,1.112333173999999999e+05,3.633944538000000168e+00,5.155019125999999829e+01
14,7.000000000000000000e+02,2.929759039000000059e-06,1.085671834999999992e+05,3.546843092000000031e+00,9.257673708999999462e+01
15,7.500000000000000000e+02,4.091391183999999693e-06,1.153917902000000031e+05,3.769800050999999819e+00,1.000000000000000000e+02
16,8.000000000000000000e+02,5.243910697000000044e-06,1.197387569999999978e+05,3.911813583999999899e+00,1.000000000000000000e+02
17,8.500000000000000000e+02,6.393989291000000329e-06,1.216403450000000012e+05,3.973937643000000186e+00,1.000000000000000000e+02
18,9.000000000000000000e+02,7.548090942000000169e-06,1.239189924999999930e+05,4.048380075999999939e+00,1.000000000000000000e+02
19,9.500000000000000000e+02,8.706128705000000642e-06,1.245309722000000038e+05,4.068373186999999724e+00,1.000000000000000000e+02
20,1.000000000000000000e+03,9.866630446999999704e-06,1.259897302999999956e+05,4.116030186999999785e+00,1.000000000000000000e+02
21,1.050000000000000000e+03,1.102836599999999964e-05,1.266780773000000045e+05,4.138518187999999931e+00,1.000000000000000000e+02
22,1.100000000000000000e+03,1.219074051000000064e-05,1.282795011999999988e+05,4.190836016000000441e+00,1.000000000000000000e+02
23,1.150000000000000000e+03,1.335343931999999940e-05,1.289083803000000044e+05,4.211381225000000228e+00,1.000000000000000000e+02
24,1.200000000000000000e+03,1.451629425999999933e-05,1.298294250999999931e+05,4.241471361000000329e+00,1.000000000000000000e+02
25,1.250000000000000000e+03,1.567922500999999877e-05,1.311214996999999858e+05,4.283682881999999914e+00,1.000000000000000000e+02
26,1.300000000000000000e+03,1.684219301000000014e-05,1.323216359999999986e+05,4.322890817000000219e+00,1.000000000000000000e+02
27,1.350000000000000000e+03,1.800518047999999865e-05,1.329176830999999947e+05,4.342363418999999780e+00,1.000000000000000000e+02
28,1.400000000000000000e+03,1.916817843999999942e-05,1.345620705000000016e+05,4.396084848000000100e+00,1.000000000000000000e+02
29,1.450000000000000000e+03,2.033118198000000054e-05,1.351803399999999965e+05,4.416283445000000363e+00,1.000000000000000000e+02
30,1.500000000000000000e+03,2.149418839999999855e-05,1.363252165000000095e+05,4.453686066000000388e+00,1.000000000000000000e+02
31,1.550000000000000000e+03,2.265719627000000160e-05,1.372949384999999893e+05,4.485366467000000412e+00,1.000000000000000000e+02
32,1.600000000000000000e+03,2.382020487999999845e-05,1.376332235999999975e+05,4.496418095000000115e+00,1.000000000000000000e+02
