x pp_inf
0.0180163346 70.6836929
0.0180187915 68.4827652
0.0180262625 66.246521
0.0180387404 65.9775696
0.0180562008 65.4410172
0.0180786084 64.7689896
0.0181059223 63.6192589
0.0181380939 61.9366264
0.0181750711 59.877285
0.0182168018 57.4897919
0.0182632357 54.9354553
0.0183143206 52.2248001
0.01837001 49.3981209
0.0184302628 46.5096016
0.0184950344 43.5853996
0.0185642689 40.7869415
0.0186376311 39.4643555
0.0187182669 34.733963
0.01879883 31.9712296
0.0188829061 29.1344986
0.0189703256 26.3800182
0.019060906 23.7749634
0.019154463 21.3333263
0.0192508064 19.0404243
0.0193497371 16.8809376
0.019451052 14.8655472
0.0195545442 13.0239077
0.0196600035 11.3729019
0.0197672118 9.91158867
0.0198759492 8.61387253
0.0199859943 7.45284462
0.0200971197 6.40467262
0.0202229414 5.832769395
0.0203487631 5.26086617
0.0205137152 5.04661703
0.0207085144 5.01255608
0.0209385343 4.90884972
0.0212101042 4.76435232
0.0215306729 4.62031651
0.0219090097 4.45171165
0.0223554168 4.25426388
0.0228819996 4.05561066
0.0235029534 3.84998155
0.0242349096 3.62554598
0.0250973199 3.41031837
0.0261128936 3.23289394
0.0273080822 3.07865453
0.0287136119 2.91484737
0.0305085471 2.73413777
0.0323034823 2.55342817
0.03457601 2.43338084
0.0372364931 2.38288403
0.0403460413 2.35780215
0.0439734645 2.34559274
0.0481955446 2.35309505
0.0530969501 2.38388157
0.0587697774 2.43611217
0.0653124675 2.50778747
0.0728279725 2.59476757
0.0814209655 2.68867707
0.0911939517 2.77944112
0.102242149 2.85963893
0.11464712 2.92406535
0.128469378 2.97542167
0.144461401 3.00535834
0.160453424 3.03529501
0.178558066 3.04777169
0.197952598 3.05922914
0.218482539 3.05912042
0.239941671 3.04603553
0.262078047 3.03952026
0.28460446 3.04561996
0.307212591 3.04753184
0.329589576 3.03723526
0.351435304 3.0268445
0.372477829 3.0280447
0.392486155 3.03838706
0.411278367 3.04831576
0.428725481 3.05049396
0.444750726 3.04703832
0.4588992895 3.03729761
0.473047853 3.0275569
0.486770242 3.01655388
0.500492632 3.00905704
0.514214993 3.00528526
0.527937412 3.00459743
0.541659772 3.00766897
0.555382192 3.01643419
0.569104552 3.03140998
0.582826912 3.0492878
0.596549332 3.0637877
0.610271692 3.06941223
0.623994112 3.06447339
0.637716472 3.05112219
0.651438892 3.03229833
0.665161252 3.01450729
0.678883642 3.00447106
0.692606032 2.99443483
0.706328392 2.99637032
0.720050812 3.00838971
0.733773172 3.0266757
0.747495592 3.04499364
0.761217952 3.05771327
0.774940372 3.06204677
0.788662732 3.0584166
0.802385092 3.04931736
0.816107512 3.0378325
0.829829872 3.02648211
0.843552291 3.01654077
0.857274652 3.00847006
0.870997071 3.00105309
0.884719431 2.99601436
0.898441821 2.99474192
0.912164211 2.99346948
0.925886571 2.99551964
0.939608991 3.00238228
0.953331351 3.0140264
0.967053771 3.02840424
0.980776131 3.04253221
0.994498551 3.05377698
1.00822091 3.06072783
1.02194333 3.0633688
1.03566563 3.06259179
1.04938805 3.05959392
