"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.800933698512246e+00,8.000100000000001e+04,8.617780519706525e-01,-2.812457689833417e-02,1.285588580447064e-17,1.999999999993084e+00,3.284881190975539e+00,2.308233524986731e+00,-4.117862510853002e-04,-6.443827332417219e-19,2.480311407286939e+00,1.014856785321643e+01,1.999999999993084e+00,1
