"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.803992983623155e+00,1.015747391361693e-01,8.616370265397282e-01,-3.310614994681384e-02,-9.728570659130943e-17,3.283105141893131e+00,2.311118992545069e+00,-4.921112613313605e-05,0.000000000000000e+00,2.478757814322054e+00,1.011934586389697e-01,6.694444444444454e-03,1.014807963639851e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
