,iteration,time,absolute-residual,relative-residual,cfl
78,3.900000000000000000e+03,1.198146586000000020e-03,6.676050425999999760e+00,6.230617705000000145e-04,1.000000000000000000e+04
79,3.950000000000000000e+03,1.256317935000000018e-03,6.508846790999999854e+00,6.074570061999999809e-04,1.000000000000000000e+04
80,4.000000000000000000e+03,1.314489285000000011e-03,6.343160454000000392e+00,5.919938482999999828e-04,1.000000000000000000e+04
81,4.050000000000000000e+03,1.372660634000000008e-03,6.370254059999999718e+00,5.945224375999999620e-04,1.000000000000000000e+04
82,4.100000000000000000e+03,1.430831984000000001e-03,6.404506700999999858e+00,5.977191645999999992e-04,1.000000000000000000e+04
83,4.150000000000000000e+03,1.489003332999999998e-03,6.381089959999999728e+00,5.955337294000000127e-04,1.000000000000000000e+04
84,4.200000000000000000e+03,1.547174682999999992e-03,6.226540946000000076e+00,5.811099943999999606e-04,1.000000000000000000e+04
85,4.250000000000000000e+03,1.605346031999999989e-03,6.187414353000000311e+00,5.774583916000000259e-04,1.000000000000000000e+04
86,4.300000000000000000e+03,1.663517381999999982e-03,5.979214209000000224e+00,5.580275091999999841e-04,1.000000000000000000e+04
87,4.350000000000000000e+03,1.721688730999999979e-03,6.095039309999999766e+00,5.688372228000000089e-04,1.000000000000000000e+04
88,4.400000000000000000e+03,1.779860080999999972e-03,6.029633955999999628e+00,5.627330783999999735e-04,1.000000000000000000e+04
89,4.450000000000000000e+03,1.838031429999999970e-03,6.238639137999999917e+00,5.822390933000000162e-04,1.000000000000000000e+04
90,4.500000000000000000e+03,1.896202779999999963e-03,6.178804610000000253e+00,5.766548623999999488e-04,1.000000000000000000e+04
91,4.550000000000000000e+03,1.916259008999999982e-03,1.428719327000000094e-01,1.333393752999999991e-05,9.100685037999999622e+03
92,4.600000000000000000e+03,2.008850042999999787e-03,2.205676022000000076e-03,2.058511124999999926e-07,2.493521370000000024e+04
93,4.650000000000000000e+03,2.146292953999999822e-03,1.131819344000000008e-04,1.056303232000000007e-08,3.242562960999999996e+04
94,4.700000000000000000e+03,2.291896187999999980e-03,2.902486712000000157e-05,2.708829912999999883e-09,2.632410719999999856e+04
95,4.750000000000000000e+03,2.432981928000000054e-03,7.817335867000000293e-06,7.295755446000000478e-10,2.704730066000000079e+04
96,4.800000000000000000e+03,2.577098332999999859e-03,2.048786535000000154e-06,1.912089460000000036e-10,2.602407944000000134e+04
