"ObjectId","Points:0","Points:1","Points:2","arc_length","pressure","wall-heat-flux","wall-tau-mag","wall-y_plus"
1.00000000e+00,1.72169995e+00,2.04600006e-01,9.99999972e-10,0.00000000e+00,1.68609240e+04,6.58046191e+05,6.09097158e+02,3.01796892e-01
1.00000000e+00,1.72482502e+00,2.04600006e-01,9.99999972e-10,3.12507153e-03,1.57750383e+04,5.39513525e+05,4.81107059e+02,2.72041737e-01
1.00000000e+00,1.72794998e+00,2.04600006e-01,9.99999972e-10,6.25002384e-03,1.41079209e+04,3.78842541e+05,3.13764481e+02,2.35032826e-01
1.00000000e+00,1.73107505e+00,2.04600006e-01,9.99999972e-10,9.37509537e-03,1.31144990e+04,3.22629236e+05,2.63189287e+02,2.30060820e-01
1.00000000e+00,1.73420000e+00,2.04600006e-01,9.99999972e-10,1.25000477e-02,1.23843736e+04,3.03751282e+05,2.46571149e+02,2.36794942e-01
1.00000000e+00,1.73732495e+00,2.04600006e-01,9.99999972e-10,1.56250000e-02,1.18051886e+04,2.95816848e+05,2.38144104e+02,2.46598092e-01
1.00000000e+00,1.74045002e+00,2.04600006e-01,9.99999972e-10,1.87500715e-02,1.13183231e+04,2.89524488e+05,2.32721566e+02,2.57392709e-01
1.00000000e+00,1.74357498e+00,2.04600006e-01,9.99999972e-10,2.18750238e-02,1.08934150e+04,2.83096609e+05,2.27967743e+02,2.68050375e-01
1.00000000e+00,1.74670005e+00,2.04600006e-01,9.99999972e-10,2.50000954e-02,1.03382224e+04,2.73408180e+05,2.20999158e+02,2.83283211e-01
1.00000000e+00,1.74982500e+00,2.04600006e-01,9.99999972e-10,2.81250477e-02,1.01774645e+04,2.70291311e+05,2.18791359e+02,2.88115992e-01
1.00000000e+00,1.75294995e+00,2.04600006e-01,9.99999972e-10,3.12500000e-02,9.87024465e+03,2.64166764e+05,2.14425328e+02,2.97584659e-01
1.00000000e+00,1.75607502e+00,2.04600006e-01,9.99999972e-10,3.43750715e-02,9.59289039e+03,2.58385373e+05,2.10256448e+02,3.06795477e-01
1.00000000e+00,1.75919998e+00,2.04600006e-01,9.99999972e-10,3.75000238e-02,9.34263320e+03,2.52961196e+05,2.06300315e+02,3.15810417e-01
1.00000000e+00,1.76232505e+00,2.04600006e-01,9.99999972e-10,4.06250954e-02,9.11710587e+03,2.48099568e+05,2.02778626e+02,3.24865352e-01
1.00000000e+00,1.76545000e+00,2.04600006e-01,9.99999972e-10,4.37500477e-02,8.91293146e+03,2.43848962e+05,2.00075357e+02,3.34324178e-01
1.00000000e+00,1.76857495e+00,2.04600006e-01,9.99999972e-10,4.68750000e-02,8.70204901e+03,2.37444146e+05,1.94454432e+02,3.40529652e-01
1.00000000e+00,1.77170002e+00,2.04600006e-01,9.99999972e-10,5.00000715e-02,8.58917859e+03,2.33078771e+05,1.89960572e+02,3.41891227e-01
1.00000000e+00,1.77170002e+00,-2.04600006e-01,9.99999972e-10,0.00000000e+00,1.14350354e+04,3.00525438e+05,2.42560496e+02,4.43019222e-01
1.00000000e+00,1.76857495e+00,-2.04600006e-01,9.99999972e-10,3.12507153e-03,1.15479648e+04,3.05094563e+05,2.47182358e+02,4.39639656e-01
1.00000000e+00,1.76545000e+00,-2.04600006e-01,9.99999972e-10,6.25002384e-03,1.17606322e+04,3.11600933e+05,2.52890217e+02,4.29272792e-01
1.00000000e+00,1.76232505e+00,-2.04600006e-01,9.99999972e-10,9.37497616e-03,1.19655483e+04,3.15645526e+05,2.55523629e+02,4.15491140e-01
1.00000000e+00,1.75919998e+00,-2.04600006e-01,9.99999972e-10,1.25000477e-02,1.21916829e+04,3.20349553e+05,2.59042325e+02,4.02156843e-01
1.00000000e+00,1.75607502e+00,-2.04600006e-01,9.99999972e-10,1.56250000e-02,1.24441046e+04,3.25614281e+05,2.63006132e+02,3.88886376e-01
1.00000000e+00,1.75294995e+00,-2.04600006e-01,9.99999972e-10,1.87500715e-02,1.27245650e+04,3.31242201e+05,2.67220040e+02,3.75440976e-01
1.00000000e+00,1.74982500e+00,-2.04600006e-01,9.99999972e-10,2.18750238e-02,1.30398381e+04,3.37367307e+05,2.71781792e+02,3.61883641e-01
1.00000000e+00,1.74670005e+00,-2.04600006e-01,9.99999972e-10,2.49999762e-02,1.33918999e+04,3.43849718e+05,2.76607191e+02,3.48057078e-01
1.00000000e+00,1.74357498e+00,-2.04600006e-01,9.99999972e-10,2.81250477e-02,1.37912313e+04,3.50738664e+05,2.81768830e+02,3.34000700e-01
1.00000000e+00,1.74045002e+00,-2.04600006e-01,9.99999972e-10,3.12500000e-02,1.42468737e+04,3.57804140e+05,2.87067655e+02,3.19554991e-01
1.00000000e+00,1.73732495e+00,-2.04600006e-01,9.99999972e-10,3.43750715e-02,1.47698463e+04,3.64611831e+05,2.92851716e+02,3.04836385e-01
1.00000000e+00,1.73420000e+00,-2.04600006e-01,9.99999972e-10,3.75000238e-02,1.53959444e+04,3.72223792e+05,3.01473836e+02,2.91043523e-01
1.00000000e+00,1.73107505e+00,-2.04600006e-01,9.99999972e-10,4.06249762e-02,1.61959811e+04,3.91389171e+05,3.19167077e+02,2.80763681e-01
1.00000000e+00,1.72794998e+00,-2.04600006e-01,9.99999972e-10,4.37500477e-02,1.72952713e+04,4.58443221e+05,3.79048482e+02,2.85147881e-01
