x pp_inf
0.0180150419 68.2103043
0.0180169381 68.1320877
0.0180201065 66.1144714
0.0180245433 65.7832184
0.0180302449 65.8303223
0.0180372111 65.7626724
0.0180454366 65.6489868
0.0180549175 65.3586731
0.01806565 64.9644165
0.0180776287 64.444725
0.0180908442 63.8039055
0.0181052946 63.0430908
0.0181209706 62.1931305
0.0181378648 61.2746277
0.0181559697 60.2973404
0.0181752779 59.2610016
0.01819578 58.1664352
0.0182174668 57.0188637
0.0182403289 55.8209572
0.0182643589 54.5767212
0.0182895437 53.2915115
0.0183158759 51.9707184
0.0183433443 50.6171532
0.0183719378 49.2327576
0.018401647 47.8215141
0.0184324589 46.3886986
0.0184643641 44.9391937
0.0184973478 43.4718399
0.0185313988 41.9944992
0.0185665023 40.4958611
0.018602632 39.0350266
0.0186399799 37.51734735
0.0186773278 35.9996681
0.0187158808 34.6310959
0.018755395 33.2420807
0.018795846 31.8436222
0.0188372135 30.4446163
0.0188794713 29.0604477
0.0189225972 27.6986103
0.0189665668 26.362709
0.0190113559 25.0571251
0.0190569405 23.7868958
0.0191032961 22.5557575
0.0191503987 21.3648815
0.0191982221 20.212574
0.0192467421 19.0970573
0.0192959309 18.0177021
0.0193457678 16.9755726
0.0193962213 15.972085
0.0194472689 15.0092812
0.0194988828 14.0887938
0.0195510369 13.2109594
0.0196037032 12.3754797
0.0196568556 11.5802374
0.0197104663 10.8222055
0.0197645091 10.0984755
0.019818956 9.40746307
0.0198737793 8.74947548
0.0199289545 8.12591267
0.0199844539 7.53816843
0.0200402513 6.98703861
0.0200963281 6.47152519
0.0201526638 6.0050025
0.0202143453 5.729507925
0.0202760268 5.45401335
0.0203487631 5.34310818
0.0204278119 5.26125288
0.0205137152 5.18473625
0.0206070691 5.11967754
0.0207085144 5.0630827
0.0208187513 5.00522327
0.0209385343 4.94064093
0.0210686885 4.87055779
0.0212101042 4.79880238
0.0213637482 4.72575331
0.0215306729 4.64799833
0.0217120145 4.56344414
0.0219090097 4.47421026
0.0221229922 4.38354635
0.0223554168 4.28998661
0.0226078518 4.18878126
0.0228819996 4.08040237
0.0231797025 3.97297907
0.0235029534 3.87058282
0.0238539111 3.76722002
0.0242349096 3.6586659
0.0246484708 3.55202174
0.0250973199 3.45425582
0.0255844016 3.35849881
0.0261128936 3.25352526
0.0266862232 3.14043522
0.0273080822 3.03349829
0.027982451 2.94778967
0.0287136119 2.87990808
0.0295061674 2.81380892
0.0304008862 2.739091515
0.031295605 2.66437411
0.0323034823 2.59473729
0.0333947837 2.53512478
0.03457601 2.48071551
0.0358541161 2.43250012
0.0372364931 2.39671111
0.0387310162 2.37437344
0.0403460413 2.35990953
0.0420904085 2.34886646
0.0439734645 2.3414619
0.0460050628 2.33960676
0.0481955446 2.34456754
0.0505557396 2.35653067
0.0530969501 2.37537599
0.0558309145 2.40078282
0.0587697774 2.43179893
0.0619260333 2.4675107
0.0653124675 2.5073154
0.0689420775 2.55006409
0.0728279725 2.59451985
0.076983273 2.64002299
0.0814209655 2.6859479
0.086153768 2.7315309
0.0911939517 2.77575922
0.0965531468 2.81760097
0.102242149 2.85651565
0.108270667 2.89204979
0.11464712 2.9237051
0.121378347 2.95124149
0.128469378 2.97474957
0.135923132 2.99584222
0.1439208535 3.011219025
0.151918575 3.02659583
0.160453424 3.03716612
0.16933693 3.04693842
0.178558066 3.05586839
0.188102499 3.0597291
0.197952598 3.05710196
0.20808737 3.05476475
0.218482539 3.05661416
0.229110733 3.05723143
0.239941671 3.05355978
0.250942498 3.05035758
0.262078047 3.04967666
0.273311466 3.04795742
0.28460446 3.04482722
0.295917958 3.0439837
0.307212591 3.04543257
0.318449229 3.04488873
0.329589576 3.04110289
0.340596676 3.03821087
0.351435304 3.03968644
0.362072468 3.0434854
0.372477829 3.04449439
0.382623851 3.04038787
0.392486155 3.03379631
0.402043581 3.02960563
0.411278367 3.03083587
0.420176059 3.0367384
0.428725481 3.04399371
0.436918706 3.04908109
0.444750726 3.0491631
0.452219486 3.04525042
0.4592030645 3.038024785
0.466186643 3.03079915
0.473047853 3.02216721
0.479909033 3.01617193
0.486770242 3.01484919
0.493631423 3.01836777
0.500492632 3.02562952
0.507353783 3.03486085
0.514214993 3.04411173
0.521076202 3.05169678
0.527937412 3.05647039
0.534798563 3.05797076
0.541659772 3.05647182
0.548520982 3.05281973
0.555382192 3.04795241
0.562243342 3.04229236
0.569104552 3.03552246
0.575965762 3.02716064
0.582826912 3.0176332
0.589688122 3.00890088
0.596549332 3.00401878
0.603410542 3.00549459
0.610271692 3.01357675
0.617132902 3.02587557
0.623994112 3.03826618
0.630855262 3.04642344
0.637716472 3.04765248
0.644577682 3.04203343
0.651438892 3.03204703
0.658300042 3.02178693
0.665161252 3.01522207
0.672022462 3.01563597
0.678883642 3.02579236
0.685744822 3.03594875
0.692606032 3.04760432
0.699467242 3.05529308
0.706328392 3.05734134
0.713189602 3.05374932
0.720050812 3.04549623
0.726911962 3.03421402
0.733773172 3.02201176
0.740634382 3.01122665
0.747495592 3.00414681
0.754356742 3.00255895
0.761217952 3.00711179
0.768079162 3.016927
0.774940372 3.02967334
0.781801522 3.04219437
0.788662732 3.05157447
0.795523942 3.0560925
0.802385092 3.05554318
0.809246302 3.05085945
0.816107512 3.04349017
0.822968721 3.03485823
0.829829872 3.02601218
0.836691082 3.0175972
0.843552291 3.01010609
0.850413442 3.00418973
0.857274652 3.00076365
0.864135861 3.00083208
0.870997071 3.0049839
0.877858222 3.01314354
0.884719431 3.02407742
0.891580641 3.03612208
0.898441821 3.046385285
0.905303001 3.05664849
0.912164211 3.06120229
0.919025421 3.06134009
0.925886571 3.05782604
0.932747781 3.05189943
0.939608991 3.04477644
0.946470201 3.03739119
0.953331351 3.03034425
0.960192561 3.02393556
0.967053771 3.01822567
0.973914921 3.01312423
0.980776131 3.00850821
0.987637341 3.00436497
0.994498551 3.00091052
1.0013597 2.99862862
1.00822091 2.99818468
1.01508212 3.00021791
1.02194333 3.00507259
1.02880454 3.01257634
1.03566563 3.02196932
1.04252684 3.03204489
1.04938805 3.04146886
1.05624926 3.04914474
1.06311047 3.05445099
1.06997168 3.05728889
1.07683289 3.0579443
1.08369398 3.05690742
1.09055519 3.05463147
1.0974164 3.05164218
1.10427761 3.04749489
1.11113882 3.04381132
1.118744255 2.34828615
1.12634969 1.65276098
1.13456452 1.5123328
1.14264703 1.43248034
1.15059936 1.37669313
1.15842354 1.32974267
1.16612196 1.29019022
1.1736964 1.25652647
1.18114924 1.22744012
1.1884824 1.20207632
1.1956979 1.17988825
1.20279765 1.1604774
1.20978367 1.14349544
1.21665788 1.12861943
1.22342205 1.11556828
1.23007822 1.10411608
1.23662806 1.09408617
1.24307346 1.08533525
1.24941611 1.07774198
1.25565791 1.07120287
1.26180029 1.06563187
1.26784515 1.06095827
1.27379405 1.05712199
1.27964866 1.05406845
1.28541064 1.05174267
1.29108143 1.05008829
1.29666269 1.04904056
1.30215597 1.04853642
1.30756259 1.04849017
1.31288421 1.04884648
1.31812239 1.04949999
1.32327819 1.05034268
1.32831371 1.05156392
1.33334923 1.05278516
1.33826709 1.0541997
1.3431083 1.05547893
1.34787416 1.05655825
1.352566 1.05741763
1.35718524 1.05805898
1.36173296 1.05849147
1.36621046 1.05872822
1.37061894 1.05878389
1.37495971 1.05867434
1.37923396 1.05841589
1.38344264 1.05802572
1.38758719 1.0575217
1.39166856 1.05692172
1.39568794 1.05624413
1.3996464 1.05550671
1.40354514 1.05472648
1.40738499 1.05391943
1.41116726 1.05309963
1.41489279 1.05227983
1.41856265 1.05147064
1.42217791 1.05068064
1.42573953 1.04991663
1.42924857 1.04918361
1.43270576 1.04848564
1.43611228 1.04782271
1.43946886 1.04720008
1.44277668 1.04660738
1.44603634 1.04606223
1.44924903 1.04553914
1.45241535 1.04500413
1.455514135 1.04465276
1.45861292 1.04430139
1.46164584 1.04418612
1.46463585 1.0440731
1.46758378 1.04392779
1.47049057 1.04373717
1.47335696 1.04349995
1.47618377 1.04321945
1.47897172 1.04290056
1.48172152 1.04254997
1.48443401 1.04217422
1.4871099 1.04177952
1.48974991 1.04137182
1.49235487 1.04095602
1.49492526 1.04053605
1.49746203 1.04011536
1.49996579 1.03969634
1.50243723 1.03928065
1.50487697 1.03886986
1.50728571 1.03846467
1.50966418 1.03806591
1.51201296 1.03767395
1.51433265 1.03728926
1.51662397 1.03691232
1.51888752 1.03654325
1.52112389 1.03618276
1.52333367 1.03583014
1.52551758 1.03548813
1.52767622 1.03515244
1.52981007 1.03483057
1.53191972 1.03451836
1.53400576 1.03417611
1.53605765 1.03391671
1.53810954 1.03365731
1.54012823 1.03358543
1.5421257 1.03354001
1.54410231 1.03349841
1.54605865 1.03344738
1.54799533 1.0333811
1.54991281 1.0332973
1.5518117 1.03319538
1.55369246 1.03307617
1.55555546 1.0329411
1.55740154 1.03279209
1.5592308 1.03263092
1.5610441 1.0324595
1.56284177 1.03227997
1.56462443 1.032094
1.5663923 1.03190339
1.56814611 1.03170955
1.56988633 1.03151393
1.57161331 1.03131771
1.57332754 1.03112185
1.57502961 1.03092718
1.57671976 1.03073406
1.5783987 1.03054309
1.5800668 1.03035438
1.58172452 1.03016829
1.58337235 1.02998424
1.58501053 1.0298034
1.58663976 1.02962279
1.58826041 1.0294472
1.58987296 1.0292716
1.59147775 1.02908063
1.593071875 1.02894354
1.594666 1.02880645
1.5962503 1.02877212
1.59782863 1.02876151
1.59940147 1.02875865
1.6009692 1.02875173
1.60253227 1.02873492
1.60409105 1.02869415
1.60564613 1.02862895
1.60719776 1.0286206
1.60874641 1.02891374
1.61029255 1.02986884
1.61183655 1.04334795
1.61337888 1.21380508
1.61492002 1.72730052
1.6164602 2.09792113
1.61800003 3.3915844
1.61929619 5.39973736
1.62059247 6.99054527
1.62188876 8.58977127
1.62318504 9.94244194
1.6244812 11.1040707
1.62577748 12.1648579
1.62707376 13.1762209
1.62837005 14.1682005
1.62966621 15.1592875
1.63096249 16.1548767
1.63225877 17.1545639
1.63355505 18.1556969
1.63485122 19.1549397
1.6361475 20.1419926
1.63744378 21.1087227
1.638740005 22.0495777
1.64003623 22.9904327
1.64133251 23.887331
1.64262879 24.7101269
1.64392495 25.4179306
1.64522123 25.9931583
1.64651752 26.4502373
1.6478138 26.8187065
1.64910996 27.1156387
1.65040624 27.3440666
1.65170252 27.5110054
1.65299869 27.6304493
1.65429497 27.715601
1.65559125 27.7764702
1.65688753 27.8163815
1.65818369 27.8314362
1.65947998 27.8150635
1.66077626 27.763113
1.66207254 27.6809425
1.6633687 27.585598
1.66466498 27.4950771
1.66596127 27.4144363
1.66725755 27.3430309
1.66855371 27.2991676
1.66984999 27.3094997
1.67114627 27.3723545
1.67244244 27.4464931
1.67373872 27.47159
1.675035 27.4223614
1.67633128 27.3358803
1.67762744 27.2698803
1.67892373 27.2492371
1.68022001 27.2627106
1.68151629 27.2761841
1.68281245 27.285078
1.68410873 27.2844486
1.68540502 27.2741127
1.6867013 27.2526321
1.68799746 27.2240334
1.68929374 27.2012119
1.69059002 27.1975403
1.69188619 27.2138348
1.69318247 27.2340965
1.69447875 27.2342739
1.69577503 27.1976776
1.69707119 27.1263676
1.69836748 27.0411758
1.69966376 26.9696865
1.70096004 26.9302902
1.7022562 26.9246025
1.70355248 26.9415112
1.70484877 26.9674873
1.70614493 26.9956512
1.70744121 27.0274086
1.70873749 27.0660744
1.71003377 27.1083336
1.71132994 27.1412773
1.71262622 27.1477642
1.7139225 27.116087
1.71521878 27.0485535
1.71651495 26.9629898
1.71781123 26.8887196
1.71910751 26.8399162
1.72040379 26.8316689
1.72183317 15.79615214
1.72326255 4.76063538
1.72482502 4.16241217
1.7263875 3.85547161
1.72794998 3.65518475
1.72951245 3.49341559
1.73107505 3.36170888
1.73263752 3.25095057
1.7342 3.15502739
1.73576248 3.07031202
1.73732495 2.99442482
1.73888755 2.92572761
1.74045002 2.86309457
1.7420125 2.8057332
1.74357498 2.75305343
1.74513745 2.70458055
1.74670005 2.65990424
1.74826252 2.61865211
1.749825 2.5804801
1.75138748 2.54507184
1.75294995 2.51214576
1.75451255 2.48145962
1.75607502 2.45281601
1.7576375 2.42605686
1.75919998 2.40106511
1.76076245 2.37773228
1.76232505 2.3559978
1.76388752 2.33570862
1.76545 2.31693482
1.76701248 2.2991333
1.76857495 2.2831707
1.77013755 2.26616788
