x pp_inf
0.0180150419 68.90728
0.0180169381 67.4324036
0.0180201065 66.8605728
0.0180245433 66.5653381
0.0180302449 66.5211487
0.0180372111 66.5357056
0.0180454366 66.5061874
0.0180549175 66.338623
0.01806565 65.9990692
0.0180776287 65.4755173
0.0180908442 64.7852325
0.0181052946 63.9832878
0.0181209706 63.0998383
0.0181378648 62.1447296
0.0181559697 61.1274605
0.0181752779 60.0502472
0.01819578 58.9166451
0.0182174668 57.7297363
0.0182403289 56.4932365
0.0182643589 55.2110367
0.0182895437 53.8873367
0.0183158759 52.5276222
0.0183433443 51.1357994
0.0183719378 49.7145844
0.018401647 48.2681541
0.0184324589 46.804718
0.0184643641 45.3308754
0.0184973478 43.8447571
0.0185313988 42.3500443
0.0185665023 40.8258018
0.018602632 39.3370628
0.0186399799 37.7909851
0.0186773278 36.2449074
0.0187158808 34.8347664
0.018755395 33.415329
0.018795846 31.987339
0.0188372135 30.5660839
0.0188794713 29.1640549
0.0189225972 27.7864666
0.0189665668 26.4360714
0.0190113559 25.1133823
0.0190569405 23.8211689
0.0191032961 22.565176
0.0191503987 21.34902
0.0191982221 20.17379
0.0192467421 19.038908
0.0192959309 17.9437294
0.0193457678 16.889019
0.0193962213 15.8764181
0.0194472689 14.9078979
0.0194988828 13.9841003
0.0195510369 13.1041174
0.0196037032 12.2662811
0.0196568556 11.4684181
0.0197104663 10.7084789
0.0197645091 9.98481941
0.019818956 9.29677296
0.0198737793 8.64438152
0.0199289545 8.02794552
0.0199844539 7.44755793
0.0200402513 6.9030056
0.0200963281 6.39337969
0.0201526638 5.93180704
0.0202143453 5.660214185
0.0202760268 5.38862133
0.0203487631 5.28812408
0.0204278119 5.2244153
0.0205137152 5.16375542
0.0206070691 5.11175013
0.0207085144 5.05983448
0.0208187513 5.00091076
0.0209385343 4.93781471
0.0210686885 4.87274122
0.0212101042 4.80366898
0.0213637482 4.72794151
0.0215306729 4.64418125
0.0217120145 4.55267668
0.0219090097 4.45671272
0.0221229922 4.36182308
0.0223554168 4.26842117
0.0226078518 4.17023754
0.0228819996 4.06607723
0.0231797025 3.96301246
0.0235029534 3.86182928
0.0238539111 3.75533175
0.0242349096 3.64441466
0.0246484708 3.54195952
0.0250973199 3.45241523
0.0255844016 3.36230493
0.0261128936 3.25714421
0.0266862232 3.13730741
0.0273080822 3.0208118
0.027982451 2.9284234
0.0287136119 2.85865712
0.0295061674 2.79498458
0.0304008862 2.729614975
0.031295605 2.66424537
0.0323034823 2.60349035
0.0333947837 2.54570436
0.03457601 2.48687267
0.0358541161 2.43323874
0.0372364931 2.39539433
0.0387310162 2.37288547
0.0403460413 2.3569963
0.0420904085 2.34359598
0.0439734645 2.33480692
0.0460050628 2.33290005
0.0481955446 2.33772731
0.0505557396 2.34903932
0.0530969501 2.36741447
0.0558309145 2.39280558
0.0587697774 2.42386723
0.0619260333 2.45889068
0.0653124675 2.49707985
0.0689420775 2.53812742
0.0728279725 2.58103824
0.076983273 2.62444663
0.0814209655 2.66720057
0.086153768 2.70840621
0.0911939517 2.74719501
0.0965531468 2.78309345
0.102242149 2.8161242
0.108270667 2.84631729
0.11464712 2.87363911
0.121378347 2.8978858
0.128469378 2.91925192
0.135923132 2.93813777
0.1439208535 2.9530648
0.151918575 2.96799183
0.160453424 2.97947931
0.16933693 2.9895575
0.178558066 2.99835348
0.188102499 3.00475979
0.197952598 3.00615811
0.20808737 3.00262594
0.218482539 3.00014925
0.229110733 3.00292516
0.239941671 3.006073
0.250942498 3.00376964
0.262078047 2.99941564
0.273311466 2.9995327
0.28460446 3.00265718
0.295917958 3.00211024
0.307212591 2.99715471
0.318449229 2.99430084
0.329589576 2.99730968
0.340596676 3.00196528
0.351435304 3.00178623
0.362072468 2.99591351
0.372477829 2.98976398
0.382623851 2.98903751
0.392486155 2.99458456
0.402043581 3.00238752
0.411278367 3.00706434
0.420176059 3.00559735
0.428725481 2.99858999
0.436918706 2.98916626
0.444750726 2.9808681
0.452219486 2.97662067
0.4592030645 2.979323145
0.466186643 2.98202562
0.473047853 2.99030328
0.479909033 2.99979043
0.486770242 3.00834155
0.493631423 3.01413965
0.500492632 3.01621866
0.507353783 3.01455665
0.514214993 3.00982094
0.521076202 3.00306749
0.527937412 2.9955709
0.534798563 2.98869085
0.541659772 2.98350477
0.548520982 2.98025417
0.555382192 2.97812939
0.562243342 2.97588229
0.569104552 2.97306299
0.575965762 2.97090459
0.582826912 2.97192287
0.589688122 2.97822809
0.596549332 2.98977447
0.603410542 3.0037744
0.610271692 3.0155251
0.617132902 3.02049732
0.623994112 3.01664329
0.630855262 3.00515819
0.637716472 2.98991537
0.644577682 2.97644114
0.651438892 2.96991467
0.658300042 2.97266722
0.665161252 2.98332143
0.672022462 2.99771953
0.678883642 3.00759423
0.685744822 3.01746893
0.692606032 3.01679587
0.699467242 3.00924611
0.706328392 2.9968977
0.713189602 2.98260498
0.720050812 2.96957278
0.726911962 2.96094179
0.733773172 2.95913124
0.740634382 2.96501184
0.747495592 2.97744226
0.754356742 2.99333572
0.761217952 3.00843644
0.768079162 3.01886678
0.774940372 3.0226264
0.781801522 3.01991892
0.788662732 3.01240087
0.795523942 3.0022316
0.802385092 2.99129915
0.809246302 2.98083186
0.816107512 2.97153473
0.822968721 2.96405292
0.829829872 2.959342
0.836691082 2.95861626
0.843552291 2.96284485
0.850413442 2.97210407
0.857274652 2.98519421
0.864135861 2.99973798
0.870997071 3.01283312
0.877858222 3.02202344
0.884719431 3.02602935
0.891580641 3.02488494
0.898441821 3.01823783
0.905303001 3.01159072
0.912164211 3.00245595
0.919025421 2.99348307
0.925886571 2.98548579
0.932747781 2.97877598
0.939608991 2.97325158
0.946470201 2.9685998
0.953331351 2.96456575
0.960192561 2.96120405
0.967053771 2.95900869
0.973914921 2.95883465
0.980776131 2.9615953
0.987637341 2.96783066
0.994498551 2.9773469
1.0013597 2.98909259
1.00822091 3.00136566
1.01508212 3.01229954
1.02194333 3.02042484
1.02880454 3.02502513
1.03566563 3.02614641
1.04252684 3.02436018
1.04938805 3.02046251
1.05624926 3.01522827
1.06311047 3.0092752
1.06997168 3.00303912
1.07683289 2.9968245
1.08369398 2.99085212
1.09055519 2.98534322
1.0974164 2.98039126
1.10427761 2.97629023
1.11113882 2.97249222
