"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.805080174328979e+00,1.352521803760306e-01,8.615951468059718e-01,-3.045766497149219e-02,1.052756625921945e-17,3.281604362922214e+00,2.312713703767966e+00,-2.969083268664964e-04,0.000000000000000e+00,2.478322193751994e+00,1.344216153654265e-01,1.349999999999995e-02,1.014839251971513e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
