x ch normalized_heat_flux
0.0180144124 -0.0520672165 522591.760762856
0.0180163346 -0.0490493216 492301.549078729
0.0180195346 -0.0477115996 478875.010416129
0.0180240124 -0.0472178534 473919.345155476
0.0180297662 -0.0472360961 474102.444720901
0.0180367921 -0.0474976115 476727.240178377
0.0180450864 -0.0477349833 479109.709518128
0.0180546474 -0.0477893353 479655.233348483
0.0180654675 -0.0475852862 477607.219538275
0.0180775411 -0.0471466556 473204.742260112
0.0180908628 -0.0465330184 467045.746900381
0.0181054268 -0.0457954444 459642.814282447
0.0181212239 -0.0449927188 451585.963678316
0.0181382466 -0.0441648178 443276.430916423
0.0181564875 -0.0433198847 434795.949221078
0.0181759354 -0.0424490832 426055.829818691
0.0181965791 -0.0415429436 416961.026583705
0.018218413 -0.0405978076 407474.821643205
0.0182414204 -0.0396192707 397653.376290112
0.0182655938 -0.0386181995 387605.757150399
0.0182909183 -0.0375997536 377383.750446378
0.0183173809 -0.0365711488 367059.780207617
0.0183449686 -0.0355356932 356667.049395979
0.0183736682 -0.0344941691 346213.409853025
0.0184034649 -0.0334383473 335616.266187513
0.018434342 -0.0323613025 324806.110079927
0.0184662845 -0.0312858336 314011.771072066
0.0184992757 -0.0302016269 303129.731922079
0.0185332987 -0.0291224755 292298.432149107
0.0185683351 -0.0280268993 281302.278832406
0.0186043698 -0.027000634 271001.789845505
0.018641863 -0.02591197845 260075.098176886
0.0186793562 -0.0248233229 249148.406508266
0.0187182669 -0.0238118283 238996.169082321
0.0187580995 -0.0227954797 228795.212700816
0.01879883 -0.021793386 218737.330863934
0.0188404396 -0.0208107699 208874.943120334
0.0188829061 -0.0198463872 199195.561599292
0.0189262088 -0.0188970305 189666.994051514
0.0189703256 -0.0179622844 180285.071162181
0.0190152302 -0.0170450993 171079.405705598
0.019060906 -0.0161505379 162100.811331603
0.0191073231 -0.0152835529 153398.997634591
0.019154463 -0.014447419 145006.832345046
0.0192022976 -0.0136427684 136930.660770695
0.0192508064 -0.0128684929 129159.360054811
0.0192999598 -0.01212308 121677.749435078
0.0193497371 -0.0114053693 114474.182130278
0.0194001086 -0.010715059 107545.629013755
0.019451052 -0.0100531317 100901.95231166
0.0195025392 -0.00942030177 94550.3220611331
0.0195545442 -0.0088164676 88489.718416053
0.0196070429 -0.00824189093 82722.7684261576
0.0196600035 -0.00769615732 77245.3124120192
0.0197134018 -0.00717855524 72050.2088412009
0.0197672118 -0.00668830937 67129.6759294787
0.0198214035 -0.00622471049 62476.5953295798
0.0198759492 -0.00578719564 58085.3166864935
0.0199308228 -0.00537529541 53951.1285941778
0.0199859943 -0.00498832576 50067.1654336872
0.020041436 -0.00462704571 46441.0453883034
0.0200971197 -0.00428862358 43044.3472606472
0.0201530177 -0.00396998739 39846.2379940444
0.02021452225 -0.00368936139 37029.6319737122
0.0202760268 -0.00340873539 34213.0259533801
0.0203487631 -0.00323728146 32492.1655503967
0.0204278119 -0.00309183239 31032.3124854145
0.0205137152 -0.00296787056 29788.1240044135
0.0206070691 -0.00285463315 28651.5751075442
0.0207085144 -0.00274955342 27596.9037651423
0.0208187513 -0.00265191682 26616.9381334305
0.0209385343 -0.00256140158 25708.448649506
0.0210686885 -0.00247714738 24862.8003953946
0.0212101042 -0.00239700149 24058.3867050064
0.0213637482 -0.00231792359 23264.6922888966
0.0215306729 -0.00223788712 22461.3768325663
0.0217120145 -0.0021561461 21640.9530334882
0.0219090097 -0.00207448867 20821.3682161768
0.0221229922 -0.00199564057 20029.9802722523
0.0223554168 -0.00191950495 19265.8171310832
0.0226078518 -0.00184464199 18514.4275098938
0.0228819996 -0.00177119311 17777.2308225069
0.0231797025 -0.00170040445 17066.734411172
0.0235029534 -0.00163153629 16375.5138041535
0.0238539111 -0.00156272633 15684.8773428319
0.0242349096 -0.00149449485 15000.0470087069
0.0246484708 -0.00142916327 14344.3225870717
0.0250973199 -0.00136768818 13727.3052451487
0.0255844016 -0.00130982581 13146.5482957118
0.0261128936 -0.00125534984 12599.780194875
0.0266862232 -0.00120316294 12075.9871866631
0.0273080822 -0.00115175988 11560.0614767877
0.027982451 -0.00110059592 11046.5355819667
0.0287136119 -0.00105110207 10549.7723601718
0.0295061674 -0.00100591814 10096.2672349865
0.0304008862 -0.0009688954465 9724.6753603882
0.031295605 -0.000931872753 9353.08348578994
0.0323034823 -0.000891947246 8952.356456288
0.0333947837 -0.000850261364 8533.96077590181
0.03457601 -0.000809817517 8128.03123642367
0.0358541161 -0.000773474516 7763.26134548863
0.0372364931 -0.000742394303 7451.31336116427
0.0387310162 -0.000714521913 7171.56187172621
0.0403460413 -0.000688213157 6907.50436979464
0.0420904085 -0.000664099003 6665.47379767511
0.0439734645 -0.000641788007 6441.54128374836
0.0460050628 -0.000618505874 6207.86159628543
0.0481955446 -0.000591386051 5935.66352222193
0.0505557396 -0.000561043737 5631.1217324975
0.0530969501 -0.000531600206 5335.60090878752
0.0558309145 -0.000506297394 5081.63993364434
0.0587697774 -0.000485570868 4873.61053539838
0.0619260333 -0.000467570557 4692.94379628493
0.0653124675 -0.000449693238 4513.51151159713
0.0689420775 -0.000430304528 4318.90959547933
0.0728279725 -0.000408988708 4104.96553135014
0.076983273 -0.000386689673 3881.15306839733
0.0814209655 -0.000364732754 3660.77437845646
0.086153768 -0.000344108616 3453.77263501515
0.0911939517 -0.000325224071 3264.23095627464
0.0965531468 -0.000307689799 3088.24178892258
0.102242149 -0.000290844095 2919.16368745253
0.108270667 -0.000274343009 2753.54447123729
0.11464712 -0.000258135697 2590.8738257782
0.121378347 -0.000242393042 2432.86688112941
0.128469378 -0.000227252342 2280.90167914512
0.135923132 -0.000213627442 2144.15036114029
0.1439208535 -0.000201556279 2022.99369576285
0.151918575 -0.000189485116 1901.83703038541
0.160453424 -0.000179011186 1796.71158123052
0.16933693 -0.000169102772 1697.26214131996
0.178558066 -0.000160014373 1606.04308343301
0.188102499 -0.000151761385 1523.208935184
0.197952598 -0.000144191683 1447.23283808209
0.20808737 -0.000137247131 1377.53128878976
0.218482539 -0.000130904693 1313.87307802389
0.229110733 -0.000125113613 1255.74877453018
0.239941671 -0.00011981916 1202.60905050544
0.250942498 -0.000114981405 1154.0531438614
0.262078047 -0.000110572815 1109.80470952111
0.273311466 -0.000106563697 1069.56572277355
0.28460446 -0.00010291885 1032.98287584066
0.295917958 -9.95988885e-05 999.660861671726
0.307212591 -9.65636209e-05 969.196282497028
0.318449229 -9.37810764e-05 941.268251628391
0.329589576 -9.1229238e-05 915.65578735083
0.340596676 -8.88914874e-05 892.192093986726
0.351435304 -8.67538765e-05 870.73717630245
0.362072468 -8.48026102e-05 851.152574705124
0.372477829 -8.30230856e-05 833.291721820184
0.382623851 -8.14011e-05 817.012067027499
0.392486155 -7.99219561e-05 802.166095472199
0.402043581 -7.85718075e-05 788.614832670096
0.411278367 -7.73385982e-05 776.237274144836
0.420176059 -7.6214732e-05 764.957177842398
0.428725481 -7.5189877e-05 754.67084384994
0.436918706 -7.42623597e-05 745.361475469455
0.444750726 -7.34153509e-05 736.860160247935
0.452219486 -7.27136867e-05 729.817649539834
0.4592030645 -7.201279735e-05 722.782915898629
0.466186643 -7.1311908e-05 715.748182257424
0.473047853 -7.07602812e-05 710.211577075237
0.479909033 -7.02029502e-05 704.617719592617
0.486770242 -6.96690695e-05 699.259229667381
0.493631423 -6.91564346e-05 694.113981024802
0.500492632 -6.86581916e-05 689.113181977714
0.507353783 -6.81704769e-05 684.218054084274
0.514214993 -6.76918717e-05 679.414357036665
0.521076202 -6.72212263e-05 674.690551448153
0.527937412 -6.67571294e-05 670.032472287429
0.534798563 -6.62980892e-05 665.425146555335
0.541659772 -6.58424979e-05 660.85243697607
0.548520982 -6.53891111e-05 656.301853671532
0.555382192 -6.49368958e-05 651.763028557443
0.562243342 -6.4484404e-05 647.22142824945
0.569104552 -6.40298531e-05 642.659161027285
0.575965762 -6.35715405e-05 638.059138120091
0.582826912 -6.31079602e-05 633.406244005193
0.589688122 -6.26380788e-05 628.690106583564
0.596549332 -6.21610598e-05 623.902330015417
0.603410542 -6.16753532e-05 619.027357155899
0.610271692 -6.11787764e-05 614.043281537684
0.617132902 -6.06689828e-05 608.926550647151
0.623994112 -6.01437569e-05 603.654927804027
0.630855262 -5.96023092e-05 598.220488901306
0.637716472 -5.90453492e-05 592.630355096583
0.644577682 -5.84756963e-05 586.912824334502
0.651438892 -5.78970794e-05 581.105323090833
0.658300042 -5.73116668e-05 575.229614305695
0.665161252 -5.67147727e-05 569.238667224666
0.672022462 -5.6137822e-05 563.44788940987
0.678883642 -5.55433162e-05 557.480913379843
0.685744822 -5.49488104e-05 551.513937349816
0.692606032 -5.43739661e-05 545.744301193032
0.699467242 -5.37884844e-05 539.867898860339
0.706328392 -5.32055128e-05 534.016690069127
0.713189602 -5.26316835e-05 528.257241333005
0.720050812 -5.20704452e-05 522.624166797428
0.726911962 -5.15275133e-05 517.174831175745
0.733773172 -5.10090904e-05 511.971489143225
0.740634382 -5.05201861e-05 507.064421392032
0.747495592 -5.00652131e-05 502.497917608032
0.754356742 -4.96475332e-05 498.305719732883
0.761217952 -4.92706786e-05 494.523279990486
0.768079162 -4.89380691e-05 491.184922460821
0.774940372 -4.86537938e-05 488.331688899385
0.781801522 -4.84225129e-05 486.010353116785
0.788662732 -4.82487048e-05 484.265864221093
0.795523942 -4.81367133e-05 483.141820357994
0.802385092 -4.80890631e-05 482.663561607236
0.809246302 -4.81064053e-05 482.837622973346
0.816107512 -4.8187474e-05 483.651298785567
0.822968721 -4.83290969e-05 485.072749088664
0.829829872 -4.85278506e-05 487.067613669934
0.836691082 -4.8779606e-05 489.594449299174
0.843552291 -4.90814746e-05 492.624264484186
0.850413442 -4.94312008e-05 496.134420066306
0.857274652 -4.98276968e-05 500.113997940906
0.864135861 -5.02695257e-05 504.548576132865
0.870997071 -5.07558289e-05 509.429536987621
0.877858222 -5.12917031e-05 514.808035408511
0.884719431 -5.18937195e-05 520.850394336689
0.891580641 -5.24673378e-05 526.607725293737
0.898441821 -5.31456335e-05 533.415689460227
0.905303001 -5.38239292e-05 540.223653626717
0.912164211 -5.44857066e-05 546.865825802352
0.919025421 -5.52081074e-05 554.116467020104
0.925886571 -5.59400578e-05 561.462956309138
0.932747781 -5.66685376e-05 568.774611645316
0.939608991 -5.73953621e-05 576.069652954478
