"Ma","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802547684542531e+00,2.515030000000008e+05,8.620760182289064e-01,-3.189828772725848e-02,0.000000000000000e+00,3.284289062614462e+00,2.309710317519806e+00,-3.452773146936082e-04,0.000000000000000e+00,2.479378301455574e+00,2.000000000226812e+00,1.014813086231677e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
