"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.410961700803023e-01,3.137854245208339e-01,21,62897,-1.048730006935721e+00,1.461895651379455e-01,0.000000000000000e+00,1.947692127320664e+00,8.823292221430612e-01,-4.640071654495393e-04,0.000000000000000e+00,1.352966464232882e+00,1.000000000000000e+00,5.124635301541550e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.413093120846715e-01,3.362351735322638e-01,52,62959,-1.163297725621779e+00,1.773303902486614e-01,0.000000000000000e+00,1.947739418886395e+00,8.826075995944672e-01,-5.353661425714185e-04,0.000000000000000e+00,1.352920787479282e+00,9.999999999999999e-01,5.124721219425812e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.415224540890404e-01,3.586849225436961e-01,84,63022,-1.277865444307849e+00,2.084712153593702e-01,0.000000000000000e+00,1.947786710452125e+00,8.828859770458732e-01,-6.067251196932998e-04,0.000000000000000e+00,1.352875110725682e+00,1.000000000000000e+00,5.124807137310071e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.417355960685965e-01,3.811346689416361e-01,115,63085,-1.392433149656493e+00,2.396120368448031e-01,0.000000000000000e+00,1.947834002012351e+00,8.831643544648722e-01,-6.780840885079052e-04,0.000000000000000e+00,1.352829433977399e+00,1.000000000000000e+00,5.124893055184330e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.419487380977786e-01,4.035844205665676e-01,146,63148,-1.507000881680024e+00,2.707528655807673e-01,0.000000000000000e+00,1.947881293583587e+00,8.834427319486857e-01,-7.494430739370687e-04,0.000000000000000e+00,1.352783757218481e+00,1.000000000000000e+00,5.124978973078592e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.420356214300691e-01,4.052418794376894e-01,209,63210,-1.518605673536195e+00,2.543683528118788e-01,0.000000000000000e+00,1.947969378431105e+00,8.835577146382438e-01,-8.540948552503661e-04,0.000000000000000e+00,1.352770072091250e+00,1.000000000000000e+00,5.125032782234032e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.421225048268058e-01,4.068993430309442e-01,271,63273,-1.530210490358143e+00,2.379838414427184e-01,0.000000000000000e+00,1.948057463311891e+00,8.836726974123883e-01,-9.587466789706476e-04,0.000000000000000e+00,1.352756386951568e+00,1.000000000000000e+00,5.125086591420629e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.422093882235423e-01,4.085568066241990e-01,334,63336,-1.541815307180090e+00,2.215993300735625e-01,0.000000000000000e+00,1.948145548192677e+00,8.837876801865330e-01,-1.063398502690928e-03,0.000000000000000e+00,1.352742701811887e+00,1.000000000000000e+00,5.125140400607224e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.422962716202789e-01,4.102142702174537e-01,396,63399,-1.553420124002037e+00,2.052148187044111e-01,0.000000000000000e+00,1.948233633073463e+00,8.839026629606774e-01,-1.168050326411207e-03,0.000000000000000e+00,1.352729016672205e+00,1.000000000000000e+00,5.125194209793821e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.424142331716786e-01,4.122195671044731e-01,459,63461,-1.566450933313271e+00,2.064731173516298e-01,0.000000000000000e+00,1.948253116437031e+00,8.840552114982900e-01,-1.263046369304201e-03,0.000000000000000e+00,1.352699530307176e+00,1.000000000000000e+00,5.125226022450828e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
6.425321948211292e-01,4.142248657269038e-01,521,63524,-1.579481754218562e+00,2.077314104668105e-01,0.000000000000000e+00,1.948272599844810e+00,8.842077601637004e-01,-1.358042504338195e-03,0.000000000000000e+00,1.352670043920690e+00,1.000000000000000e+00,5.125257835145820e+00,1,2.499999944120646e-03,5.200999975204468e-01,2.499999944120646e-03,5.000000000000000e-01
6.426501564705800e-01,4.162301643493345e-01,584,63587,-1.592512575123853e+00,2.089897035819862e-01,0.000000000000000e+00,1.948292083252591e+00,8.843603088291108e-01,-1.453038639372191e-03,0.000000000000000e+00,1.352640557534204e+00,1.000000000000000e+00,5.125289647840813e+00,1,2.749999985098839e-03,5.200999975204468e-01,2.749999985098839e-03,5.000000000000000e-01
6.427681181200307e-01,4.182354629717651e-01,646,63650,-1.605543396029145e+00,2.102479966971567e-01,0.000000000000000e+00,1.948311566660371e+00,8.845128574945211e-01,-1.548034774406189e-03,0.000000000000000e+00,1.352611071147717e+00,1.000000000000000e+00,5.125321460535806e+00,1,3.000000026077032e-03,5.200999975204468e-01,3.000000026077032e-03,5.000000000000000e-01
6.427439985086896e-01,3.907219440324751e-01,709,63712,-1.451571264221281e+00,2.344743223859125e-01,0.000000000000000e+00,1.948398508003379e+00,8.844747129662421e-01,-1.616344973039993e-03,0.000000000000000e+00,1.352596319093264e+00,1.000000000000000e+00,5.125236205233593e+00,1,3.250000067055225e-03,5.200999975204468e-01,3.250000067055225e-03,5.000000000000000e-01
6.427198789121689e-01,3.632084281722305e-01,771,63775,-1.297599149833158e+00,2.587006456788918e-01,0.000000000000000e+00,1.948485449339352e+00,8.844365684578540e-01,-1.684655174457361e-03,0.000000000000000e+00,1.352581567037274e+00,1.000000000000000e+00,5.125150949943592e+00,1,3.500000108033419e-03,5.200999975204468e-01,3.500000108033419e-03,5.000000000000000e-01
6.426957593381113e-01,3.356949379359593e-01,834,63838,-1.143627178842800e+00,2.829269464094573e-01,0.000000000000000e+00,1.948572390594353e+00,8.843984239849907e-01,-1.752965312255872e-03,0.000000000000000e+00,1.352566814995023e+00,1.000000000000000e+00,5.125065694732990e+00,1,3.749999916180968e-03,5.200999975204468e-01,3.749999916180968e-03,5.000000000000000e-01
6.426716397191273e-01,3.081813964517682e-01,896,63901,-9.896549210570309e-01,3.071532922650008e-01,0.000000000000000e+00,1.948659332011295e+00,8.843602794410776e-01,-1.821275577292046e-03,0.000000000000000e+00,1.352552062925295e+00,1.000000000000000e+00,5.124980439363590e+00,1,4.000000189989805e-03,5.200999975204468e-01,4.000000189989805e-03,5.000000000000000e-01
6.427636423618808e-01,2.959600931505386e-01,959,63963,-9.452281561267792e-01,2.601335880314174e-01,0.000000000000000e+00,1.948709654425199e+00,8.844882877048112e-01,-1.869175218047959e-03,0.000000000000000e+00,1.352556678552599e+00,1.000000000000000e+00,5.125109924048263e+00,1,4.250000230967999e-03,5.200999975204468e-01,4.250000230967999e-03,5.000000000000000e-01
6.428556447450178e-01,2.837388009918311e-01,1021,64026,-9.008013906980483e-01,2.131140255227602e-01,0.000000000000000e+00,1.948759976773198e+00,8.846162956038420e-01,-1.917074785095003e-03,0.000000000000000e+00,1.352561294156588e+00,1.000000000000000e+00,5.125239408328559e+00,1,4.499999806284904e-03,5.200999975204468e-01,4.499999806284904e-03,5.000000000000000e-01
6.429476472995231e-01,2.715174860691633e-01,1084,64089,-8.563745425179154e-01,1.660943754332100e-01,0.000000000000000e+00,1.948810299214931e+00,8.847443037413065e-01,-1.964974441362087e-03,0.000000000000000e+00,1.352565909769174e+00,1.000000000000000e+00,5.125368892850041e+00,1,4.749999847263098e-03,5.200999975204468e-01,4.749999847263098e-03,5.000000000000000e-01
6.430396498540285e-01,2.592961711464825e-01,1146,64152,-8.119476943377342e-01,1.190747253436036e-01,0.000000000000000e+00,1.948860621656663e+00,8.848723118787709e-01,-2.012874097629187e-03,0.000000000000000e+00,1.352570525381760e+00,1.000000000000000e+00,5.125498377371521e+00,1,4.999999888241291e-03,5.200999975204468e-01,4.999999888241291e-03,5.000000000000000e-01
6.430557017124766e-01,2.587160065899813e-01,1209,64214,-8.055500015694494e-01,1.188102716380104e-01,0.000000000000000e+00,1.948880524733811e+00,8.849026650281543e-01,-2.147081608677437e-03,0.000000000000000e+00,1.352596849626593e+00,1.000000000000000e+00,5.125617685172358e+00,1,5.249999929219484e-03,5.200999975204468e-01,5.249999929219484e-03,5.000000000000000e-01
6.430717535369721e-01,2.581358472374845e-01,1271,64277,-7.991523258015403e-01,1.185458388336386e-01,0.000000000000000e+00,1.948900427797361e+00,8.849330181338821e-01,-2.281289158308316e-03,0.000000000000000e+00,1.352623173881132e+00,1.000000000000000e+00,5.125736992968647e+00,1,5.499999970197678e-03,5.200999975204468e-01,5.499999970197678e-03,5.000000000000000e-01
6.430878053614675e-01,2.575556878849876e-01,1334,64340,-7.927546500336307e-01,1.182814060292741e-01,0.000000000000000e+00,1.948920330860911e+00,8.849633712396102e-01,-2.415496707939195e-03,0.000000000000000e+00,1.352649498135670e+00,1.000000000000000e+00,5.125856300764935e+00,1,5.750000011175871e-03,5.200999975204468e-01,5.750000011175871e-03,5.000000000000000e-01
6.431038571859631e-01,2.569755285324803e-01,1396,64403,-7.863569742656799e-01,1.180169732249780e-01,0.000000000000000e+00,1.948940233924461e+00,8.849937243453383e-01,-2.549704257570104e-03,0.000000000000000e+00,1.352675822390209e+00,1.000000000000000e+00,5.125975608561224e+00,1,6.000000052154064e-03,5.200999975204468e-01,6.000000052154064e-03,5.000000000000000e-01
6.430289113991017e-01,2.863249578117967e-01,1459,64465,-9.272251042315733e-01,1.398560759419614e-01,0.000000000000000e+00,1.948987646959678e+00,8.848845008707322e-01,-2.665146442836953e-03,0.000000000000000e+00,1.352658315885544e+00,1.000000000000000e+00,5.125818028430071e+00,1,6.250000093132257e-03,5.200999975204468e-01,6.250000093132257e-03,5.000000000000000e-01
6.429539656312240e-01,3.156743808473146e-01,1521,64528,-1.068093203475426e+00,1.616951740477923e-01,0.000000000000000e+00,1.949035059989156e+00,8.847752774252443e-01,-2.780588632018563e-03,0.000000000000000e+00,1.352640809390022e+00,1.000000000000000e+00,5.125660448356680e+00,1,6.500000134110451e-03,5.200999975204468e-01,6.500000134110451e-03,5.000000000000000e-01
6.428790198633462e-01,3.450238038828204e-01,1584,64591,-1.208961302719204e+00,1.835342721536269e-01,0.000000000000000e+00,1.949082473018634e+00,8.846660539797562e-01,-2.896030821200178e-03,0.000000000000000e+00,1.352623302894500e+00,1.000000000000000e+00,5.125502868283290e+00,1,6.750000175088644e-03,5.200999975204468e-01,6.750000175088644e-03,5.000000000000000e-01
6.428040740954685e-01,3.743732269183495e-01,1646,64654,-1.349829401963113e+00,2.053733702594245e-01,0.000000000000000e+00,1.949129886048112e+00,8.845568305342683e-01,-3.011473010381770e-03,0.000000000000000e+00,1.352605796398978e+00,1.000000000000000e+00,5.125345288209900e+00,1,7.000000216066837e-03,5.200999975204468e-01,7.000000216066837e-03,5.000000000000000e-01
6.429865937681372e-01,3.570342575220252e-01,1709,64716,-1.221191081775032e+00,2.985177521063883e-01,0.000000000000000e+00,1.949196725171993e+00,8.847947902675133e-01,-3.237901620311171e-03,0.000000000000000e+00,1.352568218348332e+00,1.000000000000000e+00,5.125425174465920e+00,1,7.249999791383743e-03,5.200999975204468e-01,7.249999791383743e-03,5.000000000000000e-01
6.431691135582561e-01,3.396952961806315e-01,1771,64779,-1.092552754905036e+00,3.916622458216458e-01,0.000000000000000e+00,1.949263564403581e+00,8.850327501439342e-01,-3.464330556075168e-03,0.000000000000000e+00,1.352530640245039e+00,1.000000000000000e+00,5.125505060665507e+00,1,7.499999832361937e-03,5.200999975204468e-01,7.499999832361937e-03,5.000000000000000e-01
6.433516333483753e-01,3.223563348392257e-01,1834,64842,-9.639144280349619e-01,4.848067395369049e-01,0.000000000000000e+00,1.949330403635170e+00,8.852707100203550e-01,-3.690759491839173e-03,0.000000000000000e+00,1.352493062141745e+00,1.000000000000000e+00,5.125584946865094e+00,1,7.749999873340130e-03,5.200999975204468e-01,7.749999873340130e-03,5.000000000000000e-01
6.435341534784640e-01,3.050173412014949e-01,1896,64905,-8.352758615573566e-01,5.779514067473083e-01,0.000000000000000e+00,1.949397242991256e+00,8.855086703400106e-01,-3.917188849359909e-03,0.000000000000000e+00,1.352455483968457e+00,1.000000000000000e+00,5.125664833213480e+00,1,8.000000379979610e-03,5.200999975204468e-01,8.000000379979610e-03,5.000000000000000e-01
6.437413525221554e-01,2.706331933153643e-01,1959,64967,-6.420498260656710e-01,3.773116138005432e-01,0.000000000000000e+00,1.949560985442318e+00,8.858058921468255e-01,-4.389144179008087e-03,0.000000000000000e+00,1.352500894215075e+00,1.000000000000000e+00,5.126089802958933e+00,1,8.249999955296516e-03,5.200999975204468e-01,8.249999955296516e-03,5.000000000000000e-01
6.439485523002135e-01,2.362489432455320e-01,2021,65030,-4.488231689184848e-01,1.766715199406952e-01,0.000000000000000e+00,1.949724728356085e+00,8.861031149708056e-01,-4.861100893647722e-03,0.000000000000000e+00,1.352546304504724e+00,9.999999999999998e-01,5.126514773763025e+00,1,8.500000461935997e-03,5.200999975204468e-01,8.500000461935997e-03,5.000000000000000e-01
6.441557513063938e-01,2.018648212667279e-01,2084,65093,-2.555972315952919e-01,-2.396782647824271e-02,0.000000000000000e+00,1.949888470659862e+00,8.864003366875464e-01,-5.333055850114792e-03,0.000000000000000e+00,1.352591714625206e+00,1.000000000000000e+00,5.126939742983981e+00,1,8.750000037252903e-03,5.200999975204468e-01,8.750000037252903e-03,5.000000000000000e-01
6.443629503125743e-01,1.674806992879476e-01,2146,65156,-6.237129427205976e-02,-2.246071728970226e-01,0.000000000000000e+00,1.950052212963640e+00,8.866975584042874e-01,-5.805010806582163e-03,0.000000000000000e+00,1.352637124745689e+00,1.000000000000000e+00,5.127364712204937e+00,1,8.999999612569809e-03,5.200999975204468e-01,8.999999612569809e-03,5.000000000000000e-01
6.451354729911484e-01,2.185181781855979e-01,2209,65218,2.452975970361377e-01,5.342919984643126e-03,0.000000000000000e+00,1.949885018938394e+00,8.876780748938191e-01,-6.580687048480564e-03,0.000000000000000e+00,1.352407023808946e+00,9.999999999999999e-01,5.127436822747712e+00,1,9.250000119209290e-03,5.200999975204468e-01,9.250000119209290e-03,5.000000000000000e-01
6.459079936679468e-01,2.695555993335325e-01,2271,65281,5.529655195436673e-01,2.352928235292790e-01,0.000000000000000e+00,1.949717825023135e+00,8.886585887895607e-01,-7.356360871445107e-03,0.000000000000000e+00,1.352176923302431e+00,1.000000000000000e+00,5.127508932475024e+00,1,9.499999694526196e-03,5.200999975204468e-01,9.499999694526196e-03,5.000000000000000e-01
6.466805172226132e-01,3.205932106109540e-01,2334,65344,8.606345882052857e-01,4.652435837052566e-01,0.000000000000000e+00,1.949550630485029e+00,8.896391063380062e-01,-8.132037584023533e-03,0.000000000000000e+00,1.351946821938723e+00,1.000000000000000e+00,5.127581042470966e+00,1,9.750000201165676e-03,5.200999975204468e-01,9.750000201165676e-03,5.000000000000000e-01
6.474530378994112e-01,3.716306317588670e-01,2396,65407,1.168302510712723e+00,6.951934872497794e-01,0.000000000000000e+00,1.949383436569772e+00,8.906196202337473e-01,-8.907711406987439e-03,0.000000000000000e+00,1.351716721432208e+00,1.000000000000000e+00,5.127653152198278e+00,1,9.999999776482582e-03,5.200999975204468e-01,9.999999776482582e-03,5.000000000000000e-01
6.479558796013025e-01,4.295416473881148e-01,2459,65469,1.244575289430462e+00,1.178655317503393e+00,0.000000000000000e+00,1.949966258989782e+00,8.911900018298591e-01,-1.022936633398869e-02,0.000000000000000e+00,1.351400171123670e+00,9.999999999999999e-01,5.127068726403738e+00,1,1.025000028312206e-02,5.200999975204468e-01,1.025000028312206e-02,5.000000000000000e-01
6.484587191888527e-01,4.874524534277058e-01,2521,65532,1.320847577127025e+00,1.662115573380355e+00,0.000000000000000e+00,1.950549079909179e+00,8.917603809344492e-01,-1.155101682559114e-02,0.000000000000000e+00,1.351083621917081e+00,1.000000000000000e+00,5.126484302199363e+00,1,1.049999985843897e-02,5.200999975204468e-01,1.049999985843897e-02,5.000000000000000e-01
6.489615606496293e-01,5.453634752022202e-01,2584,65595,1.397120148960459e+00,2.145577630290134e+00,0.000000000000000e+00,1.951131902999756e+00,8.923307621638706e-01,-1.287267224073363e-02,0.000000000000000e+00,1.350767071531252e+00,1.000000000000000e+00,5.125899875817836e+00,1,1.075000036507845e-02,5.200999975204468e-01,1.075000036507845e-02,5.000000000000000e-01
