"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.798107691397195e+00,2.000100000000001e+04,8.630377772173741e-01,-2.170018142327000e-02,-2.361247273519600e-18,2.000000000004226e+00,3.285066098253676e+00,2.307286290146596e+00,-8.060371178156237e-04,-5.911538878346250e-19,2.481439325222893e+00,1.014945078140149e+01,2.000000000004226e+00,1
