"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.188457881748784e-01,2.389754674706982e-01,0.000000000000000e+00,7.336604627714191e-01,-1.362467060827015e-02,-2.230900874893665e-12,1.874066120511325e+00,9.794923079575343e-01,5.636767240808843e-06,0.000000000000000e+00,1.326180260026345e+00,-3.473350372353940e-51,0.000000000000000e+00,5.121333500824677e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.188496936309490e-01,2.424030116363299e-01,0.000000000000000e+00,7.288196372851732e-01,1.044903052717032e-01,-2.425858345850290e-12,1.874097074724995e+00,9.795004537082953e-01,5.776583261472142e-04,0.000000000000000e+00,1.326188916720193e+00,1.596402111464392e-51,0.000000000000000e+00,5.121372143039639e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.188535990870193e-01,2.458305558019682e-01,0.000000000000000e+00,7.239788117989594e-01,2.226052811516622e-01,-2.620815816807240e-12,1.874128028938665e+00,9.795085994590562e-01,1.149679885053641e-03,0.000000000000000e+00,1.326197573414040e+00,6.666154595276413e-51,0.000000000000000e+00,5.121410785254602e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.188632373955033e-01,2.500210923406764e-01,0.000000000000000e+00,7.100289198089929e-01,3.022939238944535e-01,-2.669598820575100e-12,1.874211408811946e+00,9.795294135218048e-01,1.712539495400617e-03,0.000000000000000e+00,1.326221362351615e+00,1.762486418819820e-51,0.000000000000000e+00,5.121515516879638e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.188744101674530e-01,2.544158532754868e-01,0.000000000000000e+00,6.936408824270980e-01,3.716973575115106e-01,-2.679256635407916e-12,1.874308821010910e+00,9.795536184029080e-01,2.272946958164798e-03,0.000000000000000e+00,1.326249201606728e+00,-5.810678646099008e-51,0.000000000000000e+00,5.121637938088895e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.188855829342000e-01,2.588106121638271e-01,0.000000000000000e+00,6.772528526764552e-01,4.411007588101152e-01,-2.688914445743246e-12,1.874406233164513e+00,9.795778232727399e-01,2.833354159968920e-03,0.000000000000000e+00,1.326277040848876e+00,-1.338384018449526e-50,0.000000000000000e+00,5.121760359241145e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.188978149831795e-01,2.602521965317711e-01,0.000000000000000e+00,6.572089580601328e-01,4.914526436695912e-01,-2.668367269302385e-12,1.874510820854622e+00,9.796039024436858e-01,3.385775383207238e-03,0.000000000000000e+00,1.326306477924020e+00,-1.022476537463274e-50,0.000000000000000e+00,5.121890365549119e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.189140045627320e-01,2.506605136585074e-01,0.000000000000000e+00,6.235065337386951e-01,4.706266547913714e-01,-2.534972204090396e-12,1.874642216664602e+00,9.796369840881555e-01,3.908359475835280e-03,0.000000000000000e+00,1.326341884562794e+00,3.303068293479942e-50,0.000000000000000e+00,5.122048710298532e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.189301941422843e-01,2.410688307852433e-01,0.000000000000000e+00,5.898041094172566e-01,4.498006659131505e-01,-2.401577138878403e-12,1.874773612474582e+00,9.796700657326252e-01,4.430943568463324e-03,0.000000000000000e+00,1.326377291201568e+00,7.628613124422598e-50,0.000000000000000e+00,5.122207055047944e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.189423961567807e-01,2.388329804695445e-01,0.000000000000000e+00,5.559606806755020e-01,4.790817712535342e-01,-2.367825605574206e-12,1.874871560090774e+00,9.796951376650271e-01,4.906475041049532e-03,0.000000000000000e+00,1.326406702627199e+00,-2.703236977237089e-50,0.000000000000000e+00,5.122336927394096e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
7.189581597772376e-01,2.171962224514853e-01,0.000000000000000e+00,5.196296581004355e-01,3.887520701438723e-01,-2.308106034242167e-12,1.875000108505603e+00,9.797282116038171e-01,5.402729858658891e-03,0.000000000000000e+00,1.326444892937168e+00,3.112821757810609e-50,0.000000000000000e+00,5.122505456769103e+00,1,2.499999944120646e-03,1.050099968910217e+00,2.499999944120646e-03,5.000000000000000e-01
7.189673046286760e-01,1.964994453131162e-01,0.000000000000000e+00,4.809028791377771e-01,2.726917522961576e-01,-2.192395439185832e-12,1.875056135739312e+00,9.797440764112398e-01,5.835893764633101e-03,0.000000000000000e+00,1.326461216097205e+00,1.874672760408571e-50,0.000000000000000e+00,5.122580703717605e+00,1,2.749999985098839e-03,1.050099968910217e+00,2.749999985098839e-03,5.000000000000000e-01
