"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.801769792119225e+00,3.200009999999997e+05,8.620721739800384e-01,-2.383234467287951e-02,-3.815347852686007e-17,2.000000000039099e+00,3.284706980128750e+00,2.309318102243856e+00,-4.312674210055282e-04,-1.766625631290995e-18,2.479783343227183e+00,1.014839923701755e+01,2.000000000039099e+00,1
