"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.804050857545266e+00,7.672224441952408e-01,8.683595701386881e-01,-3.395732258969583e-02,7.639737273006734e-12,3.283260069510797e+00,2.311165164233113e+00,2.157315689841878e-06,0.000000000000000e+00,2.478410223130493e+00,7.704273562941249e-03,1.014676033825606e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
