"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.798092591965235e+00,1.566978449978119e-01,8.610298628684274e-01,-2.509885027232043e-02,1.959939920160148e-16,3.288697865556728e+00,2.306273441686923e+00,-4.865452393925868e-04,0.000000000000000e+00,2.481135389095933e+00,1.567448551696293e-01,1.967500000000000e-02,1.014882943554484e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
