"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.801799415653434e+00,3.200009999999997e+05,8.621499729097306e-01,-3.072143732426365e-02,-2.879760971594058e-17,2.000000000039099e+00,3.284779527607232e+00,2.308900581074066e+00,-2.916429342491447e-04,-1.073885992465549e-18,2.479832981851633e+00,1.014832973197149e+01,2.000000000039099e+00,1
