"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.066740217267999e-01,1.093745468229583e-02,54,2629,-1.969824560337066e-02,-1.616181536049055e-02,0.000000000000000e+00,1.860272981224186e+00,9.610241862724375e-01,1.403214272115591e-04,0.000000000000000e+00,1.320998853597227e+00,5.085279952279768e+00,1,0.000000000000000e+00,1.050099968910217e+00,0.000000000000000e+00,5.000000000000000e-01
7.066738170677704e-01,1.100643251321282e-02,54,2630,-1.972881946083917e-02,-1.635515359607316e-02,0.000000000000000e+00,1.860268940770154e+00,9.610234669366361e-01,1.428978698216238e-04,0.000000000000000e+00,1.320997643582881e+00,5.085275026911719e+00,1,2.500000118743628e-04,1.050099968910217e+00,2.500000118743628e-04,5.000000000000000e-01
7.066736124087408e-01,1.107541034412981e-02,55,2632,-1.975939331830768e-02,-1.654849183165574e-02,0.000000000000000e+00,1.860264900316122e+00,9.610227476008346e-01,1.454743124316886e-04,0.000000000000000e+00,1.320996433568534e+00,5.085270101543670e+00,1,5.000000237487257e-04,1.050099968910217e+00,5.000000237487257e-04,5.000000000000000e-01
7.066734077497351e-01,1.114438816701672e-02,55,2633,-1.978996717221692e-02,-1.674183004473081e-02,0.000000000000000e+00,1.860260859862560e+00,9.610220282651167e-01,1.480507547418159e-04,0.000000000000000e+00,1.320995223554329e+00,5.085265176176194e+00,1,7.500000065192580e-04,1.050099968910217e+00,7.500000065192580e-04,5.000000000000000e-01
7.066732030906816e-01,1.121336600596378e-02,56,2634,-1.982054103324469e-02,-1.693516830282095e-02,0.000000000000000e+00,1.860256819408058e+00,9.610213089292315e-01,1.506271976518180e-04,0.000000000000000e+00,1.320994013539842e+00,5.085260250807571e+00,1,1.000000047497451e-03,1.050099968910217e+00,1.000000047497451e-03,5.000000000000000e-01
7.066729984317235e-01,1.128234381279054e-02,57,2635,-1.985111488003539e-02,-1.712850647088099e-02,0.000000000000000e+00,1.860252778955437e+00,9.610205895936812e-01,1.532036393620704e-04,0.000000000000000e+00,1.320992803525918e+00,5.085255325441242e+00,1,1.249999972060323e-03,1.050099968910217e+00,1.249999972060323e-03,5.000000000000000e-01
7.066727937726700e-01,1.135132165173761e-02,57,2637,-1.988168874106316e-02,-1.732184472897113e-02,0.000000000000000e+00,1.860248738500935e+00,9.610198702577961e-01,1.557800822720725e-04,0.000000000000000e+00,1.320991593511431e+00,5.085250400072619e+00,1,1.500000013038516e-03,1.050099968910217e+00,1.500000013038516e-03,5.000000000000000e-01
7.066725891136166e-01,1.142029949068467e-02,58,2638,-1.991226260209094e-02,-1.751518298706124e-02,0.000000000000000e+00,1.860244698046432e+00,9.610191509219108e-01,1.583565251820747e-04,0.000000000000000e+00,1.320990383496944e+00,5.085245474703997e+00,1,1.750000054016709e-03,1.050099968910217e+00,1.750000054016709e-03,5.000000000000000e-01
7.066723844545632e-01,1.148927732963173e-02,59,2639,-1.994283646311871e-02,-1.770852124515140e-02,0.000000000000000e+00,1.860240657591929e+00,9.610184315860256e-01,1.609329680920766e-04,0.000000000000000e+00,1.320989173482457e+00,5.085240549335374e+00,1,2.000000094994903e-03,1.050099968910217e+00,2.000000094994903e-03,5.000000000000000e-01
7.066721797957005e-01,1.155825510433819e-02,59,2640,-1.997341029567236e-02,-1.790185932318125e-02,0.000000000000000e+00,1.860236617141190e+00,9.610177122508102e-01,1.635094086025798e-04,0.000000000000000e+00,1.320987963469097e+00,5.085235623971339e+00,1,2.249999903142452e-03,1.050099968910217e+00,2.249999903142452e-03,5.000000000000000e-01
