"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.794631681608905e+00,5.000999999999990e+03,8.614172669046745e-01,-5.254280699295913e-03,1.748977582144623e-18,1.999999999999802e+00,3.284894365524477e+00,2.309479914798479e+00,-3.820739116442356e-04,-2.125750932537964e-18,2.483596190497681e+00,1.015326472227764e+01,1.999999999999802e+00,1
