"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.800780453862072e+00,1.250010000000005e+05,8.620877672249805e-01,-2.108140568171170e-02,7.867457772999274e-18,1.999999999990764e+00,3.284727171615550e+00,2.309380840097006e+00,-5.935844231849915e-04,-2.843038855764336e-18,2.480151172290770e+00,1.014895182326870e+01,1.999999999990764e+00,1
