,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,4.893667669785427624e-03,-1.000000000000000000e+00,2.368868758845579237e+00
1,48,1.443375672974064605e-01,5.978584419586630526e-03,-2.888877995196648674e-01,2.377722233720895417e+00
2,192,7.216878364870323026e-02,2.624311253626469050e-03,1.187865091072227708e+00,2.377840906004383914e+00
3,768,3.608439182435161513e-02,1.145168142937681450e-03,1.196379397263362288e+00,2.377844112230763862e+00
4,3072,1.804219591217580757e-02,5.566175338601430777e-04,1.040801181692435406e+00,2.377844281167895257e+00
5,12288,9.021097956087903783e-03,2.348031875163160680e-04,1.245234361782706634e+00,2.377844297309616994e+00
6,49152,4.510548978043951891e-03,1.001843591270008170e-04,1.228794702298316999e+00,2.377844297981315247e+00
7,196608,2.255274489021975946e-03,4.626022751780123078e-05,1.114813024664796481e+00,2.377844298017403712e+00
