,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,4.467287543839158943e-03,-1.000000000000000000e+00,2.961085948556974601e-01
1,48,1.443375672974064605e-01,4.847343308161418743e-03,-1.177951446153528287e-01,2.972152792151119272e-01
2,192,7.216878364870323026e-02,2.414850532960241113e-03,1.005260367237354346e+00,2.972301132505479337e-01
3,768,3.608439182435161513e-02,5.584162930946746928e-03,-1.209407139851462532e+00,2.972305140288454273e-01
4,3072,1.804219591217580757e-02,6.071699199491923694e-03,-1.207592832383325709e-01,2.972305351459865741e-01
5,12288,9.021097956087903783e-03,4.628708323387047130e-02,-2.930437430018183242e+00,2.972305371637024018e-01
