,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,1.055177345079379376e-03,-1.000000000000000000e+00,2.961085948556974601e-01
1,48,1.443375672974064605e-01,2.116836043426405679e-03,-1.004424036734632653e+00,2.972152792151119272e-01
2,192,7.216878364870323026e-02,1.793157105222979502e-03,2.394076380769201706e-01,2.972301132505479337e-01
3,768,3.608439182435161513e-02,1.173821649951740454e-03,6.112886711477426571e-01,2.972305140288454273e-01
4,3072,1.804219591217580757e-02,5.745964330181275656e-04,1.030592280479200040e+00,2.972305351459865741e-01
5,12288,9.021097956087903783e-03,2.381935379277824109e-04,1.270414762796591823e+00,2.972305371637024018e-01
