,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,3.235302528099114755e-02,-1.000000000000000000e+00,2.368868758845542821e+00
1,48,1.443375672974064605e-01,2.304842995961786309e-02,4.892321439072941369e-01,2.377722233720891420e+00
2,192,7.216878364870323026e-02,6.675676198140264792e-03,1.787682594804576253e+00,2.377840906004383470e+00
3,768,3.608439182435161513e-02,3.386252262141257238e-03,9.792245266656554037e-01,2.377844112230765639e+00
4,3072,1.804219591217580757e-02,1.960858455919855473e-03,7.882040534953375088e-01,2.377844281167889484e+00
5,12288,9.021097956087903783e-03,1.137886856715523238e-03,7.851282851477050517e-01,2.377844297309624100e+00
6,49152,4.510548978043951891e-03,7.268383806959270894e-04,6.466506053597100845e-01,2.377844297981326349e+00
7,196608,2.255274489021975946e-03,4.847777926728921521e-04,5.843109915984455727e-01,2.377844298017438796e+00
