,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,1.046138657768155324e-03,-1.000000000000000000e+00,2.961085948556974601e-01
1,48,1.443375672974064605e-01,2.077996894461645299e-03,-9.901194155792275575e-01,2.972152792151119272e-01
2,192,7.216878364870323026e-02,1.770249612201547484e-03,2.312406977932942587e-01,2.972301132505479337e-01
3,768,3.608439182435161513e-02,1.166972481691603983e-03,6.011822590213753426e-01,2.972305140288454273e-01
4,3072,1.804219591217580757e-02,5.734492545825930349e-04,1.025032810669135097e+00,2.972305351459865741e-01
5,12288,9.021097956087903783e-03,2.380557971305040301e-04,1.268366063753194606e+00,2.972305371637024018e-01
