,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,3.391053997568430848e-03,-1.000000000000000000e+00,2.961085948556974601e-01
1,48,1.443375672974064605e-01,5.328819465417093150e-03,-6.520821996418946220e-01,2.972152792151119272e-01
2,192,7.216878364870323026e-02,2.319941835474599503e-03,1.199727321780646117e+00,2.972301132505479337e-01
3,768,3.608439182435161513e-02,9.775747102859840432e-04,1.246809766769624073e+00,2.972305140288454273e-01
4,3072,1.804219591217580757e-02,4.796212628936167687e-04,1.027311344630401857e+00,2.972305351459865741e-01
5,12288,9.021097956087903783e-03,3.495650626256602235e-04,4.563346172012547330e-01,2.972305371637024018e-01
