,ndof,h,l2-error,rate,total-vol
0,12,2.886751345948129210e-01,1.468437538798578190e-03,-1.000000000000000000e+00,2.368868758845542821e+00
1,48,1.443375672974064605e-01,4.855088890003831292e-04,1.596712285982813784e+00,2.377722233720891420e+00
2,192,7.216878364870323026e-02,1.726142937172162745e-03,-1.829982320329126111e+00,2.377840906004383470e+00
3,768,3.608439182435161513e-02,6.321767667534574113e-04,1.449152014516973619e+00,2.377844112230765639e+00
4,3072,1.804219591217580757e-02,4.162628762831800579e-04,6.028331156197822560e-01,2.377844281167889484e+00
5,12288,9.021097956087903783e-03,1.047279574630523665e-04,1.990848274104384696e+00,2.377844297309624100e+00
6,49152,4.510548978043951891e-03,9.386586050526592986e-05,1.579741829312587831e-01,2.377844297981326349e+00
7,196608,2.255274489021975946e-03,6.098542031982613778e-05,6.221361564338138139e-01,2.377844298017439684e+00
