"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.801384921698475e+00,7.328551782438718e-01,8.620581568369962e-01,-3.172427783104834e-02,9.136144058373021e-17,3.285741751076832e+00,2.308449939938434e+00,-5.078269708455752e-05,0.000000000000000e+00,2.479856267131211e+00,7.409374999999499e-03,1.014811163727998e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
