,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,3.055213031000000046e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,1.828195492000000137e-08,2.960705268000000069e+04,9.690667189999999653e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,1.894060171999999943e-07,2.649918012000000090e+04,8.673431231999999547e-01,1.614607300999999850e+01
3,1.500000000000000000e+02,3.829288009000000248e-07,2.438955122000000119e+04,7.982929823000000091e-01,9.345548883999999390e+00
4,2.000000000000000000e+02,4.944922727999999729e-07,2.358071946000000025e+04,7.718191570000000334e-01,9.345548883999999390e+00
5,2.500000000000000000e+02,5.741650085000000109e-07,2.364494590999999855e+04,7.739213489999999807e-01,5.409320512999999941e+00
6,3.000000000000000000e+02,6.301367119999999874e-07,2.441200067000000126e+04,7.990277738000000074e-01,5.409320512999999941e+00
7,3.500000000000000000e+02,6.848446310999999691e-07,2.639429924000000028e+04,8.639102728999999981e-01,5.679786539000000190e+00
8,4.000000000000000000e+02,7.437660164000000294e-07,3.022176999000000069e+04,9.891869956000000075e-01,6.261964659000000211e+00
9,4.500000000000000000e+02,8.086857043000000159e-07,3.689073498999999720e+04,1.207468500999999916e+00,7.249006838999999758e+00
10,5.000000000000000000e+02,8.897847189999999830e-07,5.362956089999999676e+04,1.755346038000000108e+00,8.811213118999999594e+00
11,5.500000000000000000e+02,1.002034393999999932e-06,8.077839749000000302e+04,2.643953028999999955e+00,1.124558885000000075e+01
12,6.000000000000000000e+02,1.171335828999999963e-06,1.020763252000000066e+05,3.341054262000000108e+00,1.744559927999999971e+01
13,6.500000000000000000e+02,1.445817679999999961e-06,9.779570491000000038e+04,3.200945529000000178e+00,2.841704293000000092e+01
14,7.000000000000000000e+02,1.943449776000000036e-06,8.242345216000000073e+04,2.697797217999999830e+00,5.626380127000000186e+01
15,7.500000000000000000e+02,2.914103319000000050e-06,8.174580292000000190e+04,2.675617120000000071e+00,1.060937885999999963e+02
16,8.000000000000000000e+02,4.492501288000000199e-06,8.952329653000000690e+04,2.930181811000000192e+00,1.728156022000000007e+02
17,8.500000000000000000e+02,7.072871181000000040e-06,9.484592836999999417e+04,3.104396563999999969e+00,2.814984058000000005e+02
18,9.000000000000000000e+02,1.134555273999999951e-05,9.800290085000000545e+04,3.207727246999999782e+00,4.814578027000000020e+02
19,9.500000000000000000e+02,1.803549214999999921e-05,1.023102831000000006e+05,3.348711923999999840e+00,6.451995025999999598e+02
20,1.000000000000000000e+03,2.554470890999999906e-05,1.074034419000000053e+05,3.515415808000000197e+00,6.451995025999999598e+02
21,1.050000000000000000e+03,3.353339016999999953e-05,1.031330286999999953e+05,3.375641161999999973e+00,7.113324516000000131e+02
22,1.100000000000000000e+03,4.204456149999999859e-05,9.404997899000000325e+04,3.078344390999999902e+00,7.468990741999999727e+02
23,1.150000000000000000e+03,5.095521409999999952e-05,8.501717677999999432e+04,2.782692267999999913e+00,7.842440278999999919e+02
24,1.200000000000000000e+03,6.026575954000000008e-05,7.712089286000000720e+04,2.524239457999999825e+00,8.234562293000000182e+02
25,1.250000000000000000e+03,6.998432594999999534e-05,6.969345582000000286e+04,2.281132448000000146e+00,8.646290407999999843e+02
26,1.300000000000000000e+03,8.022907508999999396e-05,6.396354783000000316e+04,2.093587163000000029e+00,9.078604927999999745e+02
27,1.350000000000000000e+03,9.102832883999999929e-05,6.153453287999999884e+04,2.014083215999999954e+00,9.532535173999999643e+02
28,1.400000000000000000e+03,1.024499079999999983e-04,6.039417433000000165e+04,1.976758207000000045e+00,1.000000000000000000e+03
29,1.450000000000000000e+03,1.140891240999999956e-04,5.970532284000000072e+04,1.954211448999999989e+00,1.000000000000000000e+03
30,1.500000000000000000e+03,1.257283402000000064e-04,5.916257231999999931e+04,1.936446713000000042e+00,1.000000000000000000e+03
31,1.550000000000000000e+03,1.373675563999999952e-04,5.859768172999999661e+04,1.917957311999999970e+00,1.000000000000000000e+03
32,1.600000000000000000e+03,1.490067725000000060e-04,5.798535687000000325e+04,1.897915342999999977e+00,1.000000000000000000e+03
33,1.650000000000000000e+03,1.606459885999999898e-04,5.731254445000000123e+04,1.875893558000000017e+00,1.000000000000000000e+03
34,1.700000000000000000e+03,1.722852047000000006e-04,5.659727900999999838e+04,1.852482246999999971e+00,1.000000000000000000e+03
35,1.750000000000000000e+03,1.839244208000000115e-04,5.583787595000000147e+04,1.827626270000000108e+00,1.000000000000000000e+03
36,1.800000000000000000e+03,1.955636370000000002e-04,5.498929108000000269e+04,1.799851287999999938e+00,1.000000000000000000e+03
37,1.850000000000000000e+03,2.061318328999999958e-04,5.416921611000000121e+04,1.773009461000000009e+00,9.428245712000000367e+02
38,1.900000000000000000e+03,2.160204962999999934e-04,5.333874573999999848e+04,1.745827384000000038e+00,8.889181720000000269e+02
39,1.950000000000000000e+03,2.254265888000000009e-04,5.251531371999999828e+04,1.718875678000000073e+00,8.380938942999999881e+02
40,2.000000000000000000e+03,2.351813447999999906e-04,5.159703328999999940e+04,1.688819494999999948e+00,8.380938942999999881e+02
41,2.050000000000000000e+03,2.354256593000000008e-04,5.157262183999999979e+04,1.688020485000000015e+00,2.134379142999999956e+01
42,2.100000000000000000e+03,2.399446099999999937e-04,5.110764925000000221e+04,1.672801495000000083e+00,1.000000000000000000e+03
43,2.150000000000000000e+03,2.515838260999999775e-04,4.984553418000000238e+04,1.631491280000000099e+00,1.000000000000000000e+03
44,2.200000000000000000e+03,2.632230421999999883e-04,4.850509921000000031e+04,1.587617580999999944e+00,1.000000000000000000e+03
45,2.250000000000000000e+03,2.748622582999999992e-04,4.715114452000000165e+04,1.543301368000000062e+00,1.000000000000000000e+03
46,2.300000000000000000e+03,2.865014744999999879e-04,4.593175895000000310e+04,1.503389730000000091e+00,1.000000000000000000e+03
47,2.350000000000000000e+03,2.981406905999999988e-04,4.481271809000000212e+04,1.466762469000000069e+00,1.000000000000000000e+03
48,2.400000000000000000e+03,3.097799067000000096e-04,4.351025336999999854e+04,1.424131572000000068e+00,1.000000000000000000e+03
49,2.450000000000000000e+03,3.214191228000000205e-04,4.164551922000000195e+04,1.363097066999999996e+00,1.000000000000000000e+03
50,2.500000000000000000e+03,3.330583388999999771e-04,3.947848232000000280e+04,1.292167907999999921e+00,1.000000000000000000e+03
51,2.550000000000000000e+03,3.446975551000000201e-04,3.767444159000000218e+04,1.233119955999999906e+00,1.000000000000000000e+03
52,2.600000000000000000e+03,3.563367711999999767e-04,3.593391154999999708e+04,1.176150768999999929e+00,1.000000000000000000e+03
53,2.650000000000000000e+03,3.679759872999999876e-04,3.415316150999999809e+04,1.117865142999999950e+00,1.000000000000000000e+03
54,2.700000000000000000e+03,3.796152033999999984e-04,3.238353274999999849e+04,1.059943526999999941e+00,1.000000000000000000e+03
55,2.750000000000000000e+03,3.912544195000000093e-04,3.066431705000000147e+04,1.003671978000000076e+00,1.000000000000000000e+03
56,2.800000000000000000e+03,4.028936356999999980e-04,2.896207581999999820e+04,9.479560189000000303e-01,1.000000000000000000e+03
