,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,8.767418953000000329e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,3.764989463999999849e-08,8.224631581000000006e+04,9.380904033000000419e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,2.718437065999999980e-07,7.068202082000000519e+04,8.061896118000000389e-01,8.562607246000000671e+00
3,1.500000000000000000e+02,4.948407164999999548e-07,6.500785001000000193e+04,7.414707835999999608e-01,8.562607246000000671e+00
4,2.000000000000000000e+02,6.075318473000000293e-07,6.598292407999999705e+04,7.525923472000000114e-01,4.956144107000000076e+00
5,2.500000000000000000e+02,7.111201483999999656e-07,7.544603922000000603e+04,8.605273641999999779e-01,5.737356322000000119e+00
6,3.000000000000000000e+02,8.394201240999999768e-07,1.063615013000000035e+05,1.213144961000000022e+00,7.688606195000000199e+00
7,3.500000000000000000e+02,1.055418751999999930e-06,1.891971429000000062e+05,2.157957135999999831e+00,1.252392932000000059e+01
8,4.000000000000000000e+02,1.572160170000000104e-06,1.887362495000000054e+05,2.152700246999999845e+00,3.489119857000000025e+01
9,4.500000000000000000e+02,3.293418859000000003e-06,1.729221766000000061e+05,1.972327061000000104e+00,1.181539827000000002e+02
10,5.000000000000000000e+02,8.082229049000000121e-06,1.920045694000000076e+05,2.189978264000000063e+00,3.291725756000000160e+02
11,5.500000000000000000e+02,2.011381930000000058e-05,2.033923900000000140e+05,2.319866213000000066e+00,6.517391840999999886e+02
12,6.000000000000000000e+02,3.606671083000000116e-05,1.947233733000000066e+05,2.220988574999999798e+00,7.544695729999999685e+02
13,6.500000000000000000e+02,5.420525235999999666e-05,1.621036950000000070e+05,1.848932916999999954e+00,8.318027041999999938e+02
14,7.000000000000000000e+02,7.430257206000000485e-05,1.347057828999999911e+05,1.536436021000000096e+00,9.170624814000000242e+02
