,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,1.583456380999999965e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,1.827427833000000093e-08,1.561132147000000077e+04,9.859015792999999972e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,1.871761694999999875e-07,1.484251526999999987e+04,9.373491712999999503e-01,1.537721239000000040e+01
3,1.500000000000000000e+02,3.560583600999999753e-07,1.438789349000000038e+04,9.086384482999999568e-01,8.900522747000000123e+00
4,2.000000000000000000e+02,4.662975221999999876e-07,1.409974275999999918e+04,8.904408690999999765e-01,8.900522747000000123e+00
5,2.500000000000000000e+02,5.504547605999999879e-07,1.392886123000000043e+04,8.796491901999999863e-01,5.151733821999999741e+00
6,3.000000000000000000e+02,6.052075024999999973e-07,1.379875828999999976e+04,8.714328007999999626e-01,5.151733821999999741e+00
7,3.500000000000000000e+02,6.591262635999999671e-07,1.367477766999999949e+04,8.636030543999999587e-01,5.151733821999999741e+00
8,4.000000000000000000e+02,7.145577281000000524e-07,1.355587354000000050e+04,8.560939035000000308e-01,5.679786539000000190e+00
9,4.500000000000000000e+02,7.758767305999999504e-07,1.345475027000000046e+04,8.497076666999999750e-01,6.261964659000000211e+00
10,5.000000000000000000e+02,8.486566568999999522e-07,1.337900247999999920e+04,8.449239677000000004e-01,7.611457180999999572e+00
11,5.500000000000000000e+02,9.466440638999999621e-07,1.336597651000000042e+04,8.441013383000000037e-01,9.714362464000000585e+00
12,6.000000000000000000e+02,1.090042309999999895e-06,1.356394506999999976e+04,8.566036443000000222e-01,1.435253769999999918e+01
13,6.500000000000000000e+02,1.317413992000000018e-06,1.435611364999999932e+04,9.066314561999999633e-01,2.337877154999999973e+01
14,7.000000000000000000e+02,1.704174754999999930e-06,1.678526618999999846e+04,1.060039694999999949e+00,4.198491477999999688e+01
15,7.500000000000000000e+02,2.490412388999999849e-06,2.283233712999999989e+04,1.441930286000000061e+00,9.623019374000000425e+01
16,8.000000000000000000e+02,3.669389776000000151e-06,3.336391992000000027e+04,2.107031194999999801e+00,1.000000000000000000e+02
