,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,5.563771337999999560e+03,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,9.524011571000000810e-09,5.518436611000000084e+03,9.918517991999999950e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,1.125875153999999965e-07,5.341221418000000085e+03,9.600001678999999788e-01,2.504785864000000117e+01
3,1.500000000000000000e+02,3.097572918000000225e-07,5.136363975000000210e+03,9.231802788999999843e-01,1.762242623999999935e+01
4,2.000000000000000000e+02,4.305995323000000125e-07,5.044757109000000128e+03,9.067153919999999534e-01,1.762242623999999935e+01
5,2.500000000000000000e+02,5.120675094000000022e-07,4.983423249000000396e+03,8.956915995999999991e-01,9.714362464000000585e+00
6,3.000000000000000000e+02,5.677251534000000421e-07,4.944540277000000060e+03,8.887029995999999876e-01,9.714362464000000585e+00
7,3.500000000000000000e+02,6.210370861999999623e-07,4.914782159000000320e+03,8.833544479999999588e-01,9.714362464000000585e+00
8,4.000000000000000000e+02,6.730370853000000223e-07,4.888413099999999758e+03,8.786150261999999822e-01,9.714362464000000585e+00
9,4.500000000000000000e+02,7.243885363000000381e-07,4.863041537000000062e+03,8.740548887000000322e-01,9.714362464000000585e+00
10,5.000000000000000000e+02,7.746477795000000100e-07,4.838347834000000148e+03,8.696165855999999916e-01,9.714362464000000585e+00
11,5.500000000000000000e+02,8.240338711999999512e-07,4.814791092000000390e+03,8.653826333999999898e-01,9.714362464000000585e+00
12,6.000000000000000000e+02,8.731414023000000106e-07,4.793927813000000242e+03,8.616327886000000325e-01,9.714362464000000585e+00
13,6.500000000000000000e+02,9.225716491999999717e-07,4.776157623000000058e+03,8.584388777000000470e-01,9.714362464000000585e+00
14,7.000000000000000000e+02,9.729197380000000615e-07,4.761907419000000118e+03,8.558776286999999483e-01,9.714362464000000585e+00
15,7.500000000000000000e+02,1.024756917000000012e-06,4.753247365999999602e+03,8.543211210000000166e-01,9.714362464000000585e+00
16,8.000000000000000000e+02,1.080148145999999992e-06,4.754763995999999679e+03,8.545937112000000502e-01,1.020008059000000067e+01
17,8.500000000000000000e+02,1.146075006999999996e-06,4.774972354999999880e+03,8.582258445999999541e-01,1.180786829000000004e+01
18,9.000000000000000000e+02,1.227099350999999945e-06,4.830918693999999959e+03,8.682813150999999507e-01,1.435253769999999918e+01
19,9.500000000000000000e+02,1.329399974999999942e-06,4.956363336000000345e+03,8.908280076000000269e-01,1.831787925000000072e+01
20,1.000000000000000000e+03,1.459824455999999970e-06,5.182758356000000276e+03,9.315189359000000113e-01,2.337877154999999973e+01
21,1.050000000000000000e+03,1.627822307999999929e-06,5.509645835999999690e+03,9.902717961000000457e-01,2.983789507999999913e+01
22,1.100000000000000000e+03,1.856810598000000067e-06,6.335534598999999616e+03,1.138712254000000090e+00,4.408416051999999752e+01
23,1.150000000000000000e+03,2.186740310999999969e-06,8.059468843999999990e+03,1.448562198999999939e+00,6.203084090000000117e+01
24,1.200000000000000000e+03,2.676345254000000155e-06,9.617230636000000231e+03,1.728545270999999994e+00,1.000000000000000000e+02
25,1.250000000000000000e+03,3.278061860000000143e-06,1.235708522000000085e+04,2.220990848000000017e+00,1.000000000000000000e+02
26,1.300000000000000000e+03,3.867565815999999701e-06,1.549537578000000030e+04,2.785048995999999999e+00,1.000000000000000000e+02
27,1.350000000000000000e+03,4.448267053000000064e-06,1.811768739999999889e+04,3.256368081000000192e+00,1.000000000000000000e+02
28,1.400000000000000000e+03,5.023726641999999730e-06,1.982606540999999925e+04,3.563422039999999846e+00,1.000000000000000000e+02
29,1.450000000000000000e+03,5.597558901999999773e-06,2.091897983000000022e+04,3.759856141999999846e+00,1.000000000000000000e+02
30,1.500000000000000000e+03,6.171625392000000121e-06,2.167914230999999927e+04,3.896483336999999825e+00,1.000000000000000000e+02
31,1.550000000000000000e+03,6.746651090999999854e-06,2.222174498999999923e+04,3.994007596999999965e+00,1.000000000000000000e+02
32,1.600000000000000000e+03,7.322795960000000174e-06,2.260078910000000178e+04,4.062134786999999747e+00,1.000000000000000000e+02
33,1.650000000000000000e+03,7.899932969999999484e-06,2.285539416999999958e+04,4.107896025999999701e+00,1.000000000000000000e+02
34,1.700000000000000000e+03,8.477889443000000529e-06,2.302601016000000163e+04,4.138561554999999892e+00,1.000000000000000000e+02
35,1.750000000000000000e+03,9.056475583999999972e-06,2.314361616000000140e+04,4.159699376999999920e+00,1.000000000000000000e+02
36,1.800000000000000000e+03,9.635515094000000235e-06,2.322623000999999931e+04,4.174547910000000250e+00,1.000000000000000000e+02
37,1.850000000000000000e+03,1.021489591999999983e-05,2.328381629999999859e+04,4.184898136000000157e+00,1.000000000000000000e+02
38,1.900000000000000000e+03,1.079452942000000015e-05,2.332175475999999981e+04,4.191716975000000289e+00,1.000000000000000000e+02
39,1.950000000000000000e+03,1.137433961999999982e-05,2.334482219999999870e+04,4.195862982000000407e+00,1.000000000000000000e+02
40,2.000000000000000000e+03,1.195427994999999953e-05,2.335563185000000158e+04,4.197805846999999702e+00,1.000000000000000000e+02
41,2.050000000000000000e+03,1.199040665999999960e-05,2.339199429999999847e+04,4.204341422999999800e+00,2.134379142999999956e+01
42,2.100000000000000000e+03,1.423090354999999995e-05,1.988666765999999916e+04,3.574314337000000119e+00,1.000000000000000000e+03
43,2.150000000000000000e+03,2.003336865000000160e-05,2.025058206000000064e+04,3.639722201000000101e+00,1.000000000000000000e+03
44,2.200000000000000000e+03,2.583593137999999932e-05,2.072978128999999899e+04,3.725850691999999853e+00,1.000000000000000000e+03
45,2.250000000000000000e+03,3.163846069000000074e-05,2.098547230000000127e+04,3.771807111999999851e+00,1.000000000000000000e+03
46,2.300000000000000000e+03,3.744098880999999934e-05,2.109962860999999975e+04,3.792324903999999997e+00,1.000000000000000000e+03
47,2.350000000000000000e+03,4.324351681000000003e-05,2.111604555999999866e+04,3.795275592999999947e+00,1.000000000000000000e+03
