,iteration,time,absolute-residual,relative-residual,cfl
51,2.550000000000000000e+03,1.052245370000000032e-04,2.975914473999999973e+04,2.775869090000000039e+00,1.000000000000000000e+03
52,2.600000000000000000e+03,1.110403869000000011e-04,2.959391978000000017e+04,2.760457259999999913e+00,1.000000000000000000e+03
53,2.650000000000000000e+03,1.168562367999999990e-04,2.946045019999999931e+04,2.748007503999999823e+00,1.000000000000000000e+03
54,2.700000000000000000e+03,1.226720867000000105e-04,2.933302563999999984e+04,2.736121615000000062e+00,1.000000000000000000e+03
55,2.750000000000000000e+03,1.284879364999999898e-04,2.920389082000000053e+04,2.724076195999999950e+00,1.000000000000000000e+03
56,2.800000000000000000e+03,1.343037864000000013e-04,2.906310152000000016e+04,2.710943674000000136e+00,1.000000000000000000e+03
57,2.850000000000000000e+03,1.401196363000000128e-04,2.890935743999999977e+04,2.696602755999999879e+00,1.000000000000000000e+03
58,2.900000000000000000e+03,1.459354861999999971e-04,2.874152538999999888e+04,2.680947742999999939e+00,1.000000000000000000e+03
59,2.950000000000000000e+03,1.517513361000000086e-04,2.856457185000000027e+04,2.664441896000000032e+00,1.000000000000000000e+03
60,3.000000000000000000e+03,1.575671859999999930e-04,2.838582145999999921e+04,2.647768443999999999e+00,1.000000000000000000e+03
61,3.050000000000000000e+03,1.859166221000000134e-04,2.523920065999999861e+04,2.354258415999999965e+00,1.000000000000000000e+04
62,3.100000000000000000e+03,2.440751209999999876e-04,2.321324095999999918e+04,2.165281247999999881e+00,1.000000000000000000e+04
63,3.150000000000000000e+03,3.022336198999999888e-04,2.108099033000000054e+04,1.966389490000000073e+00,1.000000000000000000e+04
64,3.200000000000000000e+03,3.603921188000000172e-04,1.705853322000000117e+04,1.591183331999999950e+00,1.000000000000000000e+04
65,3.250000000000000000e+03,4.185506176999999914e-04,1.339664933999999994e+04,1.249610670000000034e+00,1.000000000000000000e+04
66,3.300000000000000000e+03,4.767091166999999977e-04,9.952213319000000411e+03,9.283210778999999579e-01,1.000000000000000000e+04
67,3.350000000000000000e+03,5.348676155999999718e-04,7.080782763999999588e+03,6.604802045000000010e-01,1.000000000000000000e+04
68,3.400000000000000000e+03,5.930261144999999460e-04,4.816199459000000388e+03,4.492447387999999875e-01,1.000000000000000000e+04
69,3.450000000000000000e+03,6.511846134000000286e-04,3.043446598999999878e+03,2.838861604999999844e-01,1.000000000000000000e+04
70,3.500000000000000000e+03,7.093431123000000027e-04,1.702782560000000103e+03,1.588318991000000069e-01,1.000000000000000000e+04
71,3.550000000000000000e+03,7.675016111999999769e-04,8.366516063999999915e+02,7.804106446000000363e-02,1.000000000000000000e+04
72,3.600000000000000000e+03,8.256601100999999511e-04,3.881263364000000138e+02,3.620359085000000171e-02,1.000000000000000000e+04
73,3.650000000000000000e+03,8.838186091000000116e-04,1.686635057000000018e+02,1.573256946999999906e-02,1.000000000000000000e+04
74,3.700000000000000000e+03,9.419771079999999857e-04,6.517520303000000581e+01,6.079402922000000029e-03,1.000000000000000000e+04
75,3.750000000000000000e+03,1.000135607000000046e-03,3.148508319999999827e+01,2.936860921000000128e-03,1.000000000000000000e+04
76,3.800000000000000000e+03,1.058294105999999998e-03,1.716749469999999889e+01,1.601347025000000044e-03,1.000000000000000000e+04
77,3.850000000000000000e+03,1.116452604999999950e-03,7.914099852999999740e+00,7.382102322999999772e-04,1.000000000000000000e+04
78,3.900000000000000000e+03,1.174611103999999902e-03,3.427145878999999784e+00,3.196768050000000022e-04,1.000000000000000000e+04
79,3.950000000000000000e+03,1.232769603000000071e-03,2.116521674999999991e+00,1.974245949000000017e-04,1.000000000000000000e+04
80,4.000000000000000000e+03,1.290928101000000027e-03,1.651858285000000093e+00,1.540817920999999887e-04,1.000000000000000000e+04
81,4.050000000000000000e+03,1.349086599999999980e-03,1.222817292000000000e+00,1.140617700000000042e-04,1.000000000000000000e+04
82,4.100000000000000000e+03,1.407245098999999932e-03,8.207535417000000333e-01,7.655812714000000629e-05,1.000000000000000000e+04
83,4.150000000000000000e+03,1.465403598000000101e-03,5.141027793000000345e-01,4.795440280000000117e-05,1.000000000000000000e+04
84,4.200000000000000000e+03,1.523562097000000053e-03,3.089146774000000040e-01,2.881489746000000140e-05,1.000000000000000000e+04
85,4.250000000000000000e+03,1.581720596000000005e-03,1.835717873999999916e-01,1.712318196000000043e-05,1.000000000000000000e+04
86,4.300000000000000000e+03,1.639879094999999957e-03,1.116298274000000063e-01,1.041259048000000025e-05,1.000000000000000000e+04
87,4.350000000000000000e+03,1.698037593999999909e-03,6.936376478000000345e-02,6.470102964000000270e-06,1.000000000000000000e+04
88,4.400000000000000000e+03,1.756196093000000078e-03,4.440614536999999695e-02,4.142109841999999610e-06,1.000000000000000000e+04
89,4.450000000000000000e+03,1.814354592000000030e-03,2.891938973999999898e-02,2.697538547000000182e-06,1.000000000000000000e+04
90,4.500000000000000000e+03,1.872513090999999982e-03,1.886858949000000049e-02,1.760021491999999913e-06,1.000000000000000000e+04
91,4.550000000000000000e+03,1.974413289000000096e-03,2.913457076000000069e-03,2.717610169999999763e-07,1.950592643999999927e+04
92,4.600000000000000000e+03,2.081276995999999883e-03,1.072154846999999944e-03,1.000083007999999946e-07,2.140206558999999834e+04
93,4.650000000000000000e+03,2.186134947999999849e-03,3.955819843999999839e-04,3.689903766999999768e-08,2.348252533000000039e+04
94,4.700000000000000000e+03,2.291639623999999938e-03,1.465689914999999922e-04,1.367164065000000036e-08,1.717681543999999849e+04
95,4.750000000000000000e+03,2.395053795000000145e-03,5.542797662000000224e-05,5.170202581999999997e-09,2.512872738000000027e+04
96,4.800000000000000000e+03,2.500219830999999854e-03,2.062465307999999928e-05,1.923823332000000120e-09,2.757144979999999850e+04
97,4.850000000000000000e+03,2.603379804000000106e-03,7.819589474000000206e-06,7.293945071999999663e-10,2.016775017999999909e+04
98,4.900000000000000000e+03,2.704092611000000115e-03,3.032863171000000135e-06,2.828989609999999885e-10,9.834766286000000036e+03
99,4.950000000000000000e+03,2.796500699000000183e-03,1.271231791000000020e-06,1.185777705000000079e-10,1.438771708000000035e+04
