"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.801435862916039e+00,2.195009598517595e-01,8.246133550668714e-01,-3.200469466408336e-02,3.615658586433179e-13,3.285476922612222e+00,2.308473846905600e+00,-2.741278822954611e-04,0.000000000000000e+00,2.479900153632162e+00,2.150644933619644e-01,2.424492462501997e-02,1.014815371731360e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
