"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.803644928566773e+00,7.243691802464457e-01,8.620925729107236e-01,-3.299609059815475e-02,5.665199036122572e-17,3.283245486410627e+00,2.310814662870223e+00,-7.561100559267567e-05,0.000000000000000e+00,2.478967721737689e+00,9.805555555555534e-03,1.014815153733270e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
