"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","primitives_6","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.800604960710822e+00,1.235912844841544e-01,8.625873475779157e-01,-3.161508926267211e-02,1.496523469305042e-16,3.286630210219981e+00,2.307757564424454e+00,-4.734151396476512e-05,0.000000000000000e+00,2.480142337288252e+00,1.235201366556878e-01,9.981249999999796e-03,1.014819957485762e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
