,iteration,time,absolute-residual,relative-residual,cfl
0,1.000000000000000000e+00,0.000000000000000000e+00,1.582599439999999959e+04,1.000000000000000000e+00,2.000000000000000111e-01
1,5.000000000000000000e+01,1.826242415000000039e-08,1.561200352999999996e+04,9.864785195999999923e-01,2.184266625999999878e+00
2,1.000000000000000000e+02,1.943646215000000104e-07,1.482289011000000028e+04,9.366166659000000339e-01,1.780104548999999992e+01
3,1.500000000000000000e+02,4.474104810999999738e-07,1.425899691999999959e+04,9.009858434999999943e-01,1.780104548999999992e+01
4,2.000000000000000000e+02,5.741663940000000075e-07,1.398291396999999961e+04,8.835409402999999662e-01,8.900522747000000123e+00
5,2.500000000000000000e+02,6.688332633000000303e-07,1.383063189000000057e+04,8.739186643999999893e-01,8.900522747000000123e+00
6,3.000000000000000000e+02,7.616212943000000072e-07,1.369851758999999947e+04,8.655707341999999693e-01,8.900522747000000123e+00
7,3.500000000000000000e+02,8.520444619000000161e-07,1.357750574000000051e+04,8.579243358999999458e-01,8.900522747000000123e+00
8,4.000000000000000000e+02,9.422023857000000207e-07,1.348131391000000076e+04,8.518462457000000043e-01,8.900522747000000123e+00
9,4.500000000000000000e+02,1.035404314999999950e-06,1.342083609000000069e+04,8.480248224999999973e-01,8.900522747000000123e+00
10,5.000000000000000000e+02,1.138041859999999963e-06,1.344438870999999926e+04,8.495130459999999939e-01,9.812826327999999876e+00
11,5.500000000000000000e+02,1.279631842000000095e-06,1.372088224000000082e+04,8.669838935000000468e-01,1.380763207000000037e+01
12,6.000000000000000000e+02,1.498524968000000076e-06,1.469641625000000022e+04,9.286251393000000132e-01,2.142016922999999906e+01
13,6.500000000000000000e+02,1.869804755000000071e-06,1.774289257999999973e+04,1.121123394999999912e+00,4.039092373999999808e+01
14,7.000000000000000000e+02,2.619549890999999897e-06,2.656959202999999980e+04,1.678857666999999942e+00,9.257673708999999462e+01
15,7.500000000000000000e+02,3.796685499000000023e-06,4.087877320999999938e+04,2.583014512000000096e+00,1.000000000000000000e+02
16,8.000000000000000000e+02,4.951608456999999816e-06,5.074920044999999664e+04,3.206699002000000132e+00,1.000000000000000000e+02
17,8.500000000000000000e+02,6.099855747999999811e-06,5.449970180999999866e+04,3.443682616999999890e+00,1.000000000000000000e+02
18,9.000000000000000000e+02,7.250641694999999823e-06,5.611853884000000107e+04,3.545972368000000152e+00,1.000000000000000000e+02
19,9.500000000000000000e+02,8.405416240000000491e-06,5.671719251000000077e+04,3.583799606999999998e+00,1.000000000000000000e+02
20,1.000000000000000000e+03,9.562994194999999975e-06,5.695035902000000351e+04,3.598532742000000173e+00,1.000000000000000000e+02
21,1.050000000000000000e+03,1.072200412000000055e-05,5.702997002000000066e+04,3.603563136000000000e+00,1.000000000000000000e+02
22,1.100000000000000000e+03,1.188175300999999990e-05,5.701780866999999853e+04,3.602794695000000047e+00,1.000000000000000000e+02
23,1.150000000000000000e+03,1.304189620000000021e-05,5.691478070999999909e+04,3.596284648000000139e+00,1.000000000000000000e+02
24,1.200000000000000000e+03,1.420222251000000071e-05,5.680007734999999957e+04,3.589036865999999826e+00,1.000000000000000000e+02
25,1.250000000000000000e+03,1.536263841000000115e-05,5.670681711000000359e+04,3.583144014000000155e+00,1.000000000000000000e+02
26,1.300000000000000000e+03,1.652309717999999976e-05,5.661558871999999974e+04,3.577379549000000214e+00,1.000000000000000000e+02
27,1.350000000000000000e+03,1.768357753999999897e-05,5.653685897999999725e+04,3.572404838999999832e+00,1.000000000000000000e+02
28,1.400000000000000000e+03,1.884406962999999902e-05,5.646745412999999826e+04,3.568019341999999927e+00,1.000000000000000000e+02
29,1.450000000000000000e+03,2.000456815000000143e-05,5.639983907999999792e+04,3.563746937999999975e+00,1.000000000000000000e+02
30,1.500000000000000000e+03,2.116507010000000125e-05,5.634806635999999708e+04,3.560475564999999953e+00,1.000000000000000000e+02
31,1.550000000000000000e+03,2.232557383000000032e-05,5.630756614999999874e+04,3.557916470999999969e+00,1.000000000000000000e+02
32,1.600000000000000000e+03,2.348607848000000019e-05,5.626452894999999990e+04,3.555197070999999820e+00,1.000000000000000000e+02
33,1.650000000000000000e+03,2.464658359999999859e-05,5.620222920999999769e+04,3.551260526000000084e+00,1.000000000000000000e+02
34,1.700000000000000000e+03,2.580708893999999990e-05,5.616507140999999683e+04,3.548912629999999790e+00,1.000000000000000000e+02
35,1.750000000000000000e+03,2.696759440999999894e-05,5.612381208999999944e+04,3.546305568999999824e+00,1.000000000000000000e+02
36,1.800000000000000000e+03,2.812809995000000013e-05,5.605700351999999839e+04,3.542084124000000056e+00,1.000000000000000000e+02
37,1.850000000000000000e+03,2.928860552000000079e-05,5.602527960999999777e+04,3.540079580000000004e+00,1.000000000000000000e+02
38,1.900000000000000000e+03,3.044911110000000129e-05,5.596445240000000194e+04,3.536236080000000115e+00,1.000000000000000000e+02
39,1.950000000000000000e+03,3.160961668999999821e-05,5.592847916000000259e+04,3.533963031999999949e+00,1.000000000000000000e+02
40,2.000000000000000000e+03,3.277012228000000192e-05,5.586902064999999857e+04,3.530206016000000169e+00,1.000000000000000000e+02
41,2.050000000000000000e+03,3.284240736999999858e-05,5.586792659000000276e+04,3.530136886000000196e+00,2.134379142999999956e+01
42,2.100000000000000000e+03,3.734809525000000111e-05,5.536569342000000324e+04,3.498402185999999858e+00,1.000000000000000000e+03
43,2.150000000000000000e+03,4.895315119999999999e-05,5.455011048000000301e+04,3.446867799000000065e+00,1.000000000000000000e+03
44,2.200000000000000000e+03,6.055820714999999888e-05,5.400272017000000051e+04,3.412279746999999919e+00,1.000000000000000000e+03
45,2.250000000000000000e+03,7.216326310000000454e-05,5.332697522999999637e+04,3.369581328000000209e+00,1.000000000000000000e+03
46,2.300000000000000000e+03,8.376831905000000343e-05,5.254895483000000240e+04,3.320420411000000183e+00,1.000000000000000000e+03
47,2.350000000000000000e+03,9.537337500000000231e-05,5.168242128000000230e+04,3.265666597000000060e+00,1.000000000000000000e+03
48,2.400000000000000000e+03,1.069784310000000037e-04,5.069522740999999951e+04,3.203288597999999876e+00,1.000000000000000000e+03
49,2.450000000000000000e+03,1.185834869000000001e-04,4.963859386000000086e+04,3.136522900000000114e+00,1.000000000000000000e+03
50,2.500000000000000000e+03,1.301885428999999879e-04,4.851656990000000224e+04,3.065625366999999990e+00,1.000000000000000000e+03
51,2.550000000000000000e+03,1.417935988000000114e-04,4.733377339999999822e+04,2.990887788999999852e+00,1.000000000000000000e+03
52,2.600000000000000000e+03,1.533986548000000128e-04,4.610187569000000076e+04,2.913047643000000075e+00,1.000000000000000000e+03
53,2.650000000000000000e+03,1.650037107000000092e-04,4.480872912000000360e+04,2.831337353999999973e+00,1.000000000000000000e+03
54,2.700000000000000000e+03,1.766087667000000106e-04,4.345980576999999903e+04,2.746102688000000125e+00,1.000000000000000000e+03
55,2.750000000000000000e+03,1.882138226000000070e-04,4.208223801999999705e+04,2.659058062999999805e+00,1.000000000000000000e+03
56,2.800000000000000000e+03,1.998188786000000083e-04,4.066708282000000327e+04,2.569638392999999965e+00,1.000000000000000000e+03
57,2.850000000000000000e+03,2.114239345000000047e-04,3.916974165999999968e+04,2.475025623000000063e+00,1.000000000000000000e+03
58,2.900000000000000000e+03,2.230289905000000061e-04,3.765488354999999865e+04,2.379306006999999834e+00,1.000000000000000000e+03
59,2.950000000000000000e+03,2.346340464000000025e-04,3.607833389000000170e+04,2.279688275999999902e+00,1.000000000000000000e+03
60,3.000000000000000000e+03,2.462391023999999768e-04,3.446437604999999894e+04,2.177706827000000178e+00,1.000000000000000000e+03
61,3.050000000000000000e+03,3.028080987999999790e-04,2.648150777999999991e+04,1.673291870999999986e+00,1.000000000000000000e+04
62,3.100000000000000000e+03,4.188586582999999949e-04,9.494508707999999388e+03,5.999312566000000180e-01,1.000000000000000000e+04
63,3.150000000000000000e+03,5.349092178000000109e-04,1.172954234000000042e+03,7.411567350999999360e-02,1.000000000000000000e+04
64,3.200000000000000000e+03,6.509597772999999726e-04,1.981150392000000124e+02,1.251833117999999988e-02,1.000000000000000000e+04
65,3.250000000000000000e+03,7.670103368000000428e-04,1.937115412999999933e+02,1.224008654999999939e-02,1.000000000000000000e+04
66,3.300000000000000000e+03,8.830608963000000046e-04,3.250176577999999949e+02,2.053695012999999861e-02,1.000000000000000000e+04
67,3.350000000000000000e+03,9.991114557999999663e-04,7.669197706999999298e+01,4.845949968000000038e-03,1.000000000000000000e+04
68,3.400000000000000000e+03,1.115162014999999994e-03,1.997882913000000116e+01,1.262405927000000063e-03,1.000000000000000000e+04
69,3.450000000000000000e+03,1.231212575000000062e-03,1.546447313000000001e+01,9.771564897000000263e-04,1.000000000000000000e+04
70,3.500000000000000000e+03,1.347263133999999918e-03,1.285938913999999933e+01,8.125485712000000190e-04,1.000000000000000000e+04
71,3.550000000000000000e+03,1.463313693999999986e-03,1.132488271000000069e+01,7.155874329999999551e-04,1.000000000000000000e+04
72,3.600000000000000000e+03,1.579364253000000058e-03,9.758330602999999215e+00,6.166014189000000156e-04,1.000000000000000000e+04
73,3.650000000000000000e+03,1.695414812999999910e-03,8.093147114000000641e+00,5.113831655000000091e-04,1.000000000000000000e+04
74,3.700000000000000000e+03,1.811465371999999982e-03,6.793533685999999960e+00,4.292642543000000049e-04,1.000000000000000000e+04
75,3.750000000000000000e+03,1.927515932000000050e-03,5.771779554000000090e+00,3.647024892999999914e-04,1.000000000000000000e+04
76,3.800000000000000000e+03,2.043566490999999905e-03,4.856993240000000434e+00,3.068997193000000054e-04,1.000000000000000000e+04
77,3.850000000000000000e+03,2.159617051000000190e-03,4.047279936999999883e+00,2.557362168999999740e-04,1.000000000000000000e+04
78,3.900000000000000000e+03,2.275667610000000046e-03,3.352626705000000040e+00,2.118430361999999994e-04,1.000000000000000000e+04
79,3.950000000000000000e+03,2.391718169999999897e-03,2.762461361999999809e+00,1.745521509000000067e-04,1.000000000000000000e+04
80,4.000000000000000000e+03,2.507768729000000186e-03,2.264178570999999973e+00,1.430670650999999935e-04,1.000000000000000000e+04
81,4.050000000000000000e+03,2.623819289000000037e-03,1.843513108000000011e+00,1.164863996000000036e-04,1.000000000000000000e+04
82,4.100000000000000000e+03,2.739869847999999893e-03,1.492508517999999951e+00,9.430740845999999828e-05,1.000000000000000000e+04
83,4.150000000000000000e+03,2.855920408000000178e-03,1.199219081999999936e+00,7.577527523999999341e-05,1.000000000000000000e+04
84,4.200000000000000000e+03,2.971970967000000033e-03,9.568160310000000113e-01,6.045850938000000202e-05,1.000000000000000000e+04
85,4.250000000000000000e+03,3.088021526999999884e-03,7.577424816000000174e-01,4.787961264000000329e-05,1.000000000000000000e+04
86,4.300000000000000000e+03,3.204072086000000173e-03,5.958816362000000089e-01,3.765208183000000195e-05,1.000000000000000000e+04
87,4.350000000000000000e+03,3.320122646000000025e-03,4.645974506000000170e-01,2.935660400000000039e-05,1.000000000000000000e+04
88,4.400000000000000000e+03,3.436173204999999880e-03,3.597200698999999946e-01,2.272969778999999838e-05,1.000000000000000000e+04
89,4.450000000000000000e+03,3.552223765000000165e-03,2.762999629999999818e-01,1.745861624999999861e-05,1.000000000000000000e+04
90,4.500000000000000000e+03,3.668274324000000020e-03,2.106470180999999997e-01,1.331019161999999973e-05,1.000000000000000000e+04
91,4.550000000000000000e+03,3.848311271999999873e-03,8.791775003000000532e-02,5.555274935999999701e-06,3.887343394000000262e+04
92,4.600000000000000000e+03,4.314497524000000112e-03,2.657007481000000018e-02,1.678888172000000007e-06,4.207817311999999947e+04
93,4.650000000000000000e+03,4.802817077999999712e-03,6.275104325000000101e-03,3.965061636000000227e-07,4.207817311999999947e+04
94,4.700000000000000000e+03,5.291136630999999750e-03,1.318051045000000025e-03,8.328393220000000139e-08,4.207817311999999947e+04
95,4.750000000000000000e+03,5.779146215999999767e-03,2.524032197000000027e-04,1.594864836000000048e-08,4.493406476000000112e+04
96,4.800000000000000000e+03,6.247219483999999837e-03,4.808356412000000101e-05,3.038264952000000026e-09,4.382402807999999641e+04
97,4.850000000000000000e+03,6.755799782000000177e-03,7.400207011000000019e-06,4.675982325999999874e-10,4.382402807999999641e+04
