iter3 log_res CL CD CM
99 -5.38523 -0.0090159 3.937674 -1.1345772
100 -5.385629 -0.008234208 3.934798 -1.1392508
101 -5.386025 -0.007452642 3.931938 -1.1439182
102 -5.386418 -0.006671204 3.929094 -1.1485796
103 -5.386807 -0.005889888 3.926268 -1.1532346
104 -5.387193 -0.005108682 3.923456 -1.157884
105 -5.387576 -0.004327576 3.920662 -1.1625276
106 -5.387954 -0.003546552 3.917882 -1.1671658
107 -5.388329 -0.002765596 3.915118 -1.1717988
108 -5.3887 -0.0019846884 3.91237 -1.1764268
109 -5.389067 -0.0012038108 3.909636 -1.1810502
110 -5.389429 -0.0004229444 3.906918 -1.1856692
111 -5.389788 0.00035793 3.904214 -1.1902842
112 -5.390142 0.001138832 3.901526 -1.1948952
113 -5.390491 0.0019197814 3.898852 -1.1995028
114 -5.390836 0.002700796 3.896192 -1.204107
115 -5.391177 0.003481894 3.893548 -1.2087084
116 -5.391513 0.004263092 3.890916 -1.213307
117 -5.391845 0.00504441 3.8883 -1.2179032
118 -5.392172 0.005825858 3.885696 -1.2224972
119 -5.392494 0.006607454 3.883106 -1.2270894
120 -5.392811 0.007389212 3.880532 -1.2316798
121 -5.393123 0.008171144 3.877968 -1.236269
122 -5.393431 0.008953258 3.87542 -1.2408568
123 -5.393733 0.009735568 3.872884 -1.2454436
124 -5.394031 0.010518078 3.87036 -1.2500298
125 -5.394324 0.0113008 3.86785 -1.2546154
126 -5.394611 0.012083738 3.865354 -1.2592006
127 -5.394894 0.012866896 3.862868 -1.2637858
128 -5.395171 0.01365028 3.860396 -1.2683708
129 -5.395443 0.01443389 3.857936 -1.272956
130 -5.39571 0.015217726 3.855488 -1.2775416
131 -5.395972 0.01600179 3.853052 -1.2821274
132 -5.396229 0.01678608 3.85063 -1.286714
133 -5.39648 0.017570594 3.848218 -1.2913012
134 -5.396726 0.018355326 3.845818 -1.2958892
135 -5.396966 0.019140272 3.843428 -1.3004782
136 -5.397202 0.019925426 3.841052 -1.3050682
137 -5.397432 0.02071078 3.838686 -1.3096592
138 -5.397657 0.02149634 3.836332 -1.3142514
139 -5.397876 0.02228206 3.833988 -1.318845
140 -5.39809 0.02306798 3.831656 -1.3234396
141 -5.398299 0.02385406 3.829334 -1.3280358
142 -5.398503 0.02464028 3.827024 -1.3326334
143 -5.398701 0.02542668 3.824724 -1.3372326
144 -5.398894 0.02621322 3.822436 -1.3418334
145 -5.399081 0.02699988 3.820156 -1.3464356
146 -5.399264 0.02778664 3.817888 -1.3510396
147 -5.399441 0.0285735 3.81563 -1.3556452
148 -5.399613 0.02936042 3.813382 -1.3602524
149 -5.39978 0.0301474 3.811144 -1.364861
150 -5.399941 0.0309344 3.808916 -1.369471
151 -5.400098 0.0317214 3.806698 -1.3740822
152 -5.400249 0.03250834 3.804488 -1.3786948
153 -5.400396 0.03329524 3.80229 -1.3833086
154 -5.400538 0.03408206 3.8001 -1.3879232
155 -5.400675 0.03486874 3.797922 -1.3925388
156 -5.400807 0.03565528 3.79575 -1.397155
157 -5.400934 0.03644162 3.79359 -1.401772
158 -5.401056 0.03722776 3.791438 -1.4063892
159 -5.401174 0.03801364 3.789294 -1.4110068
160 -5.401287 0.03879924 3.78716 -1.4156244
161 -5.401396 0.0395845 3.785036 -1.4202418
162 -5.401501 0.04036942 3.78292 -1.4248592
163 -5.401601 0.04115396 3.780812 -1.429476
164 -5.401697 0.04193806 3.778714 -1.4340922
165 -5.401789 0.0427217 3.776624 -1.4387076
166 -5.401876 0.04350484 3.774542 -1.4433218
167 -5.401959 0.04428744 3.772468 -1.447935
168 -5.402038 0.04506946 3.770404 -1.4525466
169 -5.402113 0.04585088 3.768348 -1.4571566
170 -5.402184 0.04663164 3.766298 -1.4617648
171 -5.402251 0.04741172 3.764258 -1.4663708
172 -5.402314 0.04819108 3.762226 -1.4709746
173 -5.402373 0.04896968 3.760202 -1.4755758
174 -5.402429 0.04974746 3.758186 -1.4801744
175 -5.402481 0.05052442 3.756176 -1.48477
176 -5.40253 0.05130048 3.754176 -1.4893626
177 -5.402575 0.05207566 3.752182 -1.4939516
178 -5.402616 0.05284986 3.750196 -1.4985372
179 -5.402654 0.05362316 3.748218 -1.5031192
180 -5.402689 0.05439564 3.746246 -1.5076986
181 -5.402721 0.05516734 3.744284 -1.5122752
182 -5.40275 0.05593828 3.742328 -1.5168494
183 -5.402776 0.05670844 3.74038 -1.521421
184 -5.402799 0.05747786 3.738438 -1.52599
185 -5.402819 0.05824646 3.736504 -1.5305562
186 -5.402836 0.05901428 3.734578 -1.5351196
187 -5.402851 0.05978128 3.732658 -1.5396798
188 -5.402863 0.0605474 3.730746 -1.544237
189 -5.402873 0.06131266 3.728842 -1.5487908
190 -5.40288 0.06207698 3.726944 -1.5533412
191 -5.402884 0.06284036 3.725054 -1.5578876
192 -5.402887 0.06360276 3.72317 -1.56243
193 -5.402887 0.06436414 3.721292 -1.5669682
194 -5.402884 0.06512444 3.719422 -1.5715018
195 -5.40288 0.06588364 3.71756 -1.5760306
196 -5.402874 0.0666417 3.715704 -1.5805544
197 -5.402865 0.06739858 3.713854 -1.585073
198 -5.402855 0.06815424 3.712012 -1.589586
199 -5.402842 0.0689086 3.710176 -1.5940932
200 -5.402828 0.06966166 3.708346 -1.5985942
201 -5.402811 0.07041334 3.706522 -1.6030888
202 -5.402793 0.0711636 3.704706 -1.6075766
203 -5.402774 0.07191238 3.702896 -1.6120576
204 -5.402752 0.07265966 3.701094 -1.6165312
205 -5.402729 0.07340538 3.699296 -1.6209972
206 -5.402704 0.07414948 3.697506 -1.6254552
207 -5.402678 0.0748919 3.695722 -1.6299052
208 -5.40265 0.0756326 3.693944 -1.6343466
209 -5.40262 0.07637154 3.692172 -1.6387792
210 -5.402589 0.07710866 3.690408 -1.6432026
211 -5.402557 0.07784388 3.688648 -1.6476166
212 -5.402523 0.0785772 3.686896 -1.652021
213 -5.402488 0.07930852 3.685148 -1.6564152
214 -5.402451 0.0800378 3.683408 -1.6607992
215 -5.402413 0.080765 3.681674 -1.6651724
216 -5.402373 0.08149006 3.679944 -1.6695346
217 -5.402333 0.08221292 3.678222 -1.6738856
218 -5.402291 0.08293354 3.676504 -1.678225
219 -5.402248 0.08365184 3.674794 -1.6825524
220 -5.402203 0.0843678 3.673088 -1.6868676
221 -5.402157 0.08508132 3.67139 -1.6911702
222 -5.402111 0.0857924 3.669696 -1.69546
223 -5.402062 0.08650094 3.668008 -1.6997366
224 -5.402013 0.0872069 3.666326 -1.7039996
225 -5.401962 0.08791022 3.66465 -1.7082488
226 -5.401911 0.08861086 3.662978 -1.712484
227 -5.401858 0.08930876 3.661314 -1.7167046
228 -5.401804 0.09000386 3.659654 -1.7209106
229 -5.401748 0.0906961 3.658 -1.7251014
230 -5.401692 0.09138544 3.656352 -1.7292766
231 -5.401635 0.0920718 3.654708 -1.7334364
232 -5.401577 0.09275512 3.653072 -1.7375798
233 -5.401518 0.0934353 3.65144 -1.7417064
234 -5.401459 0.09411226 3.649812 -1.7458158
235 -5.401399 0.09478596 3.648192 -1.7499078
236 -5.401338 0.09545628 3.646576 -1.7539816
237 -5.401276 0.0961232 3.644966 -1.758037
238 -5.401212 0.09678664 3.643362 -1.7620736
239 -5.401148 0.0974465 3.641762 -1.7660912
240 -5.401083 0.09810276 3.64017 -1.770089
241 -5.401017 0.09875534 3.638582 -1.774067
242 -5.400949 0.09940416 3.636998 -1.7780246
243 -5.400881 0.10004916 3.635422 -1.7819614
244 -5.400811 0.10069028 3.63385 -1.7858772
245 -5.40074 0.10132744 3.632284 -1.7897716
246 -5.400668 0.1019606 3.630722 -1.7936442
247 -5.400595 0.10258968 3.629166 -1.7974946
248 -5.400521 0.10321462 3.627616 -1.8013222
249 -5.400445 0.10383534 3.626072 -1.8051272
250 -5.400369 0.10445178 3.624532 -1.8089086
251 -5.400291 0.10506388 3.622998 -1.8126664
252 -5.400211 0.10567156 3.621468 -1.8164002
253 -5.400131 0.10627476 3.619944 -1.8201096
254 -5.400049 0.10687342 3.618426 -1.823794
255 -5.399965 0.10746746 3.616914 -1.8274532
256 -5.39988 0.1080568 3.615406 -1.8310868
257 -5.399794 0.10864138 3.613902 -1.8346942
258 -5.399707 0.10922114 3.612406 -1.8382754
259 -5.399617 0.10979596 3.610914 -1.8418296
260 -5.399527 0.11036582 3.609428 -1.8453566
261 -5.399435 0.1109306 3.607946 -1.8488558
262 -5.399341 0.11149022 3.60647 -1.8523268
263 -5.399246 0.1120446 3.605 -1.855769
264 -5.399149 0.11259362 3.603534 -1.8591818
265 -5.399051 0.11313716 3.602074 -1.8625648
266 -5.398952 0.11367496 3.60062 -1.865916
267 -5.39885 0.11420678 3.59917 -1.8692344
268 -5.398748 0.1147326 3.597728 -1.8725198
269 -5.398643 0.11525244 3.596288 -1.8757724
270 -5.398538 0.11576626 3.594856 -1.878992
271 -5.39843 0.11627406 3.593428 -1.8821784
272 -5.398321 0.11677582 3.592006 -1.8853318
273 -5.39821 0.11727154 3.59059 -1.8884522
274 -5.398098 0.11776124 3.589178 -1.8915394
275 -5.397984 0.1182449 3.587772 -1.8945936
276 -5.397868 0.11872252 3.586372 -1.8976146
277 -5.39775 0.11919408 3.584976 -1.9006028
278 -5.397631 0.11965962 3.583586 -1.9035578
279 -5.397509 0.1201191 3.582202 -1.9064798
280 -5.397386 0.12057256 3.580824 -1.9093688
281 -5.397261 0.12101998 3.57945 -1.9122248
282 -5.397134 0.12146136 3.578082 -1.9150478
283 -5.397005 0.12189672 3.576718 -1.917838
284 -5.396873 0.12232604 3.57536 -1.9205954
285 -5.39674 0.12274936 3.574008 -1.9233198
286 -5.396605 0.12316664 3.572662 -1.9260114
287 -5.396468 0.12357792 3.57132 -1.9286702
288 -5.396328 0.12398318 3.569984 -1.9312964
289 -5.396186 0.12438244 3.568654 -1.9338898
290 -5.396043 0.1247757 3.567328 -1.9364504
291 -5.395897 0.12516296 3.566008 -1.9389786
292 -5.395748 0.12554424 3.564694 -1.9414742
293 -5.395598 0.12591954 3.563384 -1.9439372
294 -5.395445 0.12628888 3.56208 -1.9463678
295 -5.39529 0.12665226 3.560782 -1.9487662
296 -5.395133 0.1270097 3.559488 -1.9511324
297 -5.394974 0.12736122 3.5582 -1.9534662
298 -5.394813 0.12770684 3.556918 -1.955768
299 -5.394649 0.12804656 3.55564 -1.958038
300 -5.394483 0.12838038 3.55437 -1.9602758
301 -5.394314 0.12870836 3.553102 -1.9624818
302 -5.394143 0.1290305 3.551842 -1.9646562
303 -5.39397 0.1293468 3.550586 -1.9667988
304 -5.393795 0.1296573 3.549336 -1.9689098
305 -5.393617 0.129962 3.548092 -1.9709896
306 -5.393437 0.13026092 3.546852 -1.9730378
307 -5.393254 0.1305541 3.545618 -1.9750548
308 -5.393069 0.13084154 3.54439 -1.9770406
309 -5.392883 0.13112328 3.543166 -1.9789956
310 -5.392694 0.13139932 3.541948 -1.9809194
311 -5.392504 0.1316697 3.540736 -1.9828128
312 -5.392311 0.13193442 3.53953 -1.9846754
313 -5.392117 0.13219356 3.538328 -1.9865076
314 -5.39192 0.1324471 3.537132 -1.9883094
315 -5.391722 0.13269508 3.535942 -1.9900812
316 -5.391521 0.13293752 3.534756 -1.991823
317 -5.391319 0.13317448 3.533576 -1.993535
318 -5.391114 0.13340594 3.532402 -1.9952174
319 -5.390907 0.13363198 3.531234 -1.9968704
320 -5.390699 0.13385262 3.53007 -1.9984942
321 -5.390488 0.13406788 3.528912 -2.00009
322 -5.390276 0.13427782 3.52776 -2.001656
323 -5.390062 0.13448244 3.526614 -2.003192
324 -5.389846 0.13468182 3.525472 -2.004702
325 -5.389628 0.13487596 3.524336 -2.006182
326 -5.389408 0.13506494 3.523206 -2.007636
327 -5.389187 0.13524878 3.522082 -2.009062
328 -5.388964 0.13542754 3.520962 -2.01046
329 -5.388739 0.13560126 3.51985 -2.011832
330 -5.388513 0.13577 3.518742 -2.013178
331 -5.388286 0.1359338 3.51764 -2.014496
332 -5.388057 0.13609272 3.516542 -2.015788
333 -5.387828 0.13624684 3.515452 -2.017056
334 -5.387596 0.13639626 3.514368 -2.0183
335 -5.387364 0.13654102 3.513288 -2.019518
336 -5.387129 0.13668114 3.512214 -2.020712
337 -5.386893 0.1368167 3.511148 -2.021882
338 -5.386655 0.13694772 3.510086 -2.023028
339 -5.386416 0.13707424 3.50903 -2.024152
340 -5.386175 0.13719632 3.50798 -2.025252
341 -5.385933 0.13731398 3.506936 -2.026328
342 -5.385689 0.1374273 3.505896 -2.027382
343 -5.385444 0.1375363 3.504864 -2.028414
344 -5.385198 0.13764102 3.503838 -2.029424
345 -5.38495 0.13774154 3.502816 -2.030412
346 -5.384701 0.13783788 3.5018 -2.03138
347 -5.384451 0.1379301 3.500792 -2.032326
348 -5.3842 0.13801824 3.499788 -2.03325
349 -5.383947 0.13810236 3.49879 -2.034154
350 -5.383693 0.13818252 3.497798 -2.03504
351 -5.383437 0.13825874 3.496812 -2.035904
352 -5.383181 0.13833112 3.495832 -2.036748
353 -5.382924 0.13839966 3.494858 -2.037574
354 -5.382665 0.13846446 3.493888 -2.03838
355 -5.382405 0.13852554 3.492926 -2.039168
356 -5.382145 0.13858298 3.49197 -2.039938
357 -5.381883 0.13863684 3.491018 -2.04069
358 -5.38162 0.13868718 3.490074 -2.041426
359 -5.381356 0.13873402 3.489134 -2.042144
360 -5.381092 0.13877746 3.4882 -2.042844
361 -5.380826 0.13881754 3.487272 -2.04353
362 -5.38056 0.13885434 3.486352 -2.044198
363 -5.380292 0.1388879 3.485436 -2.044852
364 -5.380024 0.13891828 3.484526 -2.04549
365 -5.379755 0.13894556 3.483622 -2.046114
366 -5.379485 0.1389698 3.482724 -2.046724
367 -5.379215 0.13899104 3.481832 -2.04732
368 -5.378943 0.13900938 3.480946 -2.047902
369 -5.378671 0.13902486 3.480066 -2.048472
370 -5.378399 0.13903754 3.479192 -2.04903
371 -5.378125 0.1390475 3.478322 -2.049574
372 -5.377851 0.1390548 3.47746 -2.050108
373 -5.377576 0.13905952 3.476604 -2.050628
374 -5.377301 0.13906172 3.475754 -2.05114
375 -5.377025 0.13906144 3.47491 -2.05164
376 -5.376749 0.1390588 3.47407 -2.052132
377 -5.376472 0.1390538 3.473238 -2.052614
378 -5.376195 0.13904656 3.472412 -2.053086
379 -5.375917 0.13903712 3.471592 -2.05355
380 -5.375639 0.13902556 3.470778 -2.054006
381 -5.37536 0.13901194 3.46997 -2.054454
382 -5.375082 0.13899634 3.469168 -2.054894
383 -5.374803 0.13897878 3.468372 -2.055328
384 -5.374524 0.13895936 3.467582 -2.055756
385 -5.374246 0.13893814 3.466798 -2.056178
386 -5.373967 0.1389152 3.46602 -2.056596
387 -5.373688 0.13889056 3.465248 -2.057008
388 -5.37341 0.1388643 3.464482 -2.057414
389 -5.373132 0.1388365 3.463722 -2.057816
390 -5.372854 0.1388072 3.462968 -2.058216
391 -5.372577 0.13877648 3.462222 -2.058612
392 -5.3723 0.13874438 3.46148 -2.059004
393 -5.372025 0.13871096 3.460746 -2.059394
394 -5.37175 0.13867632 3.460016 -2.059784
395 -5.371476 0.13864048 3.459294 -2.06017
396 -5.371203 0.1386035 3.458578 -2.060556
397 -5.370931 0.1385655 3.457868 -2.06094
398 -5.370661 0.13852652 3.457164 -2.061324
399 -5.370393 0.1384867 3.456466 -2.06171
400 -5.370127 0.1384461 3.455774 -2.062096
401 -5.369862 0.13840472 3.455088 -2.062482
402 -5.3696 0.1383626 3.45441 -2.06287
403 -5.36934 0.13831974 3.453738 -2.06326
404 -5.369083 0.13827614 3.45307 -2.06365
405 -5.368828 0.1382318 3.45241 -2.064044
406 -5.368576 0.13818676 3.451756 -2.064436
407 -5.368327 0.13814098 3.45111 -2.064832
408 -5.368081 0.1380945 3.450468 -2.06523
409 -5.367839 0.1380473 3.449832 -2.065628
410 -5.367599 0.1379994 3.449204 -2.066028
411 -5.367364 0.13795076 3.448582 -2.06643
412 -5.367132 0.13790142 3.447966 -2.066834
413 -5.366904 0.13785134 3.447356 -2.06724
414 -5.366681 0.13780052 3.446752 -2.067646
415 -5.366461 0.13774896 3.446156 -2.068056
416 -5.366246 0.13769666 3.445566 -2.068466
417 -5.366036 0.13764358 3.44498 -2.068878
418 -5.36583 0.13758974 3.444402 -2.069292
419 -5.36563 0.1375351 3.443832 -2.069706
420 -5.365434 0.13747964 3.443266 -2.070122
421 -5.365244 0.13742336 3.442708 -2.07054
422 -5.365059 0.13736626 3.442154 -2.070958
423 -5.36488 0.13730828 3.441608 -2.071378
424 -5.364706 0.13724942 3.44107 -2.0718
425 -5.364538 0.13718966 3.440536 -2.072222
426 -5.364377 0.13712898 3.44001 -2.072644
427 -5.364221 0.13706736 3.439488 -2.073068
428 -5.364071 0.13700476 3.438974 -2.073492
429 -5.363929 0.13694118 3.438468 -2.073916
430 -5.363792 0.13687658 3.437966 -2.074342
431 -5.363662 0.13681094 3.437472 -2.074768
432 -5.363539 0.13674422 3.436984 -2.075192
433 -5.363423 0.1366764 3.436502 -2.075618
434 -5.363314 0.13660748 3.436026 -2.076044
435 -5.363211 0.1365374 3.435558 -2.076468
436 -5.363116 0.13646614 3.435096 -2.076892
437 -5.363028 0.13639368 3.43464 -2.077316
438 -5.362947 0.13632 3.43419 -2.07774
439 -5.362873 0.13624506 3.433746 -2.078162
440 -5.362807 0.13616882 3.43331 -2.078584
441 -5.362748 0.13609126 3.43288 -2.079004
442 -5.362696 0.13601234 3.432458 -2.079422
443 -5.362652 0.13593206 3.43204 -2.07984
444 -5.362615 0.13585038 3.43163 -2.080256
445 -5.362599 0.13576726 3.431226 -2.08067
446 -5.3626 0.13568298 3.430828 -2.081086
447 -5.362615 0.1355977 3.430438 -2.081506
448 -5.362642 0.13551156 3.430052 -2.081932
449 -5.362682 0.13542462 3.429672 -2.082366
450 -5.362733 0.13533698 3.4293 -2.082806
451 -5.362796 0.13524866 3.428932 -2.083258
452 -5.36287 0.13515974 3.42857 -2.08372
453 -5.362954 0.13507026 3.428214 -2.08419
454 -5.363049 0.13498024 3.427864 -2.084674
455 -5.363155 0.13488976 3.42752 -2.08517
456 -5.36327 0.13479882 3.427182 -2.085678
457 -5.363396 0.13470744 3.426848 -2.0862
458 -5.363531 0.13461568 3.42652 -2.086736
459 -5.363676 0.13452356 3.426198 -2.087286
460 -5.363831 0.1344311 3.42588 -2.08785
461 -5.363994 0.13433832 3.425568 -2.088428
462 -5.364167 0.13424522 3.425262 -2.089024
463 -5.364349 0.13415184 3.42496 -2.089634
464 -5.364539 0.1340582 3.424664 -2.09026
465 -5.364739 0.1339643 3.424372 -2.090904
466 -5.364948 0.13387014 3.424086 -2.091562
467 -5.365165 0.13377578 3.423806 -2.092238
468 -5.365392 0.13368118 3.42353 -2.092932
469 -5.365625 0.13358636 3.423258 -2.093642
470 -5.365864 0.13349132 3.422992 -2.094368
471 -5.36611 0.13339608 3.42273 -2.095114
472 -5.366362 0.13330066 3.422472 -2.095874
473 -5.366623 0.13320502 3.42222 -2.096654
474 -5.366891 0.13310918 3.421972 -2.09745
475 -5.367164 0.13301314 3.421728 -2.098262
476 -5.367444 0.13291686 3.421488 -2.099092
477 -5.367728 0.13282038 3.421254 -2.09994
478 -5.368019 0.13272362 3.421022 -2.100802
479 -5.368314 0.13262662 3.420796 -2.101682
480 -5.368615 0.13252932 3.420574 -2.102576
481 -5.368921 0.1324317 3.420356 -2.103486
482 -5.369232 0.13233374 3.42014 -2.104412
483 -5.369547 0.13223538 3.41993 -2.10535
484 -5.369868 0.13213658 3.419722 -2.106302
485 -5.370195 0.1320373 3.419518 -2.107266
486 -5.370526 0.13193744 3.419318 -2.108242
487 -5.370864 0.13183692 3.419122 -2.109228
488 -5.371208 0.13173564 3.418928 -2.110222
489 -5.371563 0.13163348 3.418738 -2.111222
490 -5.371933 0.1315302 3.41855 -2.112226
491 -5.372317 0.13142548 3.418364 -2.113228
492 -5.372698 0.13131898 3.41818 -2.114224
493 -5.373075 0.13121076 3.418 -2.115214
494 -5.373449 0.13110082 3.41782 -2.1162
495 -5.373819 0.13098922 3.417644 -2.11718
496 -5.374186 0.13087596 3.41747 -2.118154
497 -5.374547 0.13076108 3.417296 -2.119124
498 -5.374904 0.13064462 3.417126 -2.120088
499 -5.375256 0.13052662 3.416958 -2.121048
500 -5.375603 0.1304071 3.41679 -2.122002
501 -5.375945 0.1302861 3.416626 -2.122952
502 -5.37628 0.13016368 3.416462 -2.1239
503 -5.37661 0.13003986 3.416302 -2.124842
504 -5.376934 0.12991468 3.416142 -2.12578
505 -5.377252 0.12978818 3.415986 -2.126716
506 -5.377564 0.12966042 3.41583 -2.127646
507 -5.377869 0.12953142 3.415676 -2.128576
508 -5.378167 0.12940124 3.415524 -2.1295
509 -5.378458 0.12926994 3.415374 -2.130422
510 -5.378742 0.12913752 3.415224 -2.131342
511 -5.37902 0.12900408 3.415078 -2.13226
512 -5.37929 0.12886966 3.414932 -2.133176
513 -5.379553 0.12873428 3.414788 -2.13409
514 -5.379809 0.128598 3.414646 -2.135
515 -5.380057 0.1284609 3.414504 -2.135912
516 -5.380298 0.12832302 3.414366 -2.13682
517 -5.380532 0.1281844 3.414226 -2.13773
518 -5.380758 0.1280451 3.41409 -2.138638
519 -5.380976 0.12790518 3.413954 -2.139544
520 -5.381187 0.1277647 3.41382 -2.140452
521 -5.38139 0.1276237 3.413688 -2.14136
522 -5.381586 0.12748228 3.413556 -2.142268
523 -5.381774 0.12734046 3.413426 -2.143176
524 -5.381955 0.12719832 3.413296 -2.144086
525 -5.382128 0.12705594 3.413168 -2.144996
526 -5.382295 0.12691334 3.41304 -2.14591
527 -5.382454 0.12677064 3.412914 -2.146824
528 -5.382607 0.12662786 3.41279 -2.147742
529 -5.382752 0.1264851 3.412664 -2.148662
530 -5.382891 0.12634242 3.412542 -2.149584
531 -5.383024 0.12619992 3.412418 -2.15051
532 -5.38315 0.12605762 3.412298 -2.15144
533 -5.383269 0.12591566 3.412176 -2.152374
534 -5.383383 0.12577408 3.412056 -2.153312
535 -5.383491 0.12563298 3.411936 -2.154254
536 -5.383593 0.12549246 3.411818 -2.155204
537 -5.38369 0.12535256 3.4117 -2.156158
538 -5.383781 0.12521342 3.411582 -2.157118
539 -5.383867 0.12507512 3.411464 -2.158086
540 -5.383949 0.12493774 3.411348 -2.15906
541 -5.384025 0.12480138 3.411232 -2.160042
542 -5.384098 0.12466616 3.411116 -2.161032
543 -5.384166 0.12453216 3.411 -2.16203
544 -5.38423 0.1243995 3.410886 -2.163038
