iter log_res CL CD CM
19270 -7.674269 0.0635 0.07510408 -0.3559494
19271 -7.674258 0.06350014 0.0750994 -0.355949
19272 -7.674243 0.06350028 0.07509472 -0.3559486
19273 -7.674226 0.06350044 0.07509006 -0.3559482
19274 -7.674205 0.0635006 0.07508538 -0.3559478
19275 -7.674181 0.06350074 0.07508072 -0.3559476
19276 -7.674154 0.06350092 0.07507606 -0.3559472
19277 -7.674124 0.06350108 0.0750714 -0.355947
19278 -7.67409 0.06350124 0.07506674 -0.3559468
19279 -7.674054 0.06350142 0.07506208 -0.3559466
19280 -7.674014 0.0635016 0.07505742 -0.3559464
19281 -7.673972 0.06350178 0.07505278 -0.3559462
19282 -7.673926 0.06350196 0.07504812 -0.355946
19283 -7.673878 0.06350214 0.07504348 -0.3559458
19284 -7.673826 0.06350234 0.07503884 -0.3559456
19285 -7.673771 0.06350252 0.0750342 -0.3559456
19286 -7.673712 0.06350272 0.07502956 -0.3559456
19287 -7.67365 0.06350292 0.07502494 -0.3559454
19288 -7.673585 0.06350312 0.0750203 -0.3559454
19289 -7.673516 0.06350334 0.07501568 -0.3559454
19290 -7.673445 0.06350354 0.07501106 -0.3559454
19291 -7.67337 0.06350376 0.07500644 -0.3559454
19292 -7.673292 0.06350396 0.07500182 -0.3559454
19293 -7.673211 0.06350418 0.0749972 -0.3559454
19294 -7.673128 0.0635044 0.07499258 -0.3559456
19295 -7.673042 0.06350464 0.07498798 -0.3559456
19296 -7.672952 0.06350486 0.07498336 -0.3559458
19297 -7.672859 0.0635051 0.07497876 -0.3559458
19298 -7.672762 0.06350534 0.07497416 -0.355946
19299 -7.672662 0.06350556 0.07496956 -0.3559462
19300 -7.672559 0.06350582 0.07496498 -0.3559464
19301 -7.672453 0.06350606 0.07496038 -0.3559466
19302 -7.672344 0.0635063 0.07495578 -0.3559468
19303 -7.672231 0.06350656 0.0749512 -0.355947
19304 -7.672116 0.0635068 0.07494662 -0.3559472
19305 -7.671997 0.06350706 0.07494204 -0.3559476
19306 -7.671875 0.06350732 0.07493746 -0.3559478
19307 -7.67175 0.06350758 0.07493288 -0.3559482
19308 -7.671622 0.06350786 0.0749283 -0.3559486
19309 -7.67149 0.06350812 0.07492374 -0.3559488
19310 -7.671356 0.0635084 0.07491918 -0.3559492
19311 -7.671218 0.06350868 0.0749146 -0.3559496
19312 -7.671078 0.06350896 0.07491004 -0.35595
19313 -7.670934 0.06350924 0.07490548 -0.3559504
19314 -7.670787 0.06350952 0.07490094 -0.3559508
19315 -7.670637 0.0635098 0.07489638 -0.3559514
19316 -7.670484 0.0635101 0.07489182 -0.3559518
19317 -7.670328 0.0635104 0.07488728 -0.3559524
19318 -7.670169 0.0635107 0.07488274 -0.3559528
19319 -7.670007 0.063511 0.0748782 -0.3559534
19320 -7.669841 0.0635113 0.07487366 -0.355954
19321 -7.669672 0.0635116 0.07486912 -0.3559546
19322 -7.669499 0.06351192 0.07486458 -0.355955
19323 -7.669324 0.06351222 0.07486006 -0.3559558
19324 -7.669146 0.06351254 0.07485554 -0.3559564
19325 -7.668965 0.06351286 0.074851 -0.355957
19326 -7.66878 0.06351318 0.07484648 -0.3559576
19327 -7.668592 0.0635135 0.07484196 -0.3559584
19328 -7.668401 0.06351384 0.07483746 -0.355959
19329 -7.668207 0.06351416 0.07483294 -0.3559598
19330 -7.66801 0.0635145 0.07482844 -0.3559604
19331 -7.66781 0.06351484 0.07482392 -0.3559612
19332 -7.667607 0.06351518 0.07481942 -0.355962
19333 -7.667402 0.06351552 0.07481492 -0.3559628
19334 -7.667194 0.06351588 0.07481042 -0.3559636
19335 -7.666983 0.06351622 0.07480592 -0.3559644
19336 -7.666768 0.06351658 0.07480144 -0.3559652
19337 -7.666552 0.06351692 0.07479694 -0.355966
19338 -7.666332 0.06351728 0.07479246 -0.355967
19339 -7.666109 0.06351766 0.07478798 -0.3559678
19340 -7.665884 0.06351802 0.0747835 -0.3559688
19341 -7.665656 0.06351838 0.07477902 -0.3559696
19342 -7.665425 0.06351876 0.07477454 -0.3559706
19343 -7.665192 0.06351914 0.07477008 -0.3559716
19344 -7.664955 0.06351952 0.0747656 -0.3559726
19345 -7.664715 0.0635199 0.07476114 -0.3559736
19346 -7.664472 0.06352028 0.07475668 -0.3559746
19347 -7.664227 0.06352066 0.07475222 -0.3559756
19348 -7.663981 0.06352106 0.07474776 -0.3559766
19349 -7.663733 0.06352144 0.0747433 -0.3559778
19350 -7.663482 0.06352184 0.07473886 -0.3559788
19351 -7.663229 0.06352224 0.0747344 -0.35598
19352 -7.662973 0.06352264 0.07472996 -0.355981
19353 -7.662715 0.06352306 0.07472552 -0.3559822
19354 -7.662454 0.06352346 0.07472108 -0.3559834
19355 -7.66219 0.06352388 0.07471664 -0.3559846
19356 -7.661927 0.0635243 0.0747122 -0.3559858
19357 -7.661661 0.06352472 0.07470778 -0.355987
19358 -7.661395 0.06352514 0.07470334 -0.3559882
19359 -7.661126 0.06352556 0.07469892 -0.3559894
19360 -7.660854 0.06352598 0.0746945 -0.3559906
19361 -7.66058 0.06352642 0.07469008 -0.355992
19362 -7.660303 0.06352686 0.07468566 -0.3559932
19363 -7.660024 0.0635273 0.07468126 -0.3559946
19364 -7.659743 0.06352774 0.07467684 -0.355996
19365 -7.659459 0.06352818 0.07467244 -0.3559974
19366 -7.659173 0.06352862 0.07466804 -0.3559986
19367 -7.658884 0.06352908 0.07466364 -0.356
19368 -7.658593 0.06352954 0.07465924 -0.3560016
19369 -7.6583 0.06352998 0.07465484 -0.356003
19370 -7.658006 0.06353046 0.07465046 -0.3560044
19371 -7.65771 0.06353092 0.07464606 -0.3560058
19372 -7.657414 0.06353138 0.07464168 -0.3560074
19373 -7.657117 0.06353186 0.0746373 -0.3560088
19374 -7.656818 0.06353232 0.07463292 -0.3560104
19375 -7.656517 0.0635328 0.07462854 -0.356012
19376 -7.656214 0.06353328 0.07462416 -0.3560134
19377 -7.65591 0.06353376 0.0746198 -0.356015
19378 -7.655605 0.06353426 0.07461542 -0.3560166
19379 -7.655298 0.06353474 0.07461106 -0.3560182
19380 -7.65499 0.06353524 0.0746067 -0.3560198
19381 -7.654681 0.06353572 0.07460234 -0.3560216
19382 -7.654371 0.06353622 0.07459798 -0.3560232
19383 -7.654059 0.06353674 0.07459364 -0.3560248
19384 -7.653747 0.06353724 0.07458928 -0.3560266
19385 -7.653433 0.06353774 0.07458494 -0.3560284
19386 -7.653118 0.06353826 0.0745806 -0.35603
19387 -7.652803 0.06353878 0.07457626 -0.3560318
19388 -7.652486 0.06353928 0.07457192 -0.3560336
19389 -7.652168 0.06353982 0.07456758 -0.3560354
19390 -7.651851 0.06354034 0.07456326 -0.3560372
19391 -7.651533 0.06354086 0.07455892 -0.356039
19392 -7.651213 0.0635414 0.0745546 -0.3560408
19393 -7.650891 0.06354192 0.07455028 -0.3560426
19394 -7.650568 0.06354246 0.07454596 -0.3560446
19395 -7.650242 0.063543 0.07454164 -0.3560464
19396 -7.649916 0.06354354 0.07453734 -0.3560484
19397 -7.649589 0.0635441 0.07453302 -0.3560504
19398 -7.64926 0.06354464 0.07452872 -0.3560522
19399 -7.64893 0.0635452 0.0745244 -0.3560542
19400 -7.648599 0.06354576 0.0745201 -0.3560562
19401 -7.648268 0.06354632 0.0745158 -0.3560582
19402 -7.647935 0.06354688 0.07451152 -0.3560602
19403 -7.647602 0.06354744 0.07450722 -0.3560622
19404 -7.647267 0.063548 0.07450294 -0.3560642
19405 -7.646932 0.06354858 0.07449864 -0.3560664
19406 -7.646597 0.06354916 0.07449436 -0.3560684
19407 -7.646261 0.06354972 0.07449008 -0.3560706
19408 -7.645925 0.0635503 0.0744858 -0.3560726
19409 -7.645587 0.0635509 0.07448154 -0.3560748
19410 -7.645248 0.06355148 0.07447726 -0.356077
19411 -7.644908 0.06355206 0.074473 -0.356079
19412 -7.644567 0.06355266 0.07446872 -0.3560812
19413 -7.644225 0.06355326 0.07446446 -0.3560834
19414 -7.643883 0.06355386 0.0744602 -0.3560856
19415 -7.643539 0.06355446 0.07445596 -0.356088
19416 -7.643194 0.06355506 0.0744517 -0.3560902
19417 -7.642848 0.06355566 0.07444744 -0.3560924
19418 -7.6425 0.06355628 0.0744432 -0.3560946
19419 -7.642151 0.06355688 0.07443896 -0.356097
19420 -7.641802 0.0635575 0.07443472 -0.3560992
19421 -7.641453 0.06355812 0.07443048 -0.3561016
19422 -7.641103 0.06355874 0.07442624 -0.356104
19423 -7.640752 0.06355936 0.07442202 -0.3561062
19424 -7.640401 0.06355998 0.07441778 -0.3561086
19425 -7.640049 0.06356062 0.07441356 -0.356111
19426 -7.639697 0.06356126 0.07440934 -0.3561134
19427 -7.639343 0.06356188 0.07440512 -0.3561158
19428 -7.63899 0.06356252 0.0744009 -0.3561182
19429 -7.638635 0.06356316 0.07439668 -0.3561208
19430 -7.638281 0.0635638 0.07439246 -0.3561232
19431 -7.637925 0.06356446 0.07438826 -0.3561256
19432 -7.63757 0.0635651 0.07438406 -0.3561282
19433 -7.637214 0.06356576 0.07437986 -0.3561306
19434 -7.636858 0.0635664 0.07437566 -0.3561332
19435 -7.636501 0.06356706 0.07437146 -0.3561356
19436 -7.636144 0.06356772 0.07436726 -0.3561382
19437 -7.635786 0.06356838 0.07436308 -0.3561408
19438 -7.635427 0.06356906 0.07435888 -0.3561434
19439 -7.635068 0.06356972 0.0743547 -0.356146
19440 -7.634709 0.06357038 0.07435052 -0.3561486
19441 -7.634349 0.06357106 0.07434634 -0.3561512
19442 -7.633988 0.06357174 0.07434216 -0.3561538
19443 -7.633627 0.06357242 0.07433798 -0.3561564
19444 -7.633266 0.0635731 0.07433382 -0.356159
19445 -7.632905 0.06357378 0.07432966 -0.3561618
19446 -7.632543 0.06357446 0.07432548 -0.3561644
19447 -7.632181 0.06357514 0.07432132 -0.3561672
19448 -7.63182 0.06357584 0.07431716 -0.3561698
19449 -7.631459 0.06357654 0.07431302 -0.3561726
19450 -7.631098 0.06357722 0.07430886 -0.3561752
19451 -7.630737 0.06357792 0.0743047 -0.356178
19452 -7.630374 0.06357862 0.07430056 -0.3561808
19453 -7.63001 0.06357932 0.07429642 -0.3561836
19454 -7.629645 0.06358004 0.07429228 -0.3561864
19455 -7.629278 0.06358074 0.07428814 -0.3561892
19456 -7.628911 0.06358144 0.074284 -0.356192
19457 -7.628542 0.06358216 0.07427988 -0.3561948
19458 -7.628173 0.06358288 0.07427574 -0.3561976
19459 -7.627803 0.0635836 0.07427162 -0.3562004
19460 -7.627433 0.06358432 0.0742675 -0.3562032
19461 -7.627062 0.06358504 0.07426336 -0.3562062
19462 -7.62669 0.06358576 0.07425926 -0.356209
19463 -7.626318 0.06358648 0.07425514 -0.3562118
19464 -7.625947 0.0635872 0.07425102 -0.3562148
19465 -7.625576 0.06358794 0.07424692 -0.3562178
19466 -7.625207 0.06358868 0.0742428 -0.3562206
19467 -7.624837 0.0635894 0.0742387 -0.3562236
19468 -7.624467 0.06359014 0.0742346 -0.3562266
19469 -7.624097 0.06359088 0.0742305 -0.3562294
19470 -7.623725 0.06359162 0.0742264 -0.3562324
19471 -7.623353 0.06359236 0.07422232 -0.3562354
19472 -7.62298 0.06359312 0.07421822 -0.3562384
19473 -7.622607 0.06359386 0.07421414 -0.3562414
19474 -7.622234 0.0635946 0.07421006 -0.3562444
19475 -7.621859 0.06359536 0.07420598 -0.3562474
19476 -7.621484 0.06359612 0.0742019 -0.3562504
19477 -7.621107 0.06359688 0.07419782 -0.3562536
19478 -7.620729 0.06359762 0.07419374 -0.3562566
19479 -7.620352 0.0635984 0.07418968 -0.3562596
19480 -7.619975 0.06359916 0.07418562 -0.3562628
19481 -7.619599 0.06359992 0.07418154 -0.3562658
19482 -7.619224 0.06360068 0.07417748 -0.356269
19483 -7.61885 0.06360146 0.07417342 -0.356272
19484 -7.618477 0.06360222 0.07416938 -0.3562752
19485 -7.618104 0.063603 0.07416532 -0.3562782
19486 -7.617731 0.06360376 0.07416126 -0.3562814
19487 -7.617361 0.06360454 0.07415722 -0.3562846
19488 -7.616991 0.06360532 0.07415318 -0.3562878
19489 -7.616621 0.0636061 0.07414914 -0.3562908
19490 -7.616252 0.06360688 0.0741451 -0.356294
19491 -7.615884 0.06360768 0.07414106 -0.3562972
19492 -7.615519 0.06360846 0.07413702 -0.3563004
19493 -7.615155 0.06360924 0.074133 -0.3563036
19494 -7.614791 0.06361004 0.07412896 -0.3563068
19495 -7.614426 0.06361082 0.07412494 -0.3563102
19496 -7.614062 0.06361162 0.07412092 -0.3563134
19497 -7.613698 0.06361242 0.0741169 -0.3563166
19498 -7.613335 0.06361322 0.07411288 -0.3563198
19499 -7.612973 0.06361402 0.07410888 -0.3563232
19500 -7.612612 0.06361482 0.07410486 -0.3563264
19501 -7.612251 0.06361562 0.07410086 -0.3563296
19502 -7.61189 0.06361642 0.07409684 -0.356333
19503 -7.611531 0.06361724 0.07409284 -0.3563362
19504 -7.611171 0.06361804 0.07408884 -0.3563396
19505 -7.610812 0.06361886 0.07408484 -0.356343
19506 -7.610455 0.06361966 0.07408086 -0.3563462
19507 -7.610099 0.06362048 0.07407686 -0.3563496
19508 -7.609743 0.0636213 0.07407288 -0.356353
19509 -7.609388 0.06362212 0.07406888 -0.3563562
19510 -7.609033 0.06362294 0.0740649 -0.3563596
19511 -7.608679 0.06362376 0.07406092 -0.356363
19512 -7.608325 0.06362458 0.07405694 -0.3563664
19513 -7.607972 0.0636254 0.07405298 -0.3563698
19514 -7.607619 0.06362622 0.074049 -0.3563732
19515 -7.607267 0.06362706 0.07404502 -0.3563766
19516 -7.606916 0.06362788 0.07404106 -0.35638
19517 -7.606565 0.06362872 0.0740371 -0.3563836
19518 -7.606215 0.06362956 0.07403314 -0.356387
19519 -7.605865 0.0636304 0.07402918 -0.3563904
19520 -7.605516 0.06363124 0.07402522 -0.3563938
19521 -7.605167 0.06363206 0.07402128 -0.3563974
19522 -7.60482 0.06363292 0.07401732 -0.3564008
19523 -7.604473 0.06363376 0.07401338 -0.3564044
19524 -7.604127 0.0636346 0.07400942 -0.3564078
19525 -7.603782 0.06363544 0.07400548 -0.3564114
19526 -7.603438 0.0636363 0.07400154 -0.3564148
19527 -7.603095 0.06363714 0.07399762 -0.3564184
19528 -7.602753 0.063638 0.07399368 -0.3564218
19529 -7.602412 0.06363886 0.07398974 -0.3564254
19530 -7.602073 0.0636397 0.07398582 -0.356429
19531 -7.601734 0.06364056 0.0739819 -0.3564326
19532 -7.601397 0.06364142 0.07397798 -0.3564362
19533 -7.601062 0.06364228 0.07397406 -0.3564396
19534 -7.600728 0.06364314 0.07397014 -0.3564432
19535 -7.600395 0.06364402 0.07396622 -0.3564468
19536 -7.600061 0.06364488 0.0739623 -0.3564504
19537 -7.599726 0.06364574 0.0739584 -0.3564542
19538 -7.599391 0.06364662 0.0739545 -0.3564578
19539 -7.599057 0.06364748 0.07395058 -0.3564614
19540 -7.598724 0.06364836 0.07394668 -0.356465
19541 -7.598392 0.06364924 0.0739428 -0.3564686
19542 -7.59806 0.06365012 0.0739389 -0.3564724
19543 -7.59773 0.063651 0.073935 -0.356476
19544 -7.5974 0.06365188 0.07393112 -0.3564796
19545 -7.597069 0.06365276 0.07392722 -0.3564834
19546 -7.596738 0.06365364 0.07392334 -0.356487
19547 -7.596405 0.06365452 0.07391946 -0.3564908
19548 -7.596071 0.06365542 0.07391558 -0.3564946
19549 -7.59574 0.0636563 0.0739117 -0.3564982
19550 -7.595407 0.0636572 0.07390784 -0.356502
19551 -7.595075 0.06365808 0.07390396 -0.3565058
19552 -7.59474 0.06365898 0.0739001 -0.3565094
19553 -7.594407 0.06365988 0.07389624 -0.3565132
19554 -7.594075 0.06366078 0.07389236 -0.356517
19555 -7.593746 0.06366168 0.0738885 -0.3565208
19556 -7.593418 0.06366258 0.07388466 -0.3565246
19557 -7.593091 0.06366348 0.0738808 -0.3565284
19558 -7.592766 0.06366438 0.07387694 -0.3565322
19559 -7.592443 0.0636653 0.0738731 -0.356536
19560 -7.592121 0.0636662 0.07386926 -0.35654
19561 -7.591801 0.06366712 0.07386542 -0.3565438
19562 -7.591483 0.06366802 0.07386158 -0.3565476
19563 -7.591167 0.06366894 0.07385774 -0.3565514
19564 -7.590852 0.06366986 0.0738539 -0.3565554
19565 -7.59054 0.06367078 0.07385006 -0.3565592
19566 -7.59023 0.0636717 0.07384624 -0.3565632
19567 -7.58992 0.06367262 0.07384242 -0.356567
19568 -7.58961 0.06367354 0.0738386 -0.356571
19569 -7.589302 0.06367448 0.07383478 -0.3565748
19570 -7.588997 0.0636754 0.07383096 -0.3565788
19571 -7.588693 0.06367632 0.07382714 -0.3565828
19572 -7.588391 0.06367726 0.07382332 -0.3565868
19573 -7.588089 0.0636782 0.07381952 -0.3565906
19574 -7.587788 0.06367912 0.0738157 -0.3565946
19575 -7.58749 0.06368006 0.0738119 -0.3565986
19576 -7.587192 0.063681 0.0738081 -0.3566026
19577 -7.586897 0.06368194 0.0738043 -0.3566066
19578 -7.586603 0.06368288 0.07380052 -0.3566106
19579 -7.586311 0.06368384 0.07379672 -0.3566148
19580 -7.58602 0.06368478 0.07379292 -0.3566188
19581 -7.58573 0.06368572 0.07378914 -0.3566228
19582 -7.585441 0.06368668 0.07378536 -0.3566268
19583 -7.585154 0.06368762 0.07378158 -0.356631
19584 -7.584871 0.06368858 0.0737778 -0.356635
19585 -7.584588 0.06368954 0.07377402 -0.356639
19586 -7.584304 0.0636905 0.07377024 -0.3566432
19587 -7.584022 0.06369146 0.07376648 -0.3566474
19588 -7.583741 0.06369242 0.0737627 -0.3566514
19589 -7.583461 0.06369338 0.07375894 -0.3566556
19590 -7.583181 0.06369434 0.07375518 -0.3566598
19591 -7.582903 0.06369532 0.07375142 -0.3566638
19592 -7.582626 0.06369628 0.07374766 -0.356668
19593 -7.58235 0.06369726 0.0737439 -0.3566722
19594 -7.582075 0.06369822 0.07374016 -0.3566764
19595 -7.581801 0.0636992 0.0737364 -0.3566806
19596 -7.581527 0.06370018 0.07373266 -0.3566848
19597 -7.581254 0.06370116 0.07372892 -0.356689
19598 -7.580982 0.06370214 0.07372518 -0.3566932
19599 -7.580712 0.06370312 0.07372144 -0.3566974
19600 -7.580442 0.0637041 0.0737177 -0.3567018
19601 -7.580174 0.06370508 0.07371398 -0.356706
19602 -7.579907 0.06370608 0.07371024 -0.3567102
19603 -7.579641 0.06370706 0.07370652 -0.3567146
19604 -7.579375 0.06370806 0.0737028 -0.3567188
19605 -7.579108 0.06370906 0.07369908 -0.3567232
19606 -7.578843 0.06371004 0.07369536 -0.3567274
19607 -7.578578 0.06371104 0.07369164 -0.3567318
19608 -7.578314 0.06371204 0.07368794 -0.3567362
19609 -7.578051 0.06371304 0.07368422 -0.3567404
19610 -7.577787 0.06371404 0.07368052 -0.3567448
19611 -7.577522 0.06371506 0.07367682 -0.3567492
19612 -7.577258 0.06371606 0.07367312 -0.3567536
19613 -7.576994 0.06371708 0.07366942 -0.356758
19614 -7.576729 0.06371808 0.07366572 -0.3567624
19615 -7.576462 0.0637191 0.07366202 -0.3567668
19616 -7.576193 0.0637201 0.07365834 -0.3567712
19617 -7.575924 0.06372112 0.07365464 -0.3567756
19618 -7.575657 0.06372214 0.07365096 -0.35678
19619 -7.57539 0.06372316 0.07364728 -0.3567846
19620 -7.575124 0.06372418 0.0736436 -0.356789
19621 -7.574858 0.06372522 0.07363992 -0.3567934
19622 -7.574593 0.06372624 0.07363624 -0.356798
19623 -7.574331 0.06372726 0.07363258 -0.3568024
19624 -7.57407 0.0637283 0.0736289 -0.356807
19625 -7.573812 0.06372932 0.07362524 -0.3568114
19626 -7.573556 0.06373036 0.07362158 -0.356816
19627 -7.573301 0.0637314 0.07361792 -0.3568206
19628 -7.573047 0.06373244 0.07361426 -0.3568252
19629 -7.572794 0.06373348 0.0736106 -0.3568296
19630 -7.572543 0.06373452 0.07360696 -0.3568342
19631 -7.572294 0.06373556 0.0736033 -0.3568388
19632 -7.572048 0.0637366 0.07359966 -0.3568434
19633 -7.571804 0.06373764 0.07359602 -0.356848
19634 -7.571562 0.0637387 0.07359238 -0.3568526
19635 -7.571323 0.06373974 0.07358874 -0.3568572
19636 -7.571086 0.0637408 0.0735851 -0.3568618
19637 -7.570853 0.06374186 0.07358148 -0.3568666
19638 -7.570622 0.0637429 0.07357784 -0.3568712
19639 -7.570392 0.06374396 0.07357422 -0.3568758
19640 -7.570162 0.06374502 0.07357058 -0.3568806
19641 -7.569934 0.06374608 0.07356696 -0.3568852
19642 -7.569708 0.06374716 0.07356334 -0.35689
19643 -7.569484 0.06374822 0.07355974 -0.3568946
19644 -7.569261 0.06374928 0.07355612 -0.3568994
19645 -7.569038 0.06375036 0.0735525 -0.3569042
19646 -7.568817 0.06375142 0.0735489 -0.3569088
19647 -7.5686 0.0637525 0.0735453 -0.3569136
19648 -7.568384 0.06375356 0.07354168 -0.3569184
19649 -7.56817 0.06375464 0.07353808 -0.3569232
19650 -7.567958 0.06375572 0.0735345 -0.356928
19651 -7.567747 0.0637568 0.0735309 -0.3569328
19652 -7.567537 0.06375788 0.0735273 -0.3569376
19653 -7.567328 0.06375896 0.07352372 -0.3569424
19654 -7.567121 0.06376004 0.07352012 -0.3569472
19655 -7.566914 0.06376114 0.07351654 -0.356952
19656 -7.566707 0.06376222 0.07351296 -0.3569568
19657 -7.5665 0.06376332 0.07350938 -0.3569616
19658 -7.566293 0.0637644 0.0735058 -0.3569666
19659 -7.566086 0.0637655 0.07350224 -0.3569714
19660 -7.565879 0.0637666 0.07349866 -0.3569764
19661 -7.565674 0.06376768 0.0734951 -0.3569812
19662 -7.565468 0.06376878 0.07349152 -0.3569862
19663 -7.565263 0.06376988 0.07348796 -0.356991
19664 -7.565059 0.06377098 0.0734844 -0.356996
19665 -7.564856 0.0637721 0.07348084 -0.3570008
19666 -7.564654 0.0637732 0.0734773 -0.3570058
19667 -7.564452 0.0637743 0.07347374 -0.3570108
19668 -7.564252 0.06377542 0.0734702 -0.3570158
19669 -7.564051 0.06377652 0.07346664 -0.3570208
19670 -7.56385 0.06377764 0.0734631 -0.3570258
19671 -7.56365 0.06377874 0.07345956 -0.3570308
19672 -7.563451 0.06377986 0.07345602 -0.3570358
19673 -7.563254 0.06378098 0.07345248 -0.3570408
19674 -7.563056 0.0637821 0.07344894 -0.3570458
19675 -7.562861 0.06378322 0.07344542 -0.3570508
19676 -7.562667 0.06378434 0.07344188 -0.3570558
19677 -7.562472 0.06378546 0.07343836 -0.3570608
19678 -7.562277 0.06378658 0.07343484 -0.357066
19679 -7.562083 0.06378772 0.07343132 -0.357071
19680 -7.561889 0.06378884 0.0734278 -0.357076
19681 -7.561697 0.06378998 0.07342428 -0.3570812
19682 -7.561506 0.0637911 0.07342078 -0.3570862
19683 -7.561316 0.06379224 0.07341726 -0.3570914
19684 -7.561126 0.06379338 0.07341376 -0.3570966
19685 -7.560936 0.0637945 0.07341024 -0.3571016
19686 -7.560747 0.06379564 0.07340674 -0.3571068
19687 -7.560558 0.06379678 0.07340324 -0.357112
19688 -7.560371 0.06379792 0.07339974 -0.357117
19689 -7.560183 0.06379906 0.07339626 -0.3571222
19690 -7.559998 0.06380022 0.07339276 -0.3571274
19691 -7.559814 0.06380136 0.07338928 -0.3571326
19692 -7.55963 0.0638025 0.07338578 -0.3571378
19693 -7.559448 0.06380366 0.0733823 -0.357143
19694 -7.559269 0.0638048 0.07337882 -0.3571482
19695 -7.559092 0.06380596 0.07337534 -0.3571534
19696 -7.558918 0.0638071 0.07337186 -0.3571586
19697 -7.558745 0.06380826 0.07336838 -0.3571638
19698 -7.558573 0.06380942 0.07336492 -0.3571692
19699 -7.558401 0.06381058 0.07336144 -0.3571744
19700 -7.558231 0.06381174 0.07335798 -0.3571796
19701 -7.558063 0.0638129 0.07335452 -0.357185
19702 -7.557896 0.06381406 0.07335106 -0.3571902
19703 -7.55773 0.06381522 0.0733476 -0.3571954
19704 -7.557567 0.06381638 0.07334414 -0.3572008
19705 -7.557403 0.06381754 0.07334068 -0.357206
19706 -7.55724 0.06381872 0.07333724 -0.3572114
19707 -7.55708 0.06381988 0.07333378 -0.3572168
19708 -7.556921 0.06382106 0.07333034 -0.357222
19709 -7.556765 0.06382222 0.0733269 -0.3572274
19710 -7.55661 0.0638234 0.07332344 -0.3572328
19711 -7.556458 0.06382458 0.07332002 -0.3572382
19712 -7.556308 0.06382574 0.07331658 -0.3572434
19713 -7.556157 0.06382692 0.07331314 -0.3572488
19714 -7.556003 0.0638281 0.0733097 -0.3572542
19715 -7.555849 0.06382928 0.07330628 -0.3572596
19716 -7.555698 0.06383046 0.07330286 -0.357265
19717 -7.555549 0.06383166 0.07329942 -0.3572704
19718 -7.5554 0.06383284 0.073296 -0.3572758
19719 -7.555251 0.06383402 0.07329258 -0.3572812
19720 -7.555103 0.0638352 0.07328918 -0.3572866
19721 -7.554958 0.0638364 0.07328576 -0.3572922
19722 -7.554815 0.06383758 0.07328234 -0.3572976
19723 -7.554675 0.06383878 0.07327894 -0.357303
19724 -7.554538 0.06383996 0.07327554 -0.3573086
19725 -7.554403 0.06384116 0.07327212 -0.357314
19726 -7.554271 0.06384236 0.07326872 -0.3573194
19727 -7.554142 0.06384356 0.07326532 -0.357325
19728 -7.554016 0.06384474 0.07326194 -0.3573304
19729 -7.553893 0.06384594 0.07325854 -0.357336
19730 -7.55377 0.06384714 0.07325514 -0.3573414
19731 -7.553648 0.06384834 0.07325176 -0.357347
19732 -7.553529 0.06384956 0.07324836 -0.3573526
19733 -7.553409 0.06385076 0.07324498 -0.357358
19734 -7.553292 0.06385196 0.0732416 -0.3573636
19735 -7.553177 0.06385316 0.07323822 -0.3573692
19736 -7.553062 0.06385438 0.07323484 -0.3573746
19737 -7.55295 0.06385558 0.07323148 -0.3573802
19738 -7.55284 0.0638568 0.0732281 -0.3573858
19739 -7.552732 0.063858 0.07322474 -0.3573914
19740 -7.552625 0.06385922 0.07322136 -0.357397
19741 -7.552521 0.06386044 0.073218 -0.3574026
19742 -7.552419 0.06386164 0.07321464 -0.3574082
19743 -7.552319 0.06386286 0.07321128 -0.3574138
19744 -7.552221 0.06386408 0.07320792 -0.3574194
19745 -7.552126 0.0638653 0.07320456 -0.357425
19746 -7.552032 0.06386652 0.07320122 -0.3574306
19747 -7.551941 0.06386774 0.07319786 -0.3574364
19748 -7.551852 0.06386896 0.07319452 -0.357442
19749 -7.551764 0.06387018 0.07319116 -0.3574476
19750 -7.551679 0.0638714 0.07318782 -0.3574532
19751 -7.551594 0.06387264 0.07318448 -0.357459
19752 -7.551512 0.06387386 0.07318114 -0.3574646
19753 -7.551431 0.06387508 0.0731778 -0.3574704
19754 -7.55135 0.06387632 0.07317448 -0.357476
19755 -7.551272 0.06387754 0.07317114 -0.3574816
19756 -7.551194 0.06387878 0.07316782 -0.3574874
19757 -7.551118 0.06388 0.07316448 -0.3574932
19758 -7.551042 0.06388124 0.07316116 -0.3574988
19759 -7.550966 0.06388248 0.07315784 -0.3575046
19760 -7.550889 0.06388372 0.07315452 -0.3575102
19761 -7.550812 0.06388494 0.0731512 -0.357516
19762 -7.550734 0.06388618 0.0731479 -0.3575218
19763 -7.550656 0.06388742 0.07314458 -0.3575274
19764 -7.55058 0.06388866 0.07314128 -0.3575332
19765 -7.550506 0.0638899 0.07313796 -0.357539
19766 -7.550432 0.06389114 0.07313466 -0.3575448
19767 -7.550357 0.0638924 0.07313136 -0.3575506
19768 -7.550284 0.06389364 0.07312806 -0.3575564
19769 -7.550212 0.06389488 0.07312476 -0.3575622
19770 -7.550136 0.06389612 0.07312146 -0.357568
19771 -7.550061 0.06389738 0.07311816 -0.3575738
19772 -7.549987 0.06389862 0.07311488 -0.3575796
