iter log_res CL CD CM
16367 -6.835266 0.06232036 0.08515956 -0.3507288
16368 -6.835756 0.06232568 0.0851604 -0.350759
16369 -6.836246 0.062331 0.08516122 -0.3507892
16370 -6.836736 0.06233632 0.08516204 -0.3508192
16371 -6.837226 0.06234162 0.08516286 -0.3508494
16372 -6.837717 0.06234694 0.0851637 -0.3508794
16373 -6.838209 0.06235224 0.08516452 -0.3509096
16374 -6.8387 0.06235754 0.08516534 -0.3509396
16375 -6.839193 0.06236286 0.08516616 -0.3509698
16376 -6.839685 0.06236816 0.08516696 -0.3509998
16377 -6.84018 0.06237346 0.08516778 -0.35103
16378 -6.840674 0.06237876 0.0851686 -0.35106
16379 -6.841164 0.06238404 0.08516942 -0.35109
16380 -6.841656 0.06238934 0.08517022 -0.3511202
16381 -6.84215 0.06239464 0.08517104 -0.3511502
16382 -6.842645 0.06239992 0.08517184 -0.3511802
16383 -6.843138 0.0624052 0.08517266 -0.3512102
16384 -6.843632 0.0624105 0.08517346 -0.3512402
16385 -6.844128 0.06241578 0.08517426 -0.3512702
16386 -6.844625 0.06242106 0.08517508 -0.3513002
16387 -6.84512 0.06242634 0.08517588 -0.3513302
16388 -6.845617 0.06243162 0.08517668 -0.3513602
16389 -6.846116 0.0624369 0.08517748 -0.3513902
16390 -6.846617 0.06244216 0.08517828 -0.35142
16391 -6.847119 0.06244744 0.08517908 -0.35145
16392 -6.847624 0.0624527 0.08517988 -0.35148
16393 -6.848131 0.06245796 0.08518068 -0.3515098
16394 -6.848641 0.06246322 0.08518146 -0.3515398
16395 -6.849149 0.06246848 0.08518226 -0.3515696
16396 -6.84966 0.06247374 0.08518304 -0.3515996
16397 -6.850173 0.062479 0.08518384 -0.3516294
16398 -6.850686 0.06248426 0.08518462 -0.3516592
16399 -6.851197 0.0624895 0.08518542 -0.3516892
16400 -6.851708 0.06249476 0.0851862 -0.351719
16401 -6.852219 0.0625 0.08518698 -0.3517488
16402 -6.852729 0.06250524 0.08518776 -0.3517786
16403 -6.853238 0.06251048 0.08518856 -0.3518084
16404 -6.853749 0.06251572 0.08518934 -0.3518382
16405 -6.854256 0.06252096 0.0851901 -0.351868
16406 -6.854764 0.0625262 0.08519088 -0.3518978
16407 -6.855273 0.06253142 0.08519166 -0.3519274
16408 -6.855785 0.06253666 0.08519244 -0.3519572
16409 -6.856298 0.06254188 0.08519322 -0.351987
16410 -6.856812 0.0625471 0.08519398 -0.3520166
16411 -6.857321 0.06255232 0.08519476 -0.3520464
16412 -6.857832 0.06255754 0.08519552 -0.352076
16413 -6.858343 0.06256276 0.08519628 -0.3521058
16414 -6.858854 0.06256798 0.08519706 -0.3521354
16415 -6.859367 0.06257318 0.08519782 -0.352165
16416 -6.859881 0.0625784 0.08519858 -0.3521946
16417 -6.860391 0.0625836 0.08519934 -0.3522242
16418 -6.8609 0.0625888 0.0852001 -0.3522538
16419 -6.86141 0.062594 0.08520086 -0.3522834
16420 -6.861923 0.0625992 0.08520162 -0.352313
16421 -6.86244 0.0626044 0.08520236 -0.3523426
16422 -6.862957 0.06260958 0.08520312 -0.3523722
16423 -6.863475 0.06261478 0.08520388 -0.3524018
16424 -6.863992 0.06261996 0.08520462 -0.3524312
16425 -6.864512 0.06262514 0.08520538 -0.3524608
16426 -6.865034 0.06263032 0.08520612 -0.3524902
16427 -6.865556 0.0626355 0.08520686 -0.3525196
16428 -6.86608 0.06264068 0.0852076 -0.3525492
16429 -6.866607 0.06264584 0.08520836 -0.3525786
16430 -6.867133 0.06265102 0.0852091 -0.352608
16431 -6.86766 0.06265618 0.08520984 -0.3526374
16432 -6.86819 0.06266134 0.08521056 -0.3526668
16433 -6.868721 0.0626665 0.0852113 -0.3526962
16434 -6.869252 0.06267166 0.08521204 -0.3527256
16435 -6.869784 0.06267682 0.08521278 -0.352755
16436 -6.870318 0.06268198 0.0852135 -0.3527844
16437 -6.870851 0.06268712 0.08521424 -0.3528136
16438 -6.871383 0.06269228 0.08521496 -0.352843
16439 -6.871916 0.06269742 0.08521568 -0.3528722
16440 -6.872449 0.06270256 0.08521642 -0.3529016
16441 -6.87298 0.0627077 0.08521714 -0.3529308
16442 -6.87351 0.06271284 0.08521786 -0.35296
16443 -6.87404 0.06271796 0.08521858 -0.3529892
16444 -6.874571 0.0627231 0.0852193 -0.3530184
16445 -6.875101 0.06272822 0.08522002 -0.3530476
16446 -6.875633 0.06273334 0.08522072 -0.3530768
16447 -6.876168 0.06273848 0.08522144 -0.353106
16448 -6.876704 0.06274358 0.08522214 -0.3531352
16449 -6.877236 0.0627487 0.08522286 -0.3531642
16450 -6.877768 0.06275382 0.08522356 -0.3531934
16451 -6.878302 0.06275892 0.08522428 -0.3532224
16452 -6.878838 0.06276404 0.08522498 -0.3532516
16453 -6.879375 0.06276914 0.08522568 -0.3532806
16454 -6.879915 0.06277424 0.08522638 -0.3533096
16455 -6.880458 0.06277934 0.08522708 -0.3533388
16456 -6.881003 0.06278444 0.08522778 -0.3533678
16457 -6.881548 0.06278954 0.08522848 -0.3533968
16458 -6.882094 0.06279462 0.08522916 -0.3534258
16459 -6.882638 0.0627997 0.08522986 -0.3534546
16460 -6.883183 0.0628048 0.08523056 -0.3534836
16461 -6.883732 0.06280988 0.08523124 -0.3535126
16462 -6.884281 0.06281496 0.08523192 -0.3535414
16463 -6.884831 0.06282004 0.08523262 -0.3535704
16464 -6.885381 0.0628251 0.0852333 -0.3535992
16465 -6.885929 0.06283018 0.08523398 -0.353628
16466 -6.886477 0.06283524 0.08523466 -0.353657
16467 -6.887028 0.0628403 0.08523534 -0.3536858
16468 -6.887581 0.06284536 0.08523602 -0.3537146
16469 -6.888135 0.06285042 0.0852367 -0.3537434
16470 -6.888691 0.06285548 0.08523736 -0.3537722
16471 -6.889249 0.06286054 0.08523804 -0.3538008
16472 -6.889806 0.06286558 0.0852387 -0.3538296
16473 -6.890364 0.06287064 0.08523938 -0.3538582
16474 -6.890922 0.06287568 0.08524004 -0.353887
16475 -6.891478 0.06288072 0.0852407 -0.3539156
16476 -6.892036 0.06288576 0.08524136 -0.3539444
16477 -6.892591 0.0628908 0.08524202 -0.353973
16478 -6.893146 0.06289582 0.08524268 -0.3540016
16479 -6.893701 0.06290086 0.08524334 -0.3540302
16480 -6.894256 0.06290588 0.085244 -0.3540588
16481 -6.894809 0.0629109 0.08524466 -0.3540874
16482 -6.895358 0.06291592 0.0852453 -0.3541158
16483 -6.895908 0.06292094 0.08524596 -0.3541444
16484 -6.896458 0.06292596 0.0852466 -0.3541728
16485 -6.897007 0.06293096 0.08524724 -0.3542014
16486 -6.897556 0.06293598 0.08524788 -0.3542298
16487 -6.898107 0.06294098 0.08524852 -0.3542582
16488 -6.89866 0.06294598 0.08524916 -0.3542866
16489 -6.899215 0.06295098 0.0852498 -0.354315
16490 -6.899773 0.06295598 0.08525044 -0.3543434
16491 -6.900328 0.06296096 0.08525108 -0.3543718
16492 -6.900885 0.06296596 0.08525172 -0.3544002
16493 -6.901444 0.06297094 0.08525234 -0.3544284
16494 -6.902004 0.06297592 0.08525296 -0.3544568
16495 -6.902561 0.0629809 0.0852536 -0.354485
16496 -6.903119 0.06298588 0.08525422 -0.3545134
16497 -6.903678 0.06299086 0.08525484 -0.3545416
16498 -6.90424 0.06299584 0.08525546 -0.3545698
16499 -6.904804 0.0630008 0.08525608 -0.354598
16500 -6.905371 0.06300576 0.0852567 -0.3546262
16501 -6.905939 0.06301072 0.08525732 -0.3546542
16502 -6.90651 0.06301568 0.08525792 -0.3546824
16503 -6.907082 0.06302064 0.08525854 -0.3547106
16504 -6.907655 0.06302558 0.08525914 -0.3547386
16505 -6.908226 0.06303054 0.08525976 -0.3547666
16506 -6.908799 0.06303548 0.08526036 -0.3547948
16507 -6.909375 0.06304042 0.08526096 -0.3548228
16508 -6.909953 0.06304536 0.08526156 -0.3548508
16509 -6.910529 0.0630503 0.08526216 -0.3548788
16510 -6.911105 0.06305522 0.08526276 -0.3549066
16511 -6.911681 0.06306016 0.08526334 -0.3549346
16512 -6.912254 0.06306508 0.08526394 -0.3549624
16513 -6.912825 0.06307 0.08526454 -0.3549904
16514 -6.913396 0.06307492 0.08526512 -0.3550182
16515 -6.913968 0.06307982 0.0852657 -0.355046
16516 -6.914541 0.06308474 0.08526628 -0.3550738
16517 -6.915116 0.06308964 0.08526686 -0.3551016
16518 -6.915694 0.06309454 0.08526744 -0.3551294
16519 -6.916269 0.06309944 0.08526802 -0.3551572
16520 -6.916841 0.06310434 0.0852686 -0.3551848
16521 -6.917413 0.06310924 0.08526918 -0.3552126
16522 -6.917985 0.06311412 0.08526974 -0.3552402
16523 -6.918559 0.063119 0.08527032 -0.3552678
16524 -6.919133 0.06312388 0.08527088 -0.3552954
16525 -6.919708 0.06312876 0.08527144 -0.355323
16526 -6.920285 0.06313364 0.085272 -0.3553506
16527 -6.920863 0.0631385 0.08527256 -0.3553782
16528 -6.921444 0.06314336 0.08527312 -0.3554056
16529 -6.922026 0.06314822 0.08527368 -0.3554332
16530 -6.92261 0.06315308 0.08527422 -0.3554606
16531 -6.923194 0.06315794 0.08527478 -0.355488
16532 -6.923782 0.06316278 0.08527532 -0.3555154
16533 -6.924371 0.06316764 0.08527588 -0.3555428
16534 -6.924962 0.06317248 0.08527642 -0.3555702
16535 -6.925554 0.06317732 0.08527696 -0.3555976
16536 -6.926145 0.06318214 0.0852775 -0.3556248
16537 -6.926738 0.06318698 0.08527804 -0.3556522
16538 -6.927334 0.0631918 0.08527856 -0.3556794
16539 -6.927931 0.06319662 0.0852791 -0.3557066
16540 -6.928525 0.06320144 0.08527962 -0.3557338
16541 -6.929121 0.06320624 0.08528016 -0.355761
16542 -6.929718 0.06321106 0.08528068 -0.3557882
16543 -6.930316 0.06321586 0.0852812 -0.3558152
16544 -6.930913 0.06322066 0.08528172 -0.3558424
16545 -6.931506 0.06322544 0.08528224 -0.3558694
16546 -6.932099 0.06323024 0.08528274 -0.3558964
16547 -6.932693 0.06323502 0.08528326 -0.3559234
16548 -6.933286 0.0632398 0.08528378 -0.3559504
16549 -6.933876 0.06324458 0.08528428 -0.3559774
16550 -6.934465 0.06324934 0.08528478 -0.3560042
16551 -6.935056 0.06325412 0.08528528 -0.3560312
16552 -6.935647 0.06325888 0.08528578 -0.356058
16553 -6.936239 0.06326364 0.08528628 -0.3560848
16554 -6.93683 0.06326838 0.08528678 -0.3561116
16555 -6.937419 0.06327314 0.08528726 -0.3561384
16556 -6.93801 0.06327788 0.08528776 -0.3561652
16557 -6.938601 0.06328262 0.08528824 -0.3561918
16558 -6.939195 0.06328734 0.08528872 -0.3562186
16559 -6.939789 0.06329208 0.0852892 -0.3562452
16560 -6.940386 0.0632968 0.08528968 -0.3562718
16561 -6.940986 0.06330152 0.08529016 -0.3562984
16562 -6.941586 0.06330622 0.08529064 -0.356325
16563 -6.942189 0.06331094 0.0852911 -0.3563516
16564 -6.942792 0.06331564 0.08529158 -0.356378
16565 -6.943397 0.06332034 0.08529204 -0.3564044
16566 -6.944004 0.06332504 0.0852925 -0.356431
16567 -6.944612 0.06332972 0.08529296 -0.3564574
16568 -6.945214 0.0633344 0.08529342 -0.3564838
16569 -6.945816 0.06333908 0.08529388 -0.35651
16570 -6.946419 0.06334376 0.08529432 -0.3565364
16571 -6.947025 0.06334842 0.08529478 -0.3565626
16572 -6.947633 0.06335308 0.08529522 -0.356589
16573 -6.948244 0.06335774 0.08529566 -0.3566152
16574 -6.948855 0.0633624 0.0852961 -0.3566414
16575 -6.949465 0.06336704 0.08529654 -0.3566674
16576 -6.950073 0.06337168 0.08529698 -0.3566936
16577 -6.950684 0.06337632 0.08529742 -0.3567198
16578 -6.951298 0.06338094 0.08529784 -0.3567458
16579 -6.951914 0.06338558 0.08529826 -0.3567718
16580 -6.952533 0.0633902 0.0852987 -0.3567978
16581 -6.953154 0.0633948 0.08529912 -0.3568238
16582 -6.953775 0.06339942 0.08529954 -0.3568498
16583 -6.954398 0.06340402 0.08529994 -0.3568756
16584 -6.955022 0.06340862 0.08530036 -0.3569016
16585 -6.955645 0.0634132 0.08530076 -0.3569274
16586 -6.95627 0.0634178 0.08530118 -0.3569532
16587 -6.956897 0.06342238 0.08530158 -0.356979
16588 -6.957525 0.06342694 0.08530198 -0.3570046
16589 -6.958151 0.06343152 0.08530238 -0.3570304
16590 -6.958777 0.06343608 0.08530278 -0.357056
16591 -6.959404 0.06344064 0.08530316 -0.3570818
16592 -6.96003 0.0634452 0.08530356 -0.3571074
16593 -6.960656 0.06344974 0.08530394 -0.357133
16594 -6.961283 0.06345428 0.08530432 -0.3571584
16595 -6.961913 0.06345882 0.0853047 -0.357184
16596 -6.962545 0.06346336 0.08530508 -0.3572096
16597 -6.963179 0.06346788 0.08530546 -0.357235
16598 -6.963812 0.0634724 0.08530582 -0.3572604
16599 -6.964446 0.06347692 0.0853062 -0.3572858
16600 -6.965076 0.06348142 0.08530656 -0.3573112
16601 -6.965706 0.06348592 0.08530692 -0.3573364
16602 -6.966336 0.06349042 0.08530728 -0.3573618
16603 -6.966968 0.06349492 0.08530764 -0.357387
16604 -6.967599 0.0634994 0.085308 -0.3574122
16605 -6.968232 0.06350388 0.08530834 -0.3574374
16606 -6.968864 0.06350836 0.0853087 -0.3574626
16607 -6.969495 0.06351282 0.08530904 -0.3574878
16608 -6.970129 0.0635173 0.08530938 -0.357513
16609 -6.970763 0.06352174 0.08530972 -0.357538
16610 -6.971398 0.0635262 0.08531006 -0.357563
16611 -6.972034 0.06353064 0.0853104 -0.357588
16612 -6.972673 0.0635351 0.08531072 -0.357613
16613 -6.973314 0.06353952 0.08531104 -0.357638
16614 -6.973957 0.06354396 0.08531138 -0.3576628
16615 -6.974598 0.06354838 0.0853117 -0.3576878
16616 -6.975239 0.0635528 0.085312 -0.3577126
16617 -6.975879 0.06355722 0.08531232 -0.3577374
16618 -6.97652 0.06356162 0.08531264 -0.3577622
16619 -6.977164 0.06356602 0.08531294 -0.357787
16620 -6.977808 0.06357042 0.08531326 -0.3578118
16621 -6.978451 0.06357482 0.08531356 -0.3578364
16622 -6.979095 0.0635792 0.08531386 -0.3578612
16623 -6.97974 0.06358358 0.08531414 -0.3578858
16624 -6.980388 0.06358796 0.08531444 -0.3579104
16625 -6.981038 0.06359234 0.08531474 -0.357935
16626 -6.981686 0.0635967 0.08531502 -0.3579596
16627 -6.982334 0.06360106 0.0853153 -0.357984
16628 -6.982983 0.06360542 0.08531558 -0.3580086
16629 -6.983632 0.06360976 0.08531586 -0.358033
16630 -6.98428 0.06361412 0.08531614 -0.3580576
16631 -6.98493 0.06361846 0.08531642 -0.358082
16632 -6.985582 0.0636228 0.08531668 -0.3581064
16633 -6.986236 0.06362712 0.08531696 -0.3581306
16634 -6.986893 0.06363144 0.08531722 -0.358155
16635 -6.987552 0.06363576 0.08531748 -0.3581792
16636 -6.988214 0.06364008 0.08531774 -0.3582036
16637 -6.988877 0.0636444 0.08531798 -0.3582278
16638 -6.989541 0.0636487 0.08531824 -0.358252
16639 -6.990205 0.063653 0.08531848 -0.3582762
16640 -6.990869 0.0636573 0.08531874 -0.3583004
16641 -6.991535 0.06366158 0.08531898 -0.3583244
16642 -6.992204 0.06366586 0.08531922 -0.3583486
16643 -6.992874 0.06367016 0.08531946 -0.3583726
16644 -6.993547 0.06367442 0.08531968 -0.3583968
16645 -6.994222 0.0636787 0.08531992 -0.3584208
16646 -6.994897 0.06368296 0.08532014 -0.3584448
16647 -6.995574 0.06368724 0.08532036 -0.3584688
16648 -6.996252 0.06369148 0.0853206 -0.3584928
16649 -6.99693 0.06369574 0.08532082 -0.3585166
16650 -6.997608 0.0637 0.08532102 -0.3585406
16651 -6.998288 0.06370424 0.08532124 -0.3585644
16652 -6.998965 0.06370848 0.08532144 -0.3585882
16653 -6.999645 0.06371272 0.08532166 -0.3586122
16654 -7.000324 0.06371694 0.08532186 -0.358636
16655 -7.001 0.06372118 0.08532206 -0.3586596
16656 -7.001676 0.0637254 0.08532226 -0.3586834
16657 -7.002352 0.06372962 0.08532246 -0.3587072
16658 -7.003026 0.06373384 0.08532266 -0.3587308
16659 -7.003702 0.06373806 0.08532284 -0.3587546
16660 -7.004378 0.06374226 0.08532302 -0.3587782
16661 -7.005055 0.06374646 0.08532322 -0.3588018
16662 -7.005731 0.06375066 0.0853234 -0.3588256
16663 -7.006408 0.06375486 0.08532358 -0.3588492
16664 -7.007085 0.06375906 0.08532374 -0.3588728
16665 -7.007761 0.06376324 0.08532392 -0.3588962
16666 -7.008438 0.06376744 0.0853241 -0.3589198
16667 -7.009118 0.06377162 0.08532426 -0.3589434
16668 -7.009799 0.0637758 0.08532442 -0.3589668
16669 -7.010479 0.06377998 0.08532458 -0.3589902
16670 -7.011158 0.06378414 0.08532474 -0.3590138
16671 -7.011837 0.06378832 0.0853249 -0.3590372
16672 -7.012517 0.06379248 0.08532506 -0.3590606
16673 -7.013196 0.06379664 0.0853252 -0.359084
16674 -7.013877 0.0638008 0.08532534 -0.3591074
16675 -7.01456 0.06380496 0.0853255 -0.3591308
16676 -7.015245 0.0638091 0.08532564 -0.359154
16677 -7.015929 0.06381326 0.08532578 -0.3591774
16678 -7.016614 0.0638174 0.08532592 -0.3592008
16679 -7.017301 0.06382156 0.08532604 -0.359224
16680 -7.017988 0.0638257 0.08532618 -0.3592472
16681 -7.018677 0.06382982 0.0853263 -0.3592706
16682 -7.019366 0.06383396 0.08532644 -0.3592938
16683 -7.020057 0.0638381 0.08532656 -0.359317
16684 -7.02075 0.06384222 0.08532668 -0.3593402
16685 -7.021444 0.06384636 0.0853268 -0.3593634
16686 -7.022139 0.06385048 0.0853269 -0.3593866
16687 -7.022836 0.0638546 0.08532702 -0.3594098
16688 -7.023534 0.06385872 0.08532714 -0.3594328
16689 -7.024229 0.06386284 0.08532724 -0.359456
16690 -7.024923 0.06386696 0.08532734 -0.3594792
16691 -7.025619 0.06387106 0.08532744 -0.3595022
16692 -7.026317 0.06387518 0.08532754 -0.3595254
16693 -7.027017 0.06387928 0.08532764 -0.3595484
16694 -7.027718 0.0638834 0.08532774 -0.3595714
16695 -7.028421 0.0638875 0.08532782 -0.3595944
16696 -7.029125 0.0638916 0.08532792 -0.3596176
16697 -7.029831 0.0638957 0.085328 -0.3596406
16698 -7.030538 0.0638998 0.08532808 -0.3596636
16699 -7.031244 0.06390388 0.08532816 -0.3596866
16700 -7.031951 0.06390798 0.08532824 -0.3597096
16701 -7.032658 0.06391208 0.08532832 -0.3597324
16702 -7.033368 0.06391616 0.08532838 -0.3597554
16703 -7.03408 0.06392026 0.08532846 -0.3597784
16704 -7.03479 0.06392434 0.08532852 -0.3598014
16705 -7.035501 0.06392842 0.0853286 -0.3598242
16706 -7.036213 0.0639325 0.08532866 -0.3598472
16707 -7.036923 0.06393658 0.08532872 -0.35987
16708 -7.037634 0.06394066 0.08532878 -0.359893
16709 -7.038344 0.06394474 0.08532882 -0.3599158
16710 -7.039056 0.06394882 0.08532888 -0.3599388
16711 -7.039771 0.0639529 0.08532894 -0.3599616
16712 -7.040486 0.06395696 0.08532898 -0.3599844
16713 -7.041202 0.06396104 0.08532902 -0.3600072
16714 -7.041921 0.0639651 0.08532906 -0.3600302
16715 -7.042643 0.06396918 0.0853291 -0.360053
16716 -7.043366 0.06397324 0.08532914 -0.3600758
16717 -7.04409 0.06397732 0.08532918 -0.3600986
16718 -7.044812 0.06398138 0.08532922 -0.3601214
16719 -7.045536 0.06398544 0.08532924 -0.3601442
16720 -7.046255 0.0639895 0.08532926 -0.360167
16721 -7.046977 0.06399356 0.0853293 -0.3601898
16722 -7.047701 0.06399762 0.08532932 -0.3602126
16723 -7.048424 0.06400168 0.08532934 -0.3602352
16724 -7.049148 0.06400574 0.08532936 -0.360258
16725 -7.049874 0.0640098 0.08532936 -0.3602808
16726 -7.050602 0.06401386 0.08532938 -0.3603036
16727 -7.051329 0.06401792 0.0853294 -0.3603262
16728 -7.052057 0.06402196 0.0853294 -0.360349
16729 -7.052787 0.06402602 0.0853294 -0.3603718
16730 -7.053517 0.06403006 0.0853294 -0.3603944
16731 -7.054249 0.06403412 0.0853294 -0.3604172
16732 -7.054983 0.06403818 0.0853294 -0.3604398
16733 -7.055719 0.06404222 0.0853294 -0.3604626
16734 -7.056457 0.06404626 0.0853294 -0.3604852
16735 -7.057197 0.06405032 0.08532938 -0.360508
16736 -7.057939 0.06405436 0.08532938 -0.3605306
16737 -7.058684 0.0640584 0.08532936 -0.3605532
16738 -7.059429 0.06406246 0.08532934 -0.360576
16739 -7.060174 0.0640665 0.08532932 -0.3605986
16740 -7.06092 0.06407054 0.0853293 -0.3606214
16741 -7.061668 0.06407458 0.08532928 -0.360644
16742 -7.062417 0.06407862 0.08532924 -0.3606666
16743 -7.063165 0.06408266 0.08532922 -0.3606892
16744 -7.063914 0.0640867 0.08532918 -0.360712
16745 -7.064663 0.06409074 0.08532916 -0.3607346
16746 -7.065413 0.06409478 0.08532912 -0.3607572
16747 -7.066166 0.06409882 0.08532908 -0.3607798
16748 -7.066921 0.06410286 0.08532904 -0.3608024
16749 -7.067677 0.0641069 0.08532898 -0.3608252
16750 -7.068434 0.06411094 0.08532894 -0.3608478
16751 -7.069191 0.06411496 0.0853289 -0.3608704
16752 -7.069949 0.064119 0.08532884 -0.360893
16753 -7.070708 0.06412304 0.08532878 -0.3609156
16754 -7.071469 0.06412706 0.08532874 -0.3609382
16755 -7.07223 0.0641311 0.08532868 -0.3609608
16756 -7.07299 0.06413514 0.08532862 -0.3609834
16757 -7.073749 0.06413916 0.08532854 -0.361006
16758 -7.074506 0.0641432 0.08532848 -0.3610286
16759 -7.07526 0.06414722 0.08532842 -0.3610512
16760 -7.076011 0.06415126 0.08532834 -0.3610738
16761 -7.076764 0.06415528 0.08532826 -0.3610964
16762 -7.077518 0.0641593 0.0853282 -0.361119
16763 -7.078274 0.06416334 0.08532812 -0.3611416
16764 -7.079032 0.06416736 0.08532804 -0.3611642
16765 -7.079788 0.06417138 0.08532794 -0.3611868
16766 -7.080543 0.06417542 0.08532786 -0.3612094
16767 -7.081301 0.06417944 0.08532778 -0.361232
16768 -7.082059 0.06418346 0.08532768 -0.3612546
16769 -7.08282 0.06418748 0.0853276 -0.3612772
16770 -7.083582 0.06419152 0.0853275 -0.3612996
16771 -7.084346 0.06419554 0.0853274 -0.3613222
16772 -7.085109 0.06419956 0.0853273 -0.3613448
16773 -7.085873 0.06420358 0.0853272 -0.3613674
16774 -7.086639 0.0642076 0.08532708 -0.36139
16775 -7.087405 0.06421162 0.08532698 -0.3614126
16776 -7.088172 0.06421564 0.08532686 -0.3614352
16777 -7.088941 0.06421966 0.08532676 -0.3614576
16778 -7.089712 0.06422366 0.08532664 -0.3614802
16779 -7.090485 0.06422768 0.08532652 -0.3615028
16780 -7.091261 0.0642317 0.0853264 -0.3615254
16781 -7.092038 0.06423572 0.08532628 -0.361548
16782 -7.092817 0.06423974 0.08532614 -0.3615704
16783 -7.093597 0.06424374 0.08532602 -0.361593
16784 -7.094379 0.06424776 0.08532588 -0.3616156
16785 -7.095163 0.06425178 0.08532576 -0.3616382
16786 -7.095949 0.06425578 0.08532562 -0.3616608
16787 -7.096735 0.0642598 0.08532548 -0.3616832
16788 -7.097521 0.0642638 0.08532534 -0.3617058
16789 -7.098309 0.06426782 0.0853252 -0.3617284
16790 -7.099097 0.06427182 0.08532504 -0.361751
16791 -7.099885 0.06427584 0.0853249 -0.3617734
16792 -7.100672 0.06427984 0.08532474 -0.361796
16793 -7.10146 0.06428384 0.0853246 -0.3618186
16794 -7.102248 0.06428786 0.08532444 -0.3618412
16795 -7.10304 0.06429186 0.08532428 -0.3618636
16796 -7.103831 0.06429586 0.08532412 -0.3618862
16797 -7.104624 0.06429986 0.08532394 -0.3619088
16798 -7.105418 0.06430386 0.08532378 -0.3619314
16799 -7.106213 0.06430786 0.08532362 -0.3619538
16800 -7.107009 0.06431186 0.08532344 -0.3619764
16801 -7.107806 0.06431586 0.08532326 -0.361999
16802 -7.108603 0.06431986 0.08532308 -0.3620214
16803 -7.109401 0.06432386 0.0853229 -0.362044
16804 -7.110199 0.06432786 0.08532272 -0.3620666
16805 -7.110994 0.06433186 0.08532254 -0.362089
16806 -7.111788 0.06433586 0.08532236 -0.3621116
16807 -7.112578 0.06433984 0.08532216 -0.3621342
16808 -7.113367 0.06434384 0.08532196 -0.3621568
16809 -7.114157 0.06434784 0.08532178 -0.3621792
16810 -7.114948 0.06435182 0.08532158 -0.3622018
16811 -7.115739 0.06435582 0.08532138 -0.3622244
16812 -7.116531 0.0643598 0.08532116 -0.3622468
16813 -7.117324 0.0643638 0.08532096 -0.3622694
16814 -7.118119 0.06436778 0.08532076 -0.362292
16815 -7.118916 0.06437176 0.08532054 -0.3623144
16816 -7.119715 0.06437576 0.08532032 -0.362337
16817 -7.120515 0.06437974 0.0853201 -0.3623596
16818 -7.121316 0.06438372 0.08531988 -0.362382
16819 -7.122118 0.0643877 0.08531966 -0.3624046
16820 -7.122921 0.06439168 0.08531944 -0.362427
16821 -7.123725 0.06439566 0.08531922 -0.3624496
16822 -7.12453 0.06439964 0.08531898 -0.3624722
16823 -7.125337 0.06440362 0.08531874 -0.3624946
16824 -7.126147 0.0644076 0.08531852 -0.3625172
16825 -7.126958 0.06441158 0.08531828 -0.3625398
16826 -7.127772 0.06441554 0.08531804 -0.3625622
16827 -7.128585 0.06441952 0.08531778 -0.3625848
16828 -7.129397 0.0644235 0.08531754 -0.3626072
16829 -7.130209 0.06442746 0.08531728 -0.3626298
16830 -7.131024 0.06443144 0.08531704 -0.3626522
16831 -7.131841 0.0644354 0.08531678 -0.3626748
16832 -7.132661 0.06443936 0.08531652 -0.3626974
16833 -7.133482 0.06444334 0.08531626 -0.3627198
16834 -7.134305 0.0644473 0.085316 -0.3627424
16835 -7.13513 0.06445126 0.08531574 -0.3627648
16836 -7.135955 0.06445522 0.08531546 -0.3627874
16837 -7.136781 0.06445918 0.0853152 -0.3628098
16838 -7.137609 0.06446314 0.08531492 -0.3628324
16839 -7.138439 0.0644671 0.08531464 -0.3628548
16840 -7.139267 0.06447106 0.08531436 -0.3628774
16841 -7.140098 0.064475 0.08531408 -0.3628998
16842 -7.14093 0.06447896 0.0853138 -0.3629224
16843 -7.14176 0.06448292 0.0853135 -0.3629448
16844 -7.142589 0.06448686 0.08531322 -0.3629674
16845 -7.143419 0.06449082 0.08531292 -0.3629898
16846 -7.144251 0.06449476 0.08531262 -0.3630122
16847 -7.145085 0.0644987 0.08531232 -0.3630348
16848 -7.14592 0.06450264 0.08531202 -0.3630572
16849 -7.146758 0.0645066 0.08531172 -0.3630798
16850 -7.147598 0.06451054 0.0853114 -0.3631022
16851 -7.14844 0.06451448 0.0853111 -0.3631246
16852 -7.149284 0.06451842 0.08531078 -0.3631472
16853 -7.150129 0.06452234 0.08531046 -0.3631696
16854 -7.150976 0.06452628 0.08531014 -0.363192
16855 -7.151825 0.06453022 0.08530982 -0.3632146
16856 -7.152675 0.06453414 0.0853095 -0.363237
16857 -7.153527 0.06453808 0.08530916 -0.3632594
16858 -7.15438 0.064542 0.08530884 -0.3632818
16859 -7.155235 0.06454594 0.0853085 -0.3633044
16860 -7.156091 0.06454986 0.08530816 -0.3633268
16861 -7.156946 0.06455378 0.08530782 -0.3633492
16862 -7.157803 0.0645577 0.08530748 -0.3633716
16863 -7.158657 0.06456162 0.08530714 -0.363394
16864 -7.15951 0.06456554 0.08530678 -0.3634164
16865 -7.160365 0.06456944 0.08530644 -0.363439
16866 -7.16122 0.06457336 0.08530608 -0.3634614
16867 -7.162076 0.06457728 0.08530572 -0.3634838
16868 -7.162931 0.06458118 0.08530536 -0.3635062
16869 -7.163786 0.0645851 0.085305 -0.3635286
