"Ma","Schlieren","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.427536924875223e-01,2.896235679339705e-01,2.774862753264343e-07,-9.441215417385557e-01,1.103082538947532e-01,-2.153792565669655e-13,1.959005405574211e+00,8.844224700531913e-01,-2.027044519123219e-05,0.000000000000000e+00,1.352391210093058e+00,0.000000000000000e+00,5.124470844868725e+00,1,0.000000000000000e+00,5.200999975204468e-01,0.000000000000000e+00,5.000000000000000e-01
6.427960210636188e-01,2.827662336265022e-01,2.774862753264284e-07,-9.126537003173223e-01,1.168577290221132e-01,3.907317657096339e-13,1.959039843994683e+00,8.844770102052641e-01,-1.306740913866724e-04,0.000000000000000e+00,1.352380013201082e+00,0.000000000000000e+00,5.124479937530644e+00,1,2.500000118743628e-04,5.200999975204468e-01,2.500000118743628e-04,5.000000000000000e-01
6.428383496397156e-01,2.759088993190542e-01,2.774862753264313e-07,-8.811858588961756e-01,1.234072041494621e-01,9.968427879862689e-13,1.959074282415155e+00,8.845315503573365e-01,-2.410777375821037e-04,0.000000000000000e+00,1.352368816309106e+00,0.000000000000000e+00,5.124489030192563e+00,1,5.000000237487257e-04,5.200999975204468e-01,5.000000237487257e-04,5.000000000000000e-01
6.428806782108846e-01,2.690515658098983e-01,2.774862753264313e-07,-8.497180211383397e-01,1.299566785143561e-01,1.602953739702288e-12,1.959108720831618e+00,8.845860905030598e-01,-3.514813709248637e-04,0.000000000000000e+00,1.352357619418434e+00,0.000000000000000e+00,5.124498122853423e+00,1,7.500000065192580e-04,5.200999975204468e-01,7.500000065192580e-04,5.000000000000000e-01
6.429230067919089e-01,2.621942307041450e-01,2.774862753264313e-07,-8.182501760538266e-01,1.365061544041685e-01,2.209064832539520e-12,1.959143159256099e+00,8.846406306614817e-01,-4.618850299729745e-04,0.000000000000000e+00,1.352346422525155e+00,0.000000000000000e+00,5.124507215516401e+00,1,1.000000047497451e-03,5.200999975204468e-01,1.000000047497451e-03,5.000000000000000e-01
6.429653353532226e-01,2.553368987915868e-01,2.774862753264313e-07,-7.867823456226681e-01,1.430556272441440e-01,2.815175643134326e-12,1.959177597664544e+00,8.846951707945064e-01,-5.722886376103838e-04,0.000000000000000e+00,1.352335225637090e+00,0.000000000000000e+00,5.124516308175144e+00,1,1.249999972060323e-03,5.200999975204468e-01,1.249999972060323e-03,5.000000000000000e-01
6.429949962556657e-01,2.466177776378355e-01,2.774862753264275e-07,-7.521357160957066e-01,1.370699931974393e-01,3.276075080618905e-12,1.959205399707008e+00,8.847324867014226e-01,-7.125804609921138e-04,0.000000000000000e+00,1.352325000932567e+00,0.000000000000000e+00,5.124513667328841e+00,1,1.500000013038516e-03,5.200999975204468e-01,1.500000013038516e-03,5.000000000000000e-01
6.430104942614616e-01,2.358171161918847e-01,2.774862753264303e-07,-7.139350971593684e-01,1.170696787698953e-01,3.574622935417646e-12,1.959225782048061e+00,8.847505453077745e-01,-8.862882713436210e-04,0.000000000000000e+00,1.352315863168225e+00,0.000000000000000e+00,5.124497908019024e+00,1,1.750000054016709e-03,5.200999975204468e-01,1.750000054016709e-03,5.000000000000000e-01
6.430259922672579e-01,2.250164547459317e-01,2.774862753264273e-07,-6.757344782230138e-01,9.706936434237470e-02,3.873170790216436e-12,1.959246164389115e+00,8.847686039141269e-01,-1.059996081695170e-03,0.000000000000000e+00,1.352306725403885e+00,0.000000000000000e+00,5.124482148709211e+00,1,2.000000094994903e-03,5.200999975204468e-01,2.000000094994903e-03,5.000000000000000e-01
6.430414902586203e-01,2.142158033588773e-01,2.774862753264302e-07,-6.375338948637612e-01,7.706906854157256e-02,4.171718366970863e-12,1.959266546711186e+00,8.847866625036604e-01,-1.233703730268698e-03,0.000000000000000e+00,1.352297587648053e+00,0.000000000000000e+00,5.124466389414071e+00,1,2.249999903142452e-03,5.200999975204468e-01,2.249999903142452e-03,5.000000000000000e-01
