"Ma","artificial-viscosity","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","shock-sensor","total-enthalpy","Points:0","Points:1","Points:2"
1.802396417243502e+00,7.871769888958281e-01,8.733129342660336e-01,-3.245815275493030e-02,5.353870040754915e-12,3.284372711299214e+00,2.309543052710976e+00,-3.291629818820559e-04,0.000000000000000e+00,2.479519070840329e+00,1.585120603125294e-02,1.014823045732565e+01,1.000000000000000e+00,5.000000000000000e-01,5.000000000000000e-01
