x ch normalized_heat_flux
0.0180163346 -0.0457619093 459306.226922215
0.0180187915 -0.0384643599 386061.689446318
0.0180262625 -0.030243976 303554.784233752
0.0180387404 -0.0293364283 294445.848085431
0.0180562008 -0.030267667 303792.567665179
0.0180786084 -0.0318685994 319860.914275917
0.0181059223 -0.0333441421 334670.741063446
0.0181380939 -0.0337481797 338726.012979093
0.0181750711 -0.0331337973 332559.538145592
0.0182168018 -0.0318747647 319922.794576021
0.0182632357 -0.0303740874 304860.695134929
0.0183143206 -0.028791476 288976.233976354
0.01837001 -0.0271897428 272899.849842005
0.0184302628 -0.0255937185 256880.765181367
0.0184950344 -0.0239912234 240796.733957557
0.01852965165 -0.0232699588 233557.496628826
0.0185642689 -0.0225486942 226318.259300095
0.0186376311 -0.0219166335 219974.349709268
0.0187182669 -0.0203902088 204653.82702212
0.01879883 -0.0190177727 190878.867532332
0.0188829061 -0.0175872985 176521.387314356
0.0189703256 -0.0161684807 162280.900840421
0.019060906 -0.0147972964 148518.505501554
0.019154463 -0.0134922275 135419.701681922
0.0192508064 -0.0122548155 122999.961213001
0.0193497371 -0.0110753467 111161.78897353
0.019451052 -0.00995243713 99891.2942397895
0.0195545442 -0.00889712758 89299.2919597299
0.0196600035 -0.00791908335 79482.7914702203
0.0197672118 -0.00702862302 70545.3589930266
0.0198759492 -0.00621979963 62427.3056777264
0.01993097175 -0.005863160825 58847.7691941252
0.0199859943 -0.00550652202 55268.232710524
0.0200971197 -0.00478935428 48070.1150233817
0.0203487631 -0.00380885112 38228.9345789087
0.0205137152 -0.00351039553 35233.3753235447
0.0207085144 -0.00337223662 33846.6926296085
0.0209385343 -0.00322158379 32334.610114239
0.0212101042 -0.00306416349 30754.6033981739
0.0215306729 -0.00291890185 29296.6315432947
0.0219090097 -0.0027786023 27888.4635289985
0.0223554168 -0.00263481075 26445.2467728787
0.0228819996 -0.00249204808 25012.3567491436
0.0235029534 -0.00234954758 23582.0980909995
0.0242349096 -0.00220676139 22148.9720001373
0.0250973199 -0.00207036268 20779.9562006336
0.0261128936 -0.00194861914 19558.0324027654
0.0273080822 -0.00184357667 18503.735034052
0.0287136119 -0.00175012148 17565.7376610884
