x ch normalized_heat_flux
0.0180163337 -0.0366445258 413553.765455799
0.0180240124 -0.0347093828 369246.511056358
0.0180367921 -0.0344254486 357693.766255348
0.0180546474 -0.0349777937 361941.504141309
0.0180775411 -0.0350315757 369017.290076721
0.0181054268 -0.0344536118 370071.826122147
0.0181382466 -0.0334077813 363734.516273641
0.01817593445 -0.0320935734 351450.922903293
0.01821841205 -0.0306726918 336041.299930981
0.01826559285 -0.0292169023 319360.697869808
0.0183173809 -0.0277362764 302079.421899775
0.0183736682 -0.0262464676 284914.429063555
0.01843434105 -0.0247572903 267825.946767565
0.01849927475 -0.0232096147 250120.113805278
0.01856833605 -0.0217615589 233621.358708448
0.018643301475 -0.0196490604 214014.928178598
0.0187182669 -0.0175365619 194408.497648748
0.01879883 -0.0163958333 180739.76435139
0.0188829061 -0.015231574 166777.471243559
0.0189703237 -0.014057613 152734.568538752
0.019060906 -0.0128932754 138925.865099934
0.019154463 -0.0117601054 125616.56407726
0.0192508064 -0.0106721716 112962.012595266
0.0193497371 -0.00963219441 101032.271553218
0.019451052 -0.00864302833 89873.839902103
0.0195545442 -0.00771234417 79553.9006701264
0.0196600035 -0.00684440369 70088.6675136537
0.0197672118 -0.00604694663 61518.2109706827
0.0198759492 -0.00531831523 53792.6523757822
0.0199859943 -0.00467582932 47056.6383983385
0.0200971197 -0.00404318515 40525.0111287287
0.0202229414 -0.003610229815 36067.4348346256
0.0203487631 -0.00317727448 31609.8585405224
0.0205137152 -0.00291035534 28912.5706522259
0.0207085144 -0.00277511356 27589.5845801481
0.0209385343 -0.00264365971 26319.9263430684
0.0212101042 -0.00250893203 25028.9311305326
0.0215306729 -0.00237215217 23747.3793056598
0.0219090097 -0.00224133953 22535.3546194303
0.0223554168 -0.00212017214 21400.3479876438
0.0228819996 -0.00200420618 20306.3070820805
0.0235029534 -0.00188803289 19184.3268993384
0.0242349096 -0.00177693181 18044.5728793391
0.0250973199 -0.00168185309 17012.7668764144
0.0261128936 -0.00160025968 16110.4519730977
0.0273080822 -0.00150799658 15130.3806029852
0.0287136119 -0.00139829435 13998.3751953624
0.0305085471 -0.00130366627 13038.4819690598
0.0323034823 -0.00120903819 12078.5887427572
0.03457601 -0.00114787626 11507.6180905666
0.0372364931 -0.00110309524 11130.4638692317
0.0403460413 -0.00107512716 10927.4295791289
0.0439734645 -0.00106526678 10872.4425495399
0.0481955446 -0.00106769649 10887.4944886599
0.0530969501 -0.00107489747 10932.1570943437
0.0587697774 -0.00108650827 11037.2318573169
0.0653124675 -0.00110751868 11245.9132906327
0.0728279725 -0.00114069611 11578.0998858761
0.0814209655 -0.00118634105 12032.8388933856
0.0911939517 -0.00124219852 12586.8379049658
0.102242149 -0.00130364066 13197.8716176879
0.11464712 -0.00136471889 13810.7252152517
0.128469378 -0.00142109115 14387.8027493779
0.144461401 -0.001461971845 14813.8093915193
0.160453424 -0.00150285254 15239.8160336607
0.178558066 -0.00152319565 15440.9971667055
0.197952598 -0.00153172947 15519.2613484512
0.218482539 -0.00153177022 15510.9198583027
0.239941671 -0.00152569974 15439.3076105902
0.262078047 -0.00151507137 15320.5818544831
0.28460446 -0.00150132971 15171.1546752207
0.307212591 -0.00148601283 15008.132056887
0.329589576 -0.00147040002 14844.96977554
0.351435304 -0.00145527371 14689.257509757
0.372477829 -0.00144110969 14545.0888963766
0.392486155 -0.00142805383 14413.2339638847
0.411278367 -0.00141648517 14297.1302390818
0.428725481 -0.00140576065 14189.0280557202
0.444750726 -0.00139762217 14109.6917859568
0.4588992895 -0.00138976652 14032.2892943907
0.473047853 -0.00138191087 13954.8868028247
0.486770242 -0.00137679314 13902.0280910204
0.500492632 -0.0013711357 13844.1707682061
0.514214993 -0.0013655317 13787.6005231145
0.527937412 -0.00136006088 13732.7998279735
0.541659772 -0.00135481381 13680.3407340545
0.555382192 -0.00134984695 13630.722123864
0.569104552 -0.00134509022 13583.449782039
0.582826912 -0.00134035025 13536.7756375257
0.596549332 -0.00133544463 13488.6544276195
0.610271692 -0.00133037532 13438.4573927465
0.623994112 -0.00132534467 13387.4203222357
0.637716472 -0.00132072531 13339.4854467773
0.651438892 -0.00131659152 13294.9746989011
0.665161252 -0.00131317356 13259.7507133683
0.678883642 -0.00131019973 13232.3451215345
0.692606032 -0.0013072259 13204.9395297006
0.706328392 -0.00130353763 13169.8925945131
0.720050812 -0.00129939942 13130.1123227277
0.733773172 -0.00129500055 13087.1532745897
0.747495592 -0.00129054952 13042.7131862617
0.761217952 -0.00128623517 12998.5868504163
0.774940372 -0.00128219998 12956.3855356013
0.788662732 -0.0012785251 12917.2356292884
0.802385092 -0.00127523299 12881.6868507186
0.816107512 -0.00127229129 12849.7152619625
0.829829872 -0.00126963109 12820.970375602
0.843552291 -0.00126712664 12794.3899397496
0.857274652 -0.00126470102 12769.8199386712
0.870997071 -0.00126212509 12744.1316297996
0.884719431 -0.00125949306 12719.7841962613
0.898441821 -0.00125678163 12696.6069109376
0.912164211 -0.0012540702 12673.4296256139
0.925886571 -0.0012508767 12643.3252455306
0.939608991 -0.00124752801 12610.3662799197
0.953331351 -0.00124417944 12576.531647791
0.967053771 -0.00124092831 12543.0755561256
0.980776131 -0.00123781781 12510.6272161564
0.994498551 -0.00123485841 12479.481711792
1.00822091 -0.00123204 12449.7126634568
1.02194333 -0.00122935127 12421.3498304632
1.03566563 -0.00122676499 12394.1712474833
1.04938805 -0.00122427766 12368.2235859517
1.06311047 -0.00122187822 12343.1434610752
1.07683289 -0.00121951301 12318.8941379181
1.09055519 -0.0012171868 12294.3550503921
1.10427761 -0.00121915818 12313.3796820955
1.119421065 -0.000943577093 9528.4355755142
1.13456452 -0.000667996006 6743.49146893294
1.15059936 -0.000586242881 5917.87628574644
1.16612196 -0.000552045356 5571.98905502189
1.18114924 -0.000527630793 5324.60525932158
1.1956979 -0.000507785939 5123.95225621549
1.20978367 -0.000491572893 4960.34773040619
1.22342205 -0.000478566828 4829.31712083573
1.23662806 -0.000468174956 4724.78115197307
1.24941611 -0.000459807576 4640.73664279919
1.26180029 -0.00045298331 4572.28079926114
1.27379405 -0.000447353872 4515.90463206083
1.28541064 -0.000442655088 4468.86770496649
1.29666269 -0.000438726216 4429.70346600658
1.30756259 -0.00043540512 4396.43695571573
1.31812239 -0.000432571484 4368.28662830245
1.32819474 -0.000430446162 4347.90229962971
1.33826709 -0.00042832084 4327.51797095698
1.34787416 -0.000426742452 4312.14561487424
1.35718524 -0.000425377919 4298.63794821045
1.36621046 -0.000424179569 4286.65013932229
1.37495971 -0.000423124642 4276.03612669332
1.38344264 -0.000422196987 4266.67410791622
1.39166856 -0.000421382865 4258.44387142717
1.3996464 -0.000420669385 4251.22142176327
1.40738499 -0.000420045573 4244.90305298954
1.41489279 -0.000419499091 4239.35804996019
1.42217791 -0.000419024087 4234.55179551871
1.42924857 -0.000418604264 4230.26476831434
1.43611228 -0.000418244221 4226.67896184971
1.44277668 -0.000417928357 4223.38219208114
1.44924903 -0.0004176285 4220.36176237106
1.455447435 -0.0004174309435 4218.98358250992
1.46164584 -0.000417233387 4217.60540264878
1.46758378 -0.000417175383 4217.41699056931
1.47335696 -0.000417144474 4217.27721213202
1.47897172 -0.000417113333 4216.98772879535
1.48443401 -0.000417076895 4216.56124723372
1.48974991 -0.000417035568 4216.04391696459
1.49492526 -0.000416991243 4215.47955895209
1.49996579 -0.000416945695 4214.89825368858
1.50487697 -0.000416901195 4214.33301745016
1.50966418 -0.000416857947 4213.78092950837
1.51433265 -0.000416819559 4213.29938569083
1.51888752 -0.000416782044 4212.79943425802
1.52333367 -0.000416751573 4212.45036705656
1.52767622 -0.000416729279 4212.07908826699
1.53191972 -0.000416695082 4211.62982301581
1.536023975 -0.0004166795845 4211.87220333262
1.54012823 -0.000416664087 4212.11458364943
1.54410231 -0.000416735042 4213.17962076763
1.54799533 -0.000416832627 4214.35843581748
1.5518117 -0.000416930881 4215.41850468619
1.55555546 -0.000417022151 4216.32171738732
1.5592308 -0.000417104544 4217.07974679793
1.56284177 -0.000417178002 4217.71377070877
1.5663923 -0.000417242845 4218.24103245844
1.56988633 -0.000417300442 4218.68767306873
1.57332754 -0.000417350879 4219.05412412496
1.57671976 -0.000417397066 4219.39180450008
1.5800668 -0.000417436648 4219.63718082188
1.58337235 -0.000417474803 4219.93308775386
1.58663976 -0.000417512521 4220.14734978595
1.58987296 -0.000417538191 4220.25324375806
1.59306163 -0.0004175810025 4220.95649947271
1.5962503 -0.000417623814 4221.65975518735
1.59940147 -0.000417718664 4222.92708537298
1.60253227 -0.00041768956 4222.95205709969
1.60564613 -0.000412107387 4168.83011517014
1.60874641 -0.000363797473 3690.28185096551
1.61183655 -0.00038274363 3854.4044397353
1.61492002 -0.000538369757 5422.72427227806
1.61800003 -0.00147704617 14982.8334795861
1.62059247 -0.00189250929 19185.3346510345
1.62318504 -0.00213663932 21631.5541091488
1.62577748 -0.0024018602 24306.1052302427
1.62837005 -0.0026038338 26339.6088412617
