x ch normalized_heat_flux
0.0180163328 -0.0366444997 367795.993482712
0.0180240124 -0.0347093716 348373.368862848
0.0180367921 -0.0344254412 345523.597017063
0.0180546474 -0.0349777527 351067.074442528
0.0180775411 -0.0350314677 351606.204788191
0.0181054268 -0.0344534144 345804.360323128
0.0181382466 -0.033407487 335306.525440864
0.0181759335 -0.0320932008 322115.208801067
0.0182184111 -0.0306722932 307853.747281124
0.0182655919 -0.0292165335 293242.479846257
0.0183173809 -0.0277359709 278382.268986826
0.0183736682 -0.0262458604 263426.227118788
0.0184343401 -0.0247558467 248471.156819538
0.0184992738 -0.0232076813 232932.425603934
0.0185683351 -0.0217602253 218404.501306949
0.018643301 -0.0202776585 203524.17455738
0.0187182669 -0.0187950917 188643.847807811
0.01879883 -0.0174255557 174897.996237886
0.0188829061 -0.0160588343 161180.394435642
0.0189703256 -0.0147216804 147759.557717552
0.019060906 -0.0134227769 134722.635201711
0.019154463 -0.0121658035 122106.559549998
0.0192508064 -0.0109585086 109989.100427692
0.0193497371 -0.00981116667 98473.381330326
0.019451052 -0.00873661973 87688.295912961
0.0195545442 -0.00774368504 77722.3418472271
0.0196600035 -0.00683270209 68578.9265493219
0.0197672118 -0.00600367365 60258.0778213688
0.0198759492 -0.00525420113 52735.7213329982
0.0199859943 -0.0045796372 45965.2124480876
0.0200971197 -0.00397761539 39922.7992204564
0.0202229414 -0.003512616735 35255.6692641467
0.0203487631 -0.00304761808 30588.5393078371
0.0205137152 -0.00283807795 28485.4127562732
0.0207085144 -0.00265194499 26617.2208719921
0.0209385343 -0.00249371654 25029.102861338
0.0212101042 -0.00235394528 23626.2372238511
0.0215306729 -0.00222069817 22288.8536164239
0.0219090097 -0.00209062453 20983.3217073687
0.0223554168 -0.00196387153 19711.1186224972
0.0228819996 -0.00183583645 18426.0474703527
0.0235029534 -0.00170770916 17140.0508186424
0.0242349096 -0.00158804085 15938.9558296215
0.0250973199 -0.0014798271 14852.8287432763
0.0261128936 -0.00137679873 13818.7466296909
0.0273080822 -0.00127534813 12800.5003847731
0.0287136119 -0.00117788021 11822.227771896
0.0305085471 -0.00110230874 11063.72692961
0.0323034823 -0.00102673727 10305.226087324
0.03457601 -0.000971035857 9746.15837728715
0.0372364931 -0.000919461192 9228.51029073916
0.0403460413 -0.000874507532 8777.3163550669
0.0439734645 -0.000837923028 8410.12253048448
0.0481955446 -0.00080804457 8110.23640203936
0.0530969501 -0.000788154604 7910.60344579225
0.0587697774 -0.000779504189 7823.78037534486
0.0653124675 -0.000779579394 7824.53519797626
0.0728279725 -0.000786811404 7897.12192516868
0.0814209655 -0.000800444919 8033.95971078829
0.0911939517 -0.00082008657 8231.10036224562
0.102242149 -0.000844180875 8472.93171257922
0.11464712 -0.00087057444 8737.84043121908
0.128469378 -0.000898307189 9016.19036242203
0.144461401 -0.0009264515245 9298.67133285082
0.160453424 -0.00095459586 9581.1523032796
