"Ma","cell_ids","density-gradient:0","density-gradient:1","density-gradient:2","object_id","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","Volume","Cell Type"
1.797833517749549e+00,2.000100000000001e+04,8.621474770101397e-01,-1.590327950698725e-02,1.635196711021610e-18,2.000000000004226e+00,3.284802417082129e+00,2.309662617670853e+00,-6.344187780846648e-04,-1.076469199624283e-18,2.481892439543072e+00,1.015162477044547e+01,2.000000000004226e+00,1
