"Ma","Schlieren","cell_ids","cell_node_ids","density-gradient:0","density-gradient:1","density-gradient:2","primitives_1","primitives_2","primitives_3","primitives_4","primitives_5","total-enthalpy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.500015224071736e+00,6.338200661961312e-03,127601,288762,-1.377050775073128e-02,-5.147829014428756e-03,0.000000000000000e+00,1.000141978979081e+00,1.774857405037372e+00,5.969023364759490e-05,0.000000000000000e+00,1.000017419136719e+00,5.075120373645982e+00,1,0.000000000000000e+00,0.000000000000000e+00,4.000000059604645e-01,5.000000000000000e-01
1.500015724112090e+00,6.771934685740816e-03,127601,288762,-1.389888671474543e-02,-6.614658570996557e-03,0.000000000000000e+00,1.000131437402689e+00,1.774856249187614e+00,5.761045444919614e-05,0.000000000000000e+00,1.000015449921886e+00,5.075111429864348e+00,1,2.500000118743628e-04,2.500000118743628e-04,4.000000059604645e-01,5.000000000000000e-01
1.500016224152443e+00,7.205668709520321e-03,127601,288762,-1.402726567875958e-02,-8.081488127564358e-03,0.000000000000000e+00,1.000120895826296e+00,1.774855093337857e+00,5.553067525079739e-05,0.000000000000000e+00,1.000013480707053e+00,5.075102486082717e+00,1,5.000000237487257e-04,5.000000237487257e-04,4.000000059604645e-01,5.000000000000000e-01
1.500016724192738e+00,7.639402682806386e-03,127601,288762,-1.415564462782818e-02,-9.548317513370465e-03,0.000000000000000e+00,1.000110354251131e+00,1.774853937488234e+00,5.345089629451500e-05,0.000000000000000e+00,1.000011511492450e+00,5.075093542302123e+00,1,7.500000065192580e-04,7.500000065192580e-04,4.000000059604645e-01,5.000000000000000e-01
1.500017224233150e+00,8.073136757079193e-03,127601,288762,-1.428402360678764e-02,-1.101514724069973e-02,0.000000000000000e+00,1.000099812673511e+00,1.774852781638343e+00,5.137111685399811e-05,0.000000000000000e+00,1.000009542277387e+00,5.075084598519448e+00,1,1.000000047497451e-03,1.000000047497451e-03,4.000000059604645e-01,5.000000000000000e-01
1.500017724273329e+00,8.506870629378983e-03,127602,288762,-1.441240252596621e-02,-1.248197628498348e-02,0.000000000000000e+00,1.000089271100800e+00,1.774851625788989e+00,4.929133838195561e-05,0.000000000000000e+00,1.000007573063243e+00,5.075075654740937e+00,1,1.249999972060323e-03,1.249999972060323e-03,4.000000059604645e-01,5.000000000000000e-01
1.500018224313741e+00,8.940604703651774e-03,127602,288762,-1.454078150492564e-02,-1.394880601231271e-02,0.000000000000000e+00,1.000078729523181e+00,1.774850469939097e+00,4.721155894143871e-05,0.000000000000000e+00,1.000005603848181e+00,5.075066710958263e+00,1,1.500000013038516e-03,1.500000013038516e-03,4.000000059604645e-01,5.000000000000000e-01
1.500018724354152e+00,9.374338777924476e-03,127602,288762,-1.466916048388490e-02,-1.541563573964182e-02,0.000000000000000e+00,1.000068187945561e+00,1.774849314089205e+00,4.513177950092008e-05,0.000000000000000e+00,1.000003634633118e+00,5.075057767175587e+00,1,1.750000054016709e-03,1.750000054016709e-03,4.000000059604645e-01,5.000000000000000e-01
1.500019224394564e+00,9.808072852197284e-03,127602,288762,-1.479753946284436e-02,-1.688246546697108e-02,0.000000000000000e+00,1.000057646367942e+00,1.774848158239313e+00,4.305200006040320e-05,0.000000000000000e+00,1.000001665418056e+00,5.075048823392913e+00,1,2.000000094994903e-03,2.000000094994903e-03,4.000000059604645e-01,5.000000000000000e-01
1.500019724434510e+00,1.024180652252382e-02,127602,288762,-1.492591832224160e-02,-1.834929382820893e-02,0.000000000000000e+00,1.000047104800140e+00,1.774847002390498e+00,4.097222255683154e-05,0.000000000000000e+00,9.999996962048283e-01,5.075039879618568e+00,1,2.249999903142452e-03,2.249999903142452e-03,4.000000059604645e-01,5.000000000000000e-01
1.500020224474922e+00,1.067554059679663e-02,127602,288763,-1.505429730120106e-02,-1.981612355553819e-02,0.000000000000000e+00,1.000036563222520e+00,1.774845846540606e+00,3.889244311631466e-05,0.000000000000000e+00,9.999977269897663e-01,5.075030935835893e+00,1,2.499999944120646e-03,2.499999944120646e-03,4.000000059604645e-01,5.000000000000000e-01
1.500024382305630e+00,1.059144252761636e-02,127602,288763,-1.512204267146662e-02,-1.949905625406778e-02,0.000000000000000e+00,1.000032478698680e+00,1.774849050465194e+00,4.524596289285887e-05,0.000000000000000e+00,9.999957941903330e-01,5.075029858394537e+00,1,2.749999985098839e-03,2.749999985098839e-03,4.000000059604645e-01,5.000000000000000e-01
1.500028540137156e+00,1.050734434269160e-02,127602,288763,-1.518978802817944e-02,-1.918198855386544e-02,0.000000000000000e+00,1.000028394176283e+00,1.774852254390756e+00,5.159948455439009e-05,0.000000000000000e+00,9.999938613909077e-01,5.075028780954940e+00,1,3.000000026077032e-03,3.000000026077032e-03,4.000000059604645e-01,5.000000000000000e-01
1.500032697968682e+00,1.042324615776683e-02,127602,288763,-1.525753338489226e-02,-1.886492085366308e-02,0.000000000000000e+00,1.000024309653886e+00,1.774855458316318e+00,5.795300621592129e-05,0.000000000000000e+00,9.999919285914826e-01,5.075027703515344e+00,1,3.250000067055225e-03,3.250000067055225e-03,4.000000059604645e-01,5.000000000000000e-01
1.500036855800208e+00,1.033914797284210e-02,127602,288763,-1.532527874160508e-02,-1.854785315346080e-02,0.000000000000000e+00,1.000020225131489e+00,1.774858662241881e+00,6.430652787745112e-05,0.000000000000000e+00,9.999899957920574e-01,5.075026626075747e+00,1,3.500000108033419e-03,3.500000108033419e-03,4.000000059604645e-01,5.000000000000000e-01
1.500041013627862e+00,1.025504986623987e-02,127603,288763,-1.539302403522515e-02,-1.823078574855073e-02,0.000000000000000e+00,1.000016140612897e+00,1.774861866164459e+00,7.066004362180523e-05,0.000000000000000e+00,9.999880629944322e-01,5.075025548637154e+00,1,3.749999916180968e-03,3.749999916180968e-03,4.000000059604645e-01,5.000000000000000e-01
1.500045171463260e+00,1.017095160299260e-02,127603,288763,-1.546076945503076e-02,-1.791371775305614e-02,0.000000000000000e+00,1.000012056086696e+00,1.774865070093005e+00,7.701357120051368e-05,0.000000000000000e+00,9.999861301932070e-01,5.075024471196554e+00,1,4.000000189989805e-03,4.000000189989805e-03,4.000000059604645e-01,5.000000000000000e-01
1.500049329294786e+00,1.008685341806785e-02,127603,288763,-1.552851481174360e-02,-1.759665005285381e-02,0.000000000000000e+00,1.000007971564299e+00,1.774868274018568e+00,8.336709286204496e-05,0.000000000000000e+00,9.999841973937819e-01,5.075023393756958e+00,1,4.250000230967999e-03,4.250000230967999e-03,4.000000059604645e-01,5.000000000000000e-01
1.500053487118567e+00,1.000275538978815e-02,127603,288763,-1.559626004227091e-02,-1.727958294323599e-02,0.000000000000000e+00,1.000003887049510e+00,1.774871477938162e+00,8.972060268922191e-05,0.000000000000000e+00,9.999822645979568e-01,5.075022316319366e+00,1,4.499999806284904e-03,4.499999806284904e-03,4.000000059604645e-01,5.000000000000000e-01
1.500057644950093e+00,9.918657204863308e-03,127603,288763,-1.566400539898363e-02,-1.696251524303347e-02,0.000000000000000e+00,9.999998025271138e-01,1.774874681863724e+00,9.607412435075417e-05,0.000000000000000e+00,9.999803317985316e-01,5.075021238879769e+00,1,4.749999847263098e-03,4.749999847263098e-03,4.000000059604645e-01,5.000000000000000e-01
